Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-r1ad,order-e485,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: randomise_trials,Spreadsheet: display,Spreadsheet: prompt,Spreadsheet: opt_a,Spreadsheet: opt_b,Spreadsheet: correct,Manipulation: Spreadsheet
11,1685042070076,25/05/2023 19:14:30,1685020470076,-6,25/05/2023 07:14:30,127819,12,task-t5nj,,29720281,BLIND,8842177,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,393x851,393x720,,collocation,7,ACB,AB,conds_collocation,10,main,Screen 1,cnypgd,1,response,B,2934.8429999999935,2918.118999999999,2934.8429999999935,2934.8429999999935,2918.118999999999,2934.8429999999935,1,2934.8429999999935,0,0,,Click Response,Response,3,object-6,1,main,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos.",pais orgulhosos,orgulhosos pais,opt_a,
12,1685042070085,25/05/2023 19:14:30,1685020470085,-6,25/05/2023 07:14:30,127819,12,task-t5nj,,29720281,BLIND,8842177,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,393x851,393x720,,collocation,7,ACB,AB,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,
1,1685042939133,25/05/2023 19:28:59,1685021339133,-6,25/05/2023 07:28:59,127819,12,task-t5nj,,29720702,BLIND,8842313,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x661,,collocation,7,BAC,AB,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1685042941117,25/05/2023 19:29:01,1685021341117,-6,25/05/2023 07:29:01,127819,12,task-t5nj,,29720702,BLIND,8842313,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x661,,collocation,7,BAC,AB,conds_collocation,1,main,Screen 1,cnypgd,1,response,A,1988,1961,1988,1988,1961,1988,1,1988,0,0,,Click Response,Response,2,object-5,1,main,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,
3,1685042943380,25/05/2023 19:29:03,1685021343380,-6,25/05/2023 07:29:03,127819,12,task-t5nj,,29720702,BLIND,8842313,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x661,,collocation,7,BAC,AB,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,2291.000000000001,2269,2291.000000000001,2291.000000000001,2269,2291.000000000001,1,2291.000000000001,0,0,,Click Response,Response,2,object-5,1,main,O professor ensina dois cursos que você pode fazer. Há _______________.,opções várias,várias opções,opt_b,
4,1685042944146,25/05/2023 19:29:04,1685021344146,-6,25/05/2023 07:29:04,127819,12,task-t5nj,,29720702,BLIND,8842313,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x661,,collocation,7,BAC,AB,conds_collocation,3,main,Screen 1,cnypgd,1,response,A,789,767,789,789,767,789,1,789,0,0,,Click Response,Response,2,object-5,1,main,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .",pessoa mesma,mesma pessoa,opt_b,
5,1685042944798,25/05/2023 19:29:04,1685021344798,-6,25/05/2023 07:29:04,127819,12,task-t5nj,,29720702,BLIND,8842313,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x661,,collocation,7,BAC,AB,conds_collocation,4,main,Screen 1,cnypgd,1,response,B,668,634,668,668,634,668,1,668,0,0,,Click Response,Response,3,object-6,1,main,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada.",super-heróis corajosos,corajosos super-heróis,opt_b,
6,1685042945548,25/05/2023 19:29:05,1685021345548,-6,25/05/2023 07:29:05,127819,12,task-t5nj,,29720702,BLIND,8842313,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x661,,collocation,7,BAC,AB,conds_collocation,5,main,Screen 1,cnypgd,1,response,B,789,767,789,789,767,789,1,789,0,0,,Click Response,Response,3,object-6,1,main,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos.",pais orgulhosos,orgulhosos pais,opt_a,
7,1685042947683,25/05/2023 19:29:07,1685021347683,-6,25/05/2023 07:29:07,127819,12,task-t5nj,,29720702,BLIND,8842313,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x661,,collocation,7,BAC,AB,conds_collocation,6,main,Screen 1,cnypgd,1,response,B,2157,2135,2157,2157,2135,2157,1,2157,0,0,,Click Response,Response,3,object-6,1,main,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra'.",estudantes estudiosos,estudiosos estudantes,opt_a,
8,1685042948306,25/05/2023 19:29:08,1685021348306,-6,25/05/2023 07:29:08,127819,12,task-t5nj,,29720702,BLIND,8842313,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x661,,collocation,7,BAC,AB,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,646,634,646,646,634,646,1,646,0,0,,Click Response,Response,2,object-5,1,main,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,
9,1685042948884,25/05/2023 19:29:08,1685021348884,-6,25/05/2023 07:29:08,127819,12,task-t5nj,,29720702,BLIND,8842313,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x661,,collocation,7,BAC,AB,conds_collocation,8,main,Screen 1,cnypgd,1,response,A,589,567,589,589,567,589,1,589,0,0,,Click Response,Response,2,object-5,1,main,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras.",Ming aventureiros,aventureiros Ming,opt_b,
10,1685042949667,25/05/2023 19:29:09,1685021349667,-6,25/05/2023 07:29:09,127819,12,task-t5nj,,29720702,BLIND,8842313,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x661,,collocation,7,BAC,AB,conds_collocation,9,main,Screen 1,cnypgd,1,response,A,800,767,800,800,767,800,1,800,0,0,,Click Response,Response,2,object-5,1,main,Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer.,pais afetuosos,afetuosos pais,opt_a,
11,1685042950351,25/05/2023 19:29:10,1685021350351,-6,25/05/2023 07:29:10,127819,12,task-t5nj,,29720702,BLIND,8842313,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x661,,collocation,7,BAC,AB,conds_collocation,10,main,Screen 1,cnypgd,1,response,B,723,701,723,723,701,723,1,723,0,0,,Click Response,Response,3,object-6,1,main,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,
12,1685042950354,25/05/2023 19:29:10,1685021350354,-6,25/05/2023 07:29:10,127819,12,task-t5nj,,29720702,BLIND,8842313,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x661,,collocation,7,BAC,AB,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,
1,1685043364389,25/05/2023 19:36:04,1685021764389,-6,25/05/2023 07:36:04,127819,12,task-t5nj,,29720900,BLIND,8842396,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x617,,collocation,7,CBA,BA,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1685043386638,25/05/2023 19:36:26,1685021786638,-6,25/05/2023 07:36:26,127819,12,task-t5nj,,29720900,BLIND,8842396,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x617,,collocation,7,CBA,BA,conds_collocation,1,main,Screen 1,cnypgd,1,response,A,22282.81299998808,22277.888000000003,22282.81299998808,22282.81299998808,22277.888000000003,22282.81299998808,1,22282.81299998808,0,0,,Click Response,Response,2,object-5,1,main,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,
3,1685043404022,25/05/2023 19:36:44,1685021804022,-6,25/05/2023 07:36:44,127819,12,task-t5nj,,29720900,BLIND,8842396,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x617,,collocation,7,CBA,BA,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,17393.524999982117,17382.644,17393.524999982117,17393.524999982117,17382.644,17393.524999982117,1,17393.524999982117,0,0,,Click Response,Response,2,object-5,1,main,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos.",pais orgulhosos,orgulhosos pais,opt_a,
4,1685043413229,25/05/2023 19:36:53,1685021813229,-6,25/05/2023 07:36:53,127819,12,task-t5nj,,29720900,BLIND,8842396,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x617,,collocation,7,CBA,BA,conds_collocation,3,main,Screen 1,cnypgd,1,response,B,9218.680999994038,9207.693999999996,9218.680999994038,9218.680999994038,9207.693999999996,9218.680999994038,1,9218.680999994038,0,0,,Click Response,Response,3,object-6,1,main,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .",pessoa mesma,mesma pessoa,opt_b,
5,1685043426593,25/05/2023 19:37:06,1685021826593,-6,25/05/2023 07:37:06,127819,12,task-t5nj,,29720900,BLIND,8842396,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x617,,collocation,7,CBA,BA,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,13375.686999982121,13370.235,13375.686999982121,13375.686999982121,13370.235,13375.686999982121,1,13375.686999982121,0,0,,Click Response,Response,2,object-5,1,main,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada.",super-heróis corajosos,corajosos super-heróis,opt_b,
6,1685043437206,25/05/2023 19:37:17,1685021837206,-6,25/05/2023 07:37:17,127819,12,task-t5nj,,29720900,BLIND,8842396,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x617,,collocation,7,CBA,BA,conds_collocation,5,main,Screen 1,cnypgd,1,response,A,10617.652000000002,10606.275000000009,10617.652000000002,10617.652000000002,10606.275000000009,10617.652000000002,1,10617.652000000002,0,0,,Click Response,Response,2,object-5,1,main,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras.",Ming aventureiros,aventureiros Ming,opt_b,
7,1685043446899,25/05/2023 19:37:26,1685021846899,-6,25/05/2023 07:37:26,127819,12,task-t5nj,,29720900,BLIND,8842396,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x617,,collocation,7,CBA,BA,conds_collocation,6,main,Screen 1,cnypgd,1,response,A,9704.277000005954,9690.516999999993,9704.277000005954,9704.277000005954,9690.516999999993,9704.277000005954,1,9704.277000005954,0,0,,Click Response,Response,2,object-5,1,main,Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer.,pais afetuosos,afetuosos pais,opt_a,
8,1685043453437,25/05/2023 19:37:33,1685021853437,-6,25/05/2023 07:37:33,127819,12,task-t5nj,,29720900,BLIND,8842396,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x617,,collocation,7,CBA,BA,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,6553.860000000001,6543.351999999999,6553.860000000001,6553.860000000001,6543.351999999999,6553.860000000001,1,6553.860000000001,0,0,,Click Response,Response,2,object-5,1,main,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,
9,1685043460421,25/05/2023 19:37:40,1685021860421,-6,25/05/2023 07:37:40,127819,12,task-t5nj,,29720900,BLIND,8842396,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x617,,collocation,7,CBA,BA,conds_collocation,8,main,Screen 1,cnypgd,1,response,A,6993.380999999994,6976.726999999999,6993.380999999994,6993.380999999994,6976.726999999999,6993.380999999994,1,6993.380999999994,0,0,,Click Response,Response,2,object-5,1,main,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra'.",estudantes estudiosos,estudiosos estudantes,opt_a,
10,1685043466977,25/05/2023 19:37:46,1685021866977,-6,25/05/2023 07:37:46,127819,12,task-t5nj,,29720900,BLIND,8842396,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x617,,collocation,7,CBA,BA,conds_collocation,9,main,Screen 1,cnypgd,1,response,B,6573.281000000003,6560.044999999998,6573.281000000003,6573.281000000003,6560.044999999998,6573.281000000003,1,6573.281000000003,0,0,,Click Response,Response,3,object-6,1,main,O professor ensina dois cursos que você pode fazer. Há _______________.,opções várias,várias opções,opt_b,
11,1685043472887,25/05/2023 19:37:52,1685021872887,-6,25/05/2023 07:37:52,127819,12,task-t5nj,,29720900,BLIND,8842396,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x617,,collocation,7,CBA,BA,conds_collocation,10,main,Screen 1,cnypgd,1,response,A,5923.636000005965,5910.950000000012,5923.636000005965,5923.636000005965,5910.950000000012,5923.636000005965,1,5923.636000005965,0,0,,Click Response,Response,2,object-5,1,main,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,
12,1685043472892,25/05/2023 19:37:52,1685021872892,-6,25/05/2023 07:37:52,127819,12,task-t5nj,,29720900,BLIND,8842396,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x617,,collocation,7,CBA,BA,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,
1,1685044619949,25/05/2023 19:56:59,1685023019949,-6,25/05/2023 07:56:59,127819,12,task-t5nj,,29721845,BLIND,8842710,,complete,,,mobile,Samsung SM-A325M,Android 13,Samsung Browser 21.0,412x915,412x740,,collocation,7,ABC,AB,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1685044638297,25/05/2023 19:57:18,1685023038297,-6,25/05/2023 07:57:18,127819,12,task-t5nj,,29721845,BLIND,8842710,,complete,,,mobile,Samsung SM-A325M,Android 13,Samsung Browser 21.0,412x915,412x740,,collocation,7,ABC,AB,conds_collocation,1,main,Screen 1,cnypgd,1,response,B,18386.87499998212,18378.18,18386.87499998212,18386.87499998212,18378.18,18386.87499998212,1,18386.87499998212,0,0,,Click Response,Response,3,object-6,1,main,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada.",super-heróis corajosos,corajosos super-heróis,opt_b,
3,1685044638408,25/05/2023 19:57:18,1685023038408,-6,25/05/2023 07:57:18,127819,12,task-t5nj,,29721845,BLIND,8842710,,complete,,,mobile,Samsung SM-A325M,Android 13,Samsung Browser 21.0,412x915,412x740,,collocation,7,ABC,AB,conds_collocation,2,main,Screen 1,cnypgd,1,response,B,120.09499998807951,109.52100000000064,120.09499998807951,120.09499998807951,109.52100000000064,120.09499998807951,1,120.09499998807951,0,0,,Click Response,Response,3,object-6,1,main,O professor ensina dois cursos que você pode fazer. Há _______________.,opções várias,várias opções,opt_b,
4,1685044654318,25/05/2023 19:57:34,1685023054318,-6,25/05/2023 07:57:34,127819,12,task-t5nj,,29721845,BLIND,8842710,,complete,,,mobile,Samsung SM-A325M,Android 13,Samsung Browser 21.0,412x915,412x740,,collocation,7,ABC,AB,conds_collocation,3,main,Screen 1,cnypgd,1,response,A,15920.098000000002,15908.997,15920.098000000002,15920.098000000002,15908.997,15920.098000000002,1,15920.098000000002,0,0,,Click Response,Response,2,object-5,1,main,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra'.",estudantes estudiosos,estudiosos estudantes,opt_a,
5,1685044654415,25/05/2023 19:57:34,1685023054415,-6,25/05/2023 07:57:34,127819,12,task-t5nj,,29721845,BLIND,8842710,,complete,,,mobile,Samsung SM-A325M,Android 13,Samsung Browser 21.0,412x915,412x740,,collocation,7,ABC,AB,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,109.37700000000041,99.91599999999744,109.37700000000041,109.37700000000041,99.91599999999744,109.37700000000041,1,109.37700000000041,0,0,,Click Response,Response,2,object-5,1,main,Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer.,pais afetuosos,afetuosos pais,opt_a,
6,1685044664400,25/05/2023 19:57:44,1685023064400,-6,25/05/2023 07:57:44,127819,12,task-t5nj,,29721845,BLIND,8842710,,complete,,,mobile,Samsung SM-A325M,Android 13,Samsung Browser 21.0,412x915,412x740,,collocation,7,ABC,AB,conds_collocation,5,main,Screen 1,cnypgd,1,response,B,9993.961000000003,9983.576000000001,9993.961000000003,9993.961000000003,9983.576000000001,9993.961000000003,1,9993.961000000003,0,0,,Click Response,Response,3,object-6,1,main,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras.",Ming aventureiros,aventureiros Ming,opt_b,
7,1685044664498,25/05/2023 19:57:44,1685023064498,-6,25/05/2023 07:57:44,127819,12,task-t5nj,,29721845,BLIND,8842710,,complete,,,mobile,Samsung SM-A325M,Android 13,Samsung Browser 21.0,412x915,412x740,,collocation,7,ABC,AB,conds_collocation,6,main,Screen 1,cnypgd,1,response,B,108.68499998212064,100.88799999999901,108.68499998212064,108.68499998212064,100.88799999999901,108.68499998212064,1,108.68499998212064,0,0,,Click Response,Response,3,object-6,1,main,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,
8,1685044671973,25/05/2023 19:57:51,1685023071973,-6,25/05/2023 07:57:51,127819,12,task-t5nj,,29721845,BLIND,8842710,,complete,,,mobile,Samsung SM-A325M,Android 13,Samsung Browser 21.0,412x915,412x740,,collocation,7,ABC,AB,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,7482.596999994043,7472.07,7482.596999994043,7482.596999994043,7472.07,7482.596999994043,1,7482.596999994043,0,0,,Click Response,Response,2,object-5,1,main,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,
9,1685044672061,25/05/2023 19:57:52,1685023072061,-6,25/05/2023 07:57:52,127819,12,task-t5nj,,29721845,BLIND,8842710,,complete,,,mobile,Samsung SM-A325M,Android 13,Samsung Browser 21.0,412x915,412x740,,collocation,7,ABC,AB,conds_collocation,8,main,Screen 1,cnypgd,1,response,A,98.60200000000623,87.49700000000303,98.60200000000623,98.60200000000623,87.49700000000303,98.60200000000623,1,98.60200000000623,0,0,,Click Response,Response,2,object-5,1,main,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,
10,1685044678759,25/05/2023 19:57:58,1685023078759,-6,25/05/2023 07:57:58,127819,12,task-t5nj,,29721845,BLIND,8842710,,complete,,,mobile,Samsung SM-A325M,Android 13,Samsung Browser 21.0,412x915,412x740,,collocation,7,ABC,AB,conds_collocation,9,main,Screen 1,cnypgd,1,response,A,6709.229999982119,6704.4360000000015,6709.229999982119,6709.229999982119,6704.4360000000015,6709.229999982119,1,6709.229999982119,0,0,,Click Response,Response,2,object-5,1,main,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos.",pais orgulhosos,orgulhosos pais,opt_a,
11,1685044678815,25/05/2023 19:57:58,1685023078815,-6,25/05/2023 07:57:58,127819,12,task-t5nj,,29721845,BLIND,8842710,,complete,,,mobile,Samsung SM-A325M,Android 13,Samsung Browser 21.0,412x915,412x740,,collocation,7,ABC,AB,conds_collocation,10,main,Screen 1,cnypgd,1,response,A,60.49399999999878,55.50699999999779,60.49399999999878,60.49399999999878,55.50699999999779,60.49399999999878,1,60.49399999999878,0,0,,Click Response,Response,2,object-5,1,main,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .",pessoa mesma,mesma pessoa,opt_b,
12,1685044678818,25/05/2023 19:57:58,1685023078818,-6,25/05/2023 07:57:58,127819,12,task-t5nj,,29721845,BLIND,8842710,,complete,,,mobile,Samsung SM-A325M,Android 13,Samsung Browser 21.0,412x915,412x740,,collocation,7,ABC,AB,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,
1,1685045410301,25/05/2023 20:10:10,1685023810301,-6,25/05/2023 08:10:10,127819,12,task-t5nj,,29722190,BLIND,8842763,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,360x760,360x631,,collocation,7,ACB,BA,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
