Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-r1ad,order-e485,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Score,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_trials,Spreadsheet: item,Spreadsheet: ANSWER,Spreadsheet: targetresponse,Spreadsheet: type,Manipulation: Spreadsheet,Store: Accuracy,Store: incorrect
62,1680040654021,28/03/2023 21:57:34,1680026254021,-4,28/03/2023 13:57:34,127819,11,task-fg99,,28500782,BLIND,8470987,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x657,,English lextale,4,ABC,AB,eng,60,main,main,l6tere,1,response,tick.png,142.04200000018318,132.92099999999482,142.04200000018318,142.04200000018318,132.92099999999482,142.04200000018318,0,0,142.04200000018318,0,0,,Click Response,Response,1,object-18,main,2,kilp,cross.png,non,non,,,
63,1680040654302,28/03/2023 21:57:34,1680026254302,-4,28/03/2023 13:57:34,127819,11,task-fg99,,28500782,BLIND,8470987,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x657,,English lextale,4,ABC,AB,eng,61,main,main,l6tere,1,response,cross.png,290.4210000000021,282.5149999999994,290.4210000000021,290.4210000000021,282.5149999999994,290.4210000000021,1,0,290.4210000000021,0,0,,Click Response,Response,2,object-19,main,2,interfate,cross.png,non,non,,,
64,1680040654477,28/03/2023 21:57:34,1680026254477,-4,28/03/2023 13:57:34,127819,11,task-fg99,,28500782,BLIND,8470987,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x657,,English lextale,4,ABC,AB,eng,62,main,main,l6tere,1,response,cross.png,182.60600000018894,166.55600000000413,182.60600000018894,182.60600000018894,166.55600000000413,182.60600000018894,0,0,182.60600000018894,0,0,,Click Response,Response,2,object-19,main,2,scholar,tick.png,word,word,,,
65,1680040654743,28/03/2023 21:57:34,1680026254743,-4,28/03/2023 13:57:34,127819,11,task-fg99,,28500782,BLIND,8470987,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x657,,English lextale,4,ABC,AB,eng,63,main,main,l6tere,1,response,tick.png,281.6499999998123,265.78199999999924,281.6499999998123,281.6499999998123,265.78199999999924,281.6499999998123,1,0,281.6499999998123,0,0,,Click Response,Response,1,object-18,main,2,flaw,tick.png,word,word,,,
66,1680040654750,28/03/2023 21:57:34,1680026254750,-4,28/03/2023 13:57:34,127819,11,task-fg99,,28500782,BLIND,8470987,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x657,,English lextale,4,ABC,AB,eng,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,,,
1,1680040785049,28/03/2023 21:59:45,1680026385049,-4,28/03/2023 13:59:45,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,
2,1680040789886,28/03/2023 21:59:49,1680026389886,-4,28/03/2023 13:59:49,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,1,instructions,Screen 1,pemmcz,1,continue,,4853.851,4837.159,4853.851,4853.851,4837.159,4853.851,1,0,4853.851,0,0,,Click To Continue,Continue Button,2,object-5,instructions,,,,,,,,
3,1680040790726,28/03/2023 21:59:50,1680026390726,-4,28/03/2023 13:59:50,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,1,main,main,l6tere,1,response,tick.png,860.0649999985098,847.5150000000003,860.0649999985098,860.0649999985098,847.5150000000003,860.0649999985098,0,0,860.0649999985098,0,0,,Click Response,Response,1,object-18,main,1,party,cross.png,non,filler,,,
4,1680040791709,28/03/2023 21:59:51,1680026391709,-4,28/03/2023 13:59:51,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,2,main,main,l6tere,1,response,cross.png,995.9500000007447,980.7999999999993,995.9500000007447,995.9500000007447,980.7999999999993,995.9500000007447,1,0,995.9500000007447,0,0,,Click Response,Response,2,object-19,main,1,bargoin,cross.png,word,filler,,,
5,1680040793063,28/03/2023 21:59:53,1680026393063,-4,28/03/2023 13:59:53,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,3,main,main,l6tere,1,response,cross.png,1369.3500000000004,1363.0079999999998,1369.3500000000004,1369.3500000000004,1363.0079999999998,1369.3500000000004,1,0,1369.3500000000004,0,0,,Click Response,Response,2,object-19,main,1,dogify,cross.png,non,filler,,,
6,1680040793774,28/03/2023 21:59:53,1680026393774,-4,28/03/2023 13:59:53,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,4,main,main,l6tere,1,response,tick.png,717.2419999985104,714.3019999999997,717.2419999985104,717.2419999985104,714.3019999999997,717.2419999985104,1,0,717.2419999985104,0,0,,Click Response,Response,1,object-18,main,2,turtle,tick.png,word,word,,,
7,1680040794395,28/03/2023 21:59:54,1680026394395,-4,28/03/2023 13:59:54,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,5,main,main,l6tere,1,response,tick.png,623.8400000007459,615.3420000000006,623.8400000007459,623.8400000007459,615.3420000000006,623.8400000007459,1,0,623.8400000007459,0,0,,Click Response,Response,1,object-18,main,2,censorship,tick.png,word,word,,,
8,1680040794975,28/03/2023 21:59:54,1680026394975,-4,28/03/2023 13:59:54,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,6,main,main,l6tere,1,response,tick.png,588.1980000000003,581.7489999999998,588.1980000000003,588.1980000000003,581.7489999999998,588.1980000000003,1,0,588.1980000000003,0,0,,Click Response,Response,1,object-18,main,2,cleanliness,tick.png,word,word,,,
9,1680040795982,28/03/2023 21:59:55,1680026395982,-4,28/03/2023 13:59:55,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,7,main,main,l6tere,1,response,cross.png,1014.1489999992555,997.2710000000006,1014.1489999992555,1014.1489999992555,997.2710000000006,1014.1489999992555,1,0,1014.1489999992555,0,0,,Click Response,Response,2,object-19,main,2,exprate,cross.png,non,non,,,
10,1680040796829,28/03/2023 21:59:56,1680026396829,-4,28/03/2023 13:59:56,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,8,main,main,l6tere,1,response,tick.png,863.5779999985098,847.3369999999995,863.5779999985098,863.5779999985098,847.3369999999995,863.5779999985098,1,0,863.5779999985098,0,0,,Click Response,Response,1,object-18,main,2,lofty,tick.png,word,word,,,
11,1680040798910,28/03/2023 21:59:58,1680026398910,-4,28/03/2023 13:59:58,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,9,main,main,l6tere,1,response,tick.png,2097.5409999992553,2094.3280000000013,2097.5409999992553,2097.5409999992553,2094.3280000000013,2097.5409999992553,1,0,2097.5409999992553,0,0,,Click Response,Response,1,object-18,main,2,savoury,tick.png,word,word,,,
12,1680040800413,28/03/2023 22:00:00,1680026400413,-4,28/03/2023 14:00:00,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,10,main,main,l6tere,1,response,tick.png,1505.712999999254,1496.1270000000004,1505.712999999254,1505.712999999254,1496.1270000000004,1505.712999999254,1,0,1505.712999999254,0,0,,Click Response,Response,1,object-18,main,2,upkeep,tick.png,word,word,,,
13,1680040801558,28/03/2023 22:00:01,1680026401558,-4,28/03/2023 14:00:01,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,11,main,main,l6tere,1,response,cross.png,1154.5859999992535,1146.869999999999,1154.5859999992535,1154.5859999992535,1146.869999999999,1154.5859999992535,1,0,1154.5859999992535,0,0,,Click Response,Response,2,object-19,main,2,skave,cross.png,non,non,,,
14,1680040802205,28/03/2023 22:00:02,1680026402205,-4,28/03/2023 14:00:02,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,12,main,main,l6tere,1,response,tick.png,655.4159999985095,648.351999999999,655.4159999985095,655.4159999985095,648.351999999999,655.4159999985095,1,0,655.4159999985095,0,0,,Click Response,Response,1,object-18,main,2,allied,tick.png,word,word,,,
15,1680040803142,28/03/2023 22:00:03,1680026403142,-4,28/03/2023 14:00:03,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,13,main,main,l6tere,1,response,cross.png,943.7640000014908,930.7469999999994,943.7640000014908,943.7640000014908,930.7469999999994,943.7640000014908,1,0,943.7640000014908,0,0,,Click Response,Response,2,object-19,main,2,mensible,cross.png,non,non,,,
16,1680040804038,28/03/2023 22:00:04,1680026404038,-4,28/03/2023 14:00:04,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,14,main,main,l6tere,1,response,cross.png,908.4170000000013,897.6110000000008,908.4170000000013,908.4170000000013,897.6110000000008,908.4170000000013,1,0,908.4170000000013,0,0,,Click Response,Response,2,object-19,main,2,spaunch,cross.png,non,non,,,
17,1680040804815,28/03/2023 22:00:04,1680026404815,-4,28/03/2023 14:00:04,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,15,main,main,l6tere,1,response,tick.png,788.6060000007456,781.1660000000011,788.6060000007456,788.6060000007456,781.1660000000011,788.6060000007456,1,0,788.6060000007456,0,0,,Click Response,Response,1,object-18,main,2,nourishment,tick.png,word,word,,,
18,1680040805851,28/03/2023 22:00:05,1680026405851,-4,28/03/2023 14:00:05,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,16,main,main,l6tere,1,response,tick.png,1042.9400000007445,1030.5469999999987,1042.9400000007445,1042.9400000007445,1030.5469999999987,1042.9400000007445,0,0,1042.9400000007445,0,0,,Click Response,Response,1,object-18,main,2,crumper,cross.png,non,non,,,
19,1680040806643,28/03/2023 22:00:06,1680026406643,-4,28/03/2023 14:00:06,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,17,main,main,l6tere,1,response,tick.png,804.2929999992557,797.5339999999997,804.2929999992557,804.2929999992557,797.5339999999997,804.2929999992557,1,0,804.2929999992557,0,0,,Click Response,Response,1,object-18,main,2,wrought,tick.png,word,word,,,
20,1680040808135,28/03/2023 22:00:08,1680026408135,-4,28/03/2023 14:00:08,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,18,main,main,l6tere,1,response,cross.png,1498.6590000014912,1495.8860000000022,1498.6590000014912,1498.6590000014912,1495.8860000000022,1498.6590000014912,1,0,1498.6590000014912,0,0,,Click Response,Response,2,object-19,main,2,interfate,cross.png,non,non,,,
21,1680040847269,28/03/2023 22:00:47,1680026447269,-4,28/03/2023 14:00:47,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,19,main,main,l6tere,1,response,cross.png,39137.072999998505,39126.922999999995,39137.072999998505,39137.072999998505,39126.922999999995,39137.072999998505,1,0,39137.072999998505,0,0,,Click Response,Response,2,object-19,main,2,abergy,cross.png,non,non,,,
22,1680040848005,28/03/2023 22:00:48,1680026448005,-4,28/03/2023 14:00:48,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,20,main,main,l6tere,1,response,tick.png,746.0500000007451,731.224000000002,746.0500000007451,746.0500000007451,731.224000000002,746.0500000007451,1,0,746.0500000007451,0,0,,Click Response,Response,1,object-18,main,2,stoutly,tick.png,word,word,,,
23,1680040848523,28/03/2023 22:00:48,1680026448523,-4,28/03/2023 14:00:48,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,21,main,main,l6tere,1,response,tick.png,532.3129999999946,515.3289999999979,532.3129999999946,532.3129999999946,515.3289999999979,532.3129999999946,1,0,532.3129999999946,0,0,,Click Response,Response,1,object-18,main,2,lengthy,tick.png,word,word,,,
24,1680040849115,28/03/2023 22:00:49,1680026449115,-4,28/03/2023 14:00:49,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,22,main,main,l6tere,1,response,tick.png,609.3969999992551,598.1380000000063,609.3969999992551,609.3969999992551,598.1380000000063,609.3969999992551,1,0,609.3969999992551,0,0,,Click Response,Response,1,object-18,main,2,unkempt,tick.png,word,word,,,
25,1680040850325,28/03/2023 22:00:50,1680026450325,-4,28/03/2023 14:00:50,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,23,main,main,l6tere,1,response,cross.png,1221.159000001484,1213.6719999999914,1221.159000001484,1221.159000001484,1213.6719999999914,1221.159000001484,1,0,1221.159000001484,0,0,,Click Response,Response,2,object-19,main,2,magrity,cross.png,non,non,,,
26,1680040851390,28/03/2023 22:00:51,1680026451390,-4,28/03/2023 14:00:51,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,24,main,main,l6tere,1,response,cross.png,1072.8870000000024,1063.7100000000064,1072.8870000000024,1072.8870000000024,1063.7100000000064,1072.8870000000024,1,0,1072.8870000000024,0,0,,Click Response,Response,2,object-19,main,2,plaudate,cross.png,non,non,,,
27,1680040851958,28/03/2023 22:00:51,1680026451958,-4,28/03/2023 14:00:51,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,25,main,main,l6tere,1,response,tick.png,576.9770000007411,565.1599999999889,576.9770000007411,576.9770000007411,565.1599999999889,576.9770000007411,1,0,576.9770000007411,0,0,,Click Response,Response,1,object-18,main,2,festivity,tick.png,word,word,,,
28,1680040852517,28/03/2023 22:00:52,1680026452517,-4,28/03/2023 14:00:52,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,26,main,main,l6tere,1,response,tick.png,570.6170000014972,564.8130000000092,570.6170000014972,570.6170000014972,564.8130000000092,570.6170000014972,1,0,570.6170000014972,0,0,,Click Response,Response,1,object-18,main,2,rascal,tick.png,word,word,,,
29,1680040853243,28/03/2023 22:00:53,1680026453243,-4,28/03/2023 14:00:53,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,27,main,main,l6tere,1,response,tick.png,731.8270000000048,714.997000000003,731.8270000000048,731.8270000000048,714.997000000003,731.8270000000048,1,0,731.8270000000048,0,0,,Click Response,Response,1,object-18,main,2,dispatch,tick.png,word,word,,,
30,1680040854302,28/03/2023 22:00:54,1680026454302,-4,28/03/2023 14:00:54,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,28,main,main,l6tere,1,response,cross.png,1076.1069999985048,1063.833999999988,1076.1069999985048,1076.1069999985048,1063.833999999988,1076.1069999985048,1,0,1076.1069999985048,0,0,,Click Response,Response,2,object-19,main,2,quirty,cross.png,non,non,,,
31,1680040854983,28/03/2023 22:00:54,1680026454983,-4,28/03/2023 14:00:54,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,29,main,main,l6tere,1,response,tick.png,692.8730000000069,681.0830000000133,692.8730000000069,692.8730000000069,681.0830000000133,692.8730000000069,1,0,692.8730000000069,0,0,,Click Response,Response,1,object-18,main,2,screech,tick.png,word,word,,,
32,1680040856654,28/03/2023 22:00:56,1680026456654,-4,28/03/2023 14:00:56,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,30,main,main,l6tere,1,response,tick.png,1683.4899999992485,1678.7079999999987,1683.4899999992485,1683.4899999992485,1678.7079999999987,1683.4899999992485,1,0,1683.4899999992485,0,0,,Click Response,Response,1,object-18,main,2,shin,tick.png,word,word,,,
33,1680040857226,28/03/2023 22:00:57,1680026457226,-4,28/03/2023 14:00:57,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,31,main,main,l6tere,1,response,tick.png,577.0819999999949,565.523000000001,577.0819999999949,577.0819999999949,565.523000000001,577.0819999999949,1,0,577.0819999999949,0,0,,Click Response,Response,1,object-18,main,2,bewitch,tick.png,word,word,,,
34,1680040858262,28/03/2023 22:00:58,1680026458262,-4,28/03/2023 14:00:58,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,32,main,main,l6tere,1,response,cross.png,1046.7589999992488,1030.4850000000006,1046.7589999992488,1046.7589999992488,1030.4850000000006,1046.7589999992488,1,0,1046.7589999992488,0,0,,Click Response,Response,2,object-19,main,2,pudour,cross.png,non,non,,,
35,1680040858846,28/03/2023 22:00:58,1680026458846,-4,28/03/2023 14:00:58,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,33,main,main,l6tere,1,response,tick.png,600.2739999992482,598.0419999999867,600.2739999992482,600.2739999992482,598.0419999999867,600.2739999992482,1,0,600.2739999992482,0,0,,Click Response,Response,1,object-18,main,2,fray,tick.png,word,word,,,
36,1680040859381,28/03/2023 22:00:59,1680026459381,-4,28/03/2023 14:00:59,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,34,main,main,l6tere,1,response,tick.png,537.6320000014966,532.1510000000126,537.6320000014966,537.6320000014966,532.1510000000126,537.6320000014966,1,0,537.6320000014966,0,0,,Click Response,Response,1,object-18,main,2,scornful,tick.png,word,word,,,
37,1680040859943,28/03/2023 22:00:59,1680026459943,-4,28/03/2023 14:00:59,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,35,main,main,l6tere,1,response,tick.png,567.0809999992489,564.8679999999877,567.0809999992489,567.0809999992489,564.8679999999877,567.0809999992489,1,0,567.0809999992489,0,0,,Click Response,Response,1,object-18,main,2,turmoil,tick.png,word,word,,,
38,1680040860602,28/03/2023 22:01:00,1680026460602,-4,28/03/2023 14:01:00,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,36,main,main,l6tere,1,response,tick.png,661.8130000007513,648.1550000000134,661.8130000007513,661.8130000007513,648.1550000000134,661.8130000007513,1,0,661.8130000007513,0,0,,Click Response,Response,1,object-18,main,2,scholar,tick.png,word,word,,,
39,1680040861098,28/03/2023 22:01:01,1680026461098,-4,28/03/2023 14:01:01,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,37,main,main,l6tere,1,response,tick.png,509.8579999999929,499.04099999999744,509.8579999999929,509.8579999999929,499.04099999999744,509.8579999999929,1,0,509.8579999999929,0,0,,Click Response,Response,1,object-18,main,2,moonlit,tick.png,word,word,,,
40,1680040862061,28/03/2023 22:01:02,1680026462061,-4,28/03/2023 14:01:02,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,38,main,main,l6tere,1,response,cross.png,973.7169999985053,963.9709999999905,973.7169999985053,973.7169999985053,963.9709999999905,973.7169999985053,1,0,973.7169999985053,0,0,,Click Response,Response,2,object-19,main,2,rebondicate,cross.png,non,non,,,
41,1680040862605,28/03/2023 22:01:02,1680026462605,-4,28/03/2023 14:01:02,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,39,main,main,l6tere,1,response,tick.png,553.04599999926,548.2079999999987,553.04599999926,553.04599999926,548.2079999999987,553.04599999926,1,0,553.04599999926,0,0,,Click Response,Response,1,object-18,main,2,ingenious,tick.png,word,word,,,
42,1680040863814,28/03/2023 22:01:03,1680026463814,-4,28/03/2023 14:01:03,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,40,main,main,l6tere,1,response,cross.png,1213.3989999999903,1196.7350000000006,1213.3989999999903,1213.3989999999903,1196.7350000000006,1213.3989999999903,1,0,1213.3989999999903,0,0,,Click Response,Response,2,object-19,main,2,alberation,cross.png,non,non,,,
43,1680040864292,28/03/2023 22:01:04,1680026464292,-4,28/03/2023 14:01:04,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,41,main,main,l6tere,1,response,tick.png,495.4030000000057,482.02500000000873,495.4030000000057,495.4030000000057,482.02500000000873,495.4030000000057,1,0,495.4030000000057,0,0,,Click Response,Response,1,object-18,main,2,breeding,tick.png,word,word,,,
44,1680040864836,28/03/2023 22:01:04,1680026464836,-4,28/03/2023 14:01:04,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,42,main,main,l6tere,1,response,tick.png,557.7779999985069,548.8429999999935,557.7779999985069,557.7779999985069,548.8429999999935,557.7779999985069,0,0,557.7779999985069,0,0,,Click Response,Response,1,object-18,main,2,descrtiption,cross.png,non,non,,,
45,1680040865434,28/03/2023 22:01:05,1680026465434,-4,28/03/2023 14:01:05,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,43,main,main,l6tere,1,response,tick.png,606.9349999985134,598.0109999999986,606.9349999985134,606.9349999985134,598.0109999999986,606.9349999985134,1,0,606.9349999985134,0,0,,Click Response,Response,1,object-18,main,2,recipient,tick.png,word,word,,,
46,1680040866525,28/03/2023 22:01:06,1680026466525,-4,28/03/2023 14:01:06,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,44,main,main,l6tere,1,response,cross.png,1099.9239999985148,1097.0720000000001,1099.9239999985148,1099.9239999985148,1097.0720000000001,1099.9239999985148,1,0,1099.9239999985148,0,0,,Click Response,Response,2,object-19,main,2,pulsh,cross.png,non,non,,,
47,1680040867515,28/03/2023 22:01:07,1680026467515,-4,28/03/2023 14:01:07,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,45,main,main,l6tere,1,response,cross.png,992.2520000007498,980.5679999999993,992.2520000007498,992.2520000007498,980.5679999999993,992.2520000007498,1,0,992.2520000007498,0,0,,Click Response,Response,2,object-19,main,2,kilp,cross.png,non,non,,,
48,1680040868133,28/03/2023 22:01:08,1680026468133,-4,28/03/2023 14:01:08,127819,11,task-fg99,,28500902,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,English lextale,4,CAB,AB,eng,46,main,main,l6tere,1,response,tick.png,630.0839999992604,615.3250000000116,630.0839999992604,630.0839999992604,615.3250000000116,630.0839999992604,1,0,630.0839999992604,0,0,,Click Response,Response,1,object-18,main,2,eloquence,tick.png,word,word,,,
