Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-r1ad,order-e485,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Score,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: prompt,Spreadsheet: opt_a,Spreadsheet: opt_b,Spreadsheet: correct,Spreadsheet: randomise_trials,Manipulation: Spreadsheet
1,1680011884058,28/03/2023 13:58:04,1680015484058,1,28/03/2023 15:58:04,127819,11,task-6yod,,28492496,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Interpretation,3,ABC,AB,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1680011898077,28/03/2023 13:58:18,1680015498077,1,28/03/2023 15:58:18,127819,11,task-6yod,,28492496,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Interpretation,3,ABC,AB,conds_collocation,1,main,Screen 1,cnypgd,1,response,A,14032.534000047684,14018.17,14032.534000047684,14032.534000047684,14018.17,14032.534000047684,1,0,14032.534000047684,0,0,,Click Response,Response,2,object-5,main,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,1,
3,1680011915022,28/03/2023 13:58:35,1680015515022,1,28/03/2023 15:58:35,127819,11,task-6yod,,28492496,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Interpretation,3,ABC,AB,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,16959.564000095368,16949.322000000004,16959.564000095368,16959.564000095368,16949.322000000004,16959.564000095368,1,0,16959.564000095368,0,0,,Click Response,Response,2,object-5,main,Seus vizinhos são pobres homens.,Os vizinhos são infelizes.,Os vizinhos não têm dinheiro.,opt_a,1,
4,1680011930504,28/03/2023 13:58:50,1680015530504,1,28/03/2023 15:58:50,127819,11,task-6yod,,28492496,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Interpretation,3,ABC,AB,conds_collocation,3,main,Screen 1,cnypgd,1,response,B,15492.841999999997,15485.038,15492.841999999997,15492.841999999997,15485.038,15492.841999999997,1,0,15492.841999999997,0,0,,Click Response,Response,3,object-6,main,Seus pais falam uma rara língua.,Eles falam um idioma que muito poucas pessoas falam.,Eles falam uma linguagem estranha.,opt_a,1,
5,1680011940724,28/03/2023 13:59:00,1680015540724,1,28/03/2023 15:59:00,127819,11,task-6yod,,28492496,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Interpretation,3,ABC,AB,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,10228.103999952313,10216.257999999994,10228.103999952313,10228.103999952313,10216.257999999994,10228.103999952313,1,0,10228.103999952313,0,0,,Click Response,Response,2,object-5,main,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_b,1,
6,1680011957822,28/03/2023 13:59:17,1680015557822,1,28/03/2023 15:59:17,127819,11,task-6yod,,28492496,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Interpretation,3,ABC,AB,conds_collocation,5,main,Screen 1,cnypgd,1,response,B,17110.44600009537,17101.566999999995,17110.44600009537,17110.44600009537,17101.566999999995,17110.44600009537,1,0,17110.44600009537,0,0,,Click Response,Response,3,object-6,main,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_b,1,
7,1680011969121,28/03/2023 13:59:29,1680015569121,1,28/03/2023 15:59:29,127819,11,task-6yod,,28492496,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Interpretation,3,ABC,AB,conds_collocation,6,main,Screen 1,cnypgd,1,response,A,11308.67900004769,11300.372000000003,11308.67900004769,11308.67900004769,11300.372000000003,11308.67900004769,1,0,11308.67900004769,0,0,,Click Response,Response,2,object-5,main,O artigo contém informações certas.,Contém algumas informações.,Ele contém informações que são para verar.,opt_b,1,
8,1680011983024,28/03/2023 13:59:43,1680015583024,1,28/03/2023 15:59:43,127819,11,task-6yod,,28492496,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Interpretation,3,ABC,AB,conds_collocation,7,main,Screen 1,cnypgd,1,response,B,13911.706999904636,13899.444000000003,13911.706999904636,13911.706999904636,13899.444000000003,13911.706999904636,1,0,13911.706999904636,0,0,,Click Response,Response,3,object-6,main,O próprio presidente conversou com a classe.,Muitos anos atrás eles são amigos.,O presidente que já havia falado com a classe.,opt_a,1,
9,1680011993337,28/03/2023 13:59:53,1680015593337,1,28/03/2023 15:59:53,127819,11,task-6yod,,28492496,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Interpretation,3,ABC,AB,conds_collocation,8,main,Screen 1,cnypgd,1,response,A,10324.762999904633,10317.828999999998,10324.762999904633,10324.762999904633,10317.828999999998,10324.762999904633,1,0,10324.762999904633,0,0,,Click Response,Response,2,object-5,main,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,1,
10,1680012012220,28/03/2023 14:00:12,1680015612220,1,28/03/2023 16:00:12,127819,11,task-6yod,,28492496,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Interpretation,3,ABC,AB,conds_collocation,9,main,Screen 1,cnypgd,1,response,B,18890.334000000003,18884.04800000001,18890.334000000003,18890.334000000003,18884.04800000001,18890.334000000003,1,0,18890.334000000003,0,0,,Click Response,Response,3,object-6,main,Marta é a pessoa única de quem falei.,"Não contei a você sobre mais ninguém, além de Marta.","Não há ninguém (tão especial) quanto Marta, que eu te disse.",opt_b,1,
11,1680012021636,28/03/2023 14:00:21,1680015621636,1,28/03/2023 16:00:21,127819,11,task-6yod,,28492496,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Interpretation,3,ABC,AB,conds_collocation,10,main,Screen 1,cnypgd,1,response,B,9422.986000047676,9417.14499999999,9422.986000047676,9422.986000047676,9417.14499999999,9422.986000047676,1,0,9422.986000047676,0,0,,Click Response,Response,3,object-6,main,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,1,
12,1680012021639,28/03/2023 14:00:21,1680015621639,1,28/03/2023 16:00:21,127819,11,task-6yod,,28492496,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Interpretation,3,ABC,AB,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,
1,1680043212199,28/03/2023 22:40:12,1680018012199,-7,28/03/2023 08:40:12,127819,11,task-6yod,,28494607,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,Interpretation,3,BAC,BA,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1680043221962,28/03/2023 22:40:21,1680018021962,-7,28/03/2023 08:40:21,127819,11,task-6yod,,28494607,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,Interpretation,3,BAC,BA,conds_collocation,1,main,Screen 1,cnypgd,1,response,B,9769.000000000002,9756,9769.000000000002,9769.000000000002,9756,9769.000000000002,1,0,9769.000000000002,0,0,,Click Response,Response,3,object-6,main,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_b,1,
3,1680043224050,28/03/2023 22:40:24,1680018024050,-7,28/03/2023 08:40:24,127819,11,task-6yod,,28494607,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,Interpretation,3,BAC,BA,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,2101,2089,2101,2101,2089,2101,1,0,2101,0,0,,Click Response,Response,2,object-5,main,Marta é a pessoa única de quem falei.,"Não contei a você sobre mais ninguém, além de Marta.","Não há ninguém (tão especial) quanto Marta, que eu te disse.",opt_b,1,
4,1680043224843,28/03/2023 22:40:24,1680018024843,-7,28/03/2023 08:40:24,127819,11,task-6yod,,28494607,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,Interpretation,3,BAC,BA,conds_collocation,3,main,Screen 1,cnypgd,1,response,B,802,769,802,802,769,802,1,0,802,0,0,,Click Response,Response,3,object-6,main,Seus pais falam uma rara língua.,Eles falam um idioma que muito poucas pessoas falam.,Eles falam uma linguagem estranha.,opt_a,1,
5,1680043225294,28/03/2023 22:40:25,1680018025294,-7,28/03/2023 08:40:25,127819,11,task-6yod,,28494607,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,Interpretation,3,BAC,BA,conds_collocation,4,main,Screen 1,cnypgd,1,response,B,483,450,483,483,450,483,1,0,483,0,0,,Click Response,Response,3,object-6,main,Seus vizinhos são pobres homens.,Os vizinhos são infelizes.,Os vizinhos não têm dinheiro.,opt_a,1,
6,1680043225545,28/03/2023 22:40:25,1680018025545,-7,28/03/2023 08:40:25,127819,11,task-6yod,,28494607,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,Interpretation,3,BAC,BA,conds_collocation,5,main,Screen 1,cnypgd,1,response,A,288,269,288,288,269,288,1,0,288,0,0,,Click Response,Response,2,object-5,main,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,1,
7,1680043225905,28/03/2023 22:40:25,1680018025905,-7,28/03/2023 08:40:25,127819,11,task-6yod,,28494607,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,Interpretation,3,BAC,BA,conds_collocation,6,main,Screen 1,cnypgd,1,response,A,379,368,379,379,368,379,1,0,379,0,0,,Click Response,Response,2,object-5,main,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,1,
8,1680043226181,28/03/2023 22:40:26,1680018026181,-7,28/03/2023 08:40:26,127819,11,task-6yod,,28494607,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,Interpretation,3,BAC,BA,conds_collocation,7,main,Screen 1,cnypgd,1,response,B,287,267,287,287,267,287,1,0,287,0,0,,Click Response,Response,3,object-6,main,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_b,1,
9,1680043226332,28/03/2023 22:40:26,1680018026332,-7,28/03/2023 08:40:26,127819,11,task-6yod,,28494607,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,Interpretation,3,BAC,BA,conds_collocation,8,main,Screen 1,cnypgd,1,response,B,167,134,167,167,134,167,1,0,167,0,0,,Click Response,Response,3,object-6,main,O próprio presidente conversou com a classe.,Muitos anos atrás eles são amigos.,O presidente que já havia falado com a classe.,opt_a,1,
10,1680043226591,28/03/2023 22:40:26,1680018026591,-7,28/03/2023 08:40:26,127819,11,task-6yod,,28494607,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,Interpretation,3,BAC,BA,conds_collocation,9,main,Screen 1,cnypgd,1,response,A,296,267,296,296,267,296,1,0,296,0,0,,Click Response,Response,2,object-5,main,O artigo contém informações certas.,Contém algumas informações.,Ele contém informações que são para verar.,opt_b,1,
11,1680043226801,28/03/2023 22:40:26,1680018026801,-7,28/03/2023 08:40:26,127819,11,task-6yod,,28494607,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,Interpretation,3,BAC,BA,conds_collocation,10,main,Screen 1,cnypgd,1,response,B,234,201,234,234,201,234,1,0,234,0,0,,Click Response,Response,3,object-6,main,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,1,
12,1680043226805,28/03/2023 22:40:26,1680018026805,-7,28/03/2023 08:40:26,127819,11,task-6yod,,28494607,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,Interpretation,3,BAC,BA,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,
1,1680034719179,28/03/2023 20:18:39,1680020319179,-4,28/03/2023 12:18:39,127819,11,task-6yod,,28496744,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Interpretation,3,BCA,AB,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1680034737184,28/03/2023 20:18:57,1680020337184,-4,28/03/2023 12:18:57,127819,11,task-6yod,,28496744,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Interpretation,3,BCA,AB,conds_collocation,1,main,Screen 1,cnypgd,1,response,A,18034.637999999995,18017.970999999998,18034.637999999995,18034.637999999995,18017.970999999998,18034.637999999995,1,0,18034.637999999995,0,0,,Click Response,Response,2,object-5,main,O artigo contém informações certas.,Contém algumas informações.,Ele contém informações que são para verar.,opt_b,1,
3,1680034741168,28/03/2023 20:19:01,1680020341168,-4,28/03/2023 12:19:01,127819,11,task-6yod,,28496744,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Interpretation,3,BCA,AB,conds_collocation,2,main,Screen 1,cnypgd,1,response,B,4002.8900000238427,4000.2530000000006,4002.8900000238427,4002.8900000238427,4000.2530000000006,4002.8900000238427,1,0,4002.8900000238427,0,0,,Click Response,Response,3,object-6,main,Seus pais falam uma rara língua.,Eles falam um idioma que muito poucas pessoas falam.,Eles falam uma linguagem estranha.,opt_a,1,
4,1680034741736,28/03/2023 20:19:01,1680020341736,-4,28/03/2023 12:19:01,127819,11,task-6yod,,28496744,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Interpretation,3,BCA,AB,conds_collocation,3,main,Screen 1,cnypgd,1,response,B,569.937000035763,566.7210000000014,569.937000035763,569.937000035763,566.7210000000014,569.937000035763,1,0,569.937000035763,0,0,,Click Response,Response,3,object-6,main,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,1,
5,1680034742208,28/03/2023 20:19:02,1680020342208,-4,28/03/2023 12:19:02,127819,11,task-6yod,,28496744,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Interpretation,3,BCA,AB,conds_collocation,4,main,Screen 1,cnypgd,1,response,B,476.01599998807797,466.6980000000003,476.01599998807797,476.01599998807797,466.6980000000003,476.01599998807797,1,0,476.01599998807797,0,0,,Click Response,Response,3,object-6,main,Seus vizinhos são pobres homens.,Os vizinhos são infelizes.,Os vizinhos não têm dinheiro.,opt_a,1,
6,1680034743072,28/03/2023 20:19:03,1680020343072,-4,28/03/2023 12:19:03,127819,11,task-6yod,,28496744,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Interpretation,3,BCA,AB,conds_collocation,5,main,Screen 1,cnypgd,1,response,A,873.2180000238404,866.7279999999992,873.2180000238404,873.2180000238404,866.7279999999992,873.2180000238404,1,0,873.2180000238404,0,0,,Click Response,Response,2,object-5,main,Marta é a pessoa única de quem falei.,"Não contei a você sobre mais ninguém, além de Marta.","Não há ninguém (tão especial) quanto Marta, que eu te disse.",opt_b,1,
7,1680034743495,28/03/2023 20:19:03,1680020343495,-4,28/03/2023 12:19:03,127819,11,task-6yod,,28496744,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Interpretation,3,BCA,AB,conds_collocation,6,main,Screen 1,cnypgd,1,response,A,429.0899999880785,416.67299999999886,429.0899999880785,429.0899999880785,416.67299999999886,429.0899999880785,1,0,429.0899999880785,0,0,,Click Response,Response,2,object-5,main,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,1,
8,1680034744064,28/03/2023 20:19:04,1680020344064,-4,28/03/2023 12:19:04,127819,11,task-6yod,,28496744,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Interpretation,3,BCA,AB,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,581.0170000119215,566.7309999999998,581.0170000119215,581.0170000119215,566.7309999999998,581.0170000119215,1,0,581.0170000119215,0,0,,Click Response,Response,2,object-5,main,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_b,1,
9,1680034744863,28/03/2023 20:19:04,1680020344863,-4,28/03/2023 12:19:04,127819,11,task-6yod,,28496744,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Interpretation,3,BCA,AB,conds_collocation,8,main,Screen 1,cnypgd,1,response,B,813.6859999880799,800.0489999999991,813.6859999880799,813.6859999880799,800.0489999999991,813.6859999880799,1,0,813.6859999880799,0,0,,Click Response,Response,3,object-6,main,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_b,1,
10,1680034745247,28/03/2023 20:19:05,1680020345247,-4,28/03/2023 12:19:05,127819,11,task-6yod,,28496744,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Interpretation,3,BCA,AB,conds_collocation,9,main,Screen 1,cnypgd,1,response,B,397.3370000357645,383.3520000000026,397.3370000357645,397.3370000357645,383.3520000000026,397.3370000357645,1,0,397.3370000357645,0,0,,Click Response,Response,3,object-6,main,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,1,
11,1680034745775,28/03/2023 20:19:05,1680020345775,-4,28/03/2023 12:19:05,127819,11,task-6yod,,28496744,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Interpretation,3,BCA,AB,conds_collocation,10,main,Screen 1,cnypgd,1,response,B,542.685000023841,533.3600000000006,542.685000023841,542.685000023841,533.3600000000006,542.685000023841,1,0,542.685000023841,0,0,,Click Response,Response,3,object-6,main,O próprio presidente conversou com a classe.,Muitos anos atrás eles são amigos.,O presidente que já havia falado com a classe.,opt_a,1,
12,1680034745779,28/03/2023 20:19:05,1680020345779,-4,28/03/2023 12:19:05,127819,11,task-6yod,,28496744,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Interpretation,3,BCA,AB,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,
1,1680046335416,28/03/2023 23:32:15,1680021135416,-7,28/03/2023 09:32:15,127819,11,task-6yod,,28497600,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,Interpretation,3,ABC,BA,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1680046340914,28/03/2023 23:32:20,1680021140914,-7,28/03/2023 09:32:20,127819,11,task-6yod,,28497600,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,Interpretation,3,ABC,BA,conds_collocation,1,main,Screen 1,cnypgd,1,response,B,5514.414000000001,5500.460000000001,5514.414000000001,5514.414000000001,5500.460000000001,5514.414000000001,1,0,5514.414000000001,0,0,,Click Response,Response,3,object-6,main,Seus vizinhos são pobres homens.,Os vizinhos são infelizes.,Os vizinhos não têm dinheiro.,opt_a,1,
3,1680046341544,28/03/2023 23:32:21,1680021141544,-7,28/03/2023 09:32:21,127819,11,task-6yod,,28497600,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,Interpretation,3,ABC,BA,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,643.8540000059602,635.2080000000005,643.8540000059602,643.8540000059602,635.2080000000005,643.8540000059602,1,0,643.8540000059602,0,0,,Click Response,Response,2,object-5,main,O próprio presidente conversou com a classe.,Muitos anos atrás eles são amigos.,O presidente que já havia falado com a classe.,opt_a,1,
4,1680046341746,28/03/2023 23:32:21,1680021141746,-7,28/03/2023 09:32:21,127819,11,task-6yod,,28497600,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,Interpretation,3,ABC,BA,conds_collocation,3,main,Screen 1,cnypgd,1,response,A,211.14600000595965,200.59199999999873,211.14600000595965,211.14600000595965,200.59199999999873,211.14600000595965,1,0,211.14600000595965,0,0,,Click Response,Response,2,object-5,main,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_b,1,
5,1680046341904,28/03/2023 23:32:21,1680021141904,-7,28/03/2023 09:32:21,127819,11,task-6yod,,28497600,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,Interpretation,3,ABC,BA,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,167.16000000000167,150.44400000000132,167.16000000000167,167.16000000000167,150.44400000000132,167.16000000000167,1,0,167.16000000000167,0,0,,Click Response,Response,2,object-5,main,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,1,
6,1680046342074,28/03/2023 23:32:22,1680021142074,-7,28/03/2023 09:32:22,127819,11,task-6yod,,28497600,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,Interpretation,3,ABC,BA,conds_collocation,5,main,Screen 1,cnypgd,1,response,A,187.91000001788052,183.87599999999838,187.91000001788052,187.91000001788052,183.87599999999838,187.91000001788052,1,0,187.91000001788052,0,0,,Click Response,Response,2,object-5,main,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,1,
7,1680046342207,28/03/2023 23:32:22,1680021142207,-7,28/03/2023 09:32:22,127819,11,task-6yod,,28497600,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,Interpretation,3,ABC,BA,conds_collocation,6,main,Screen 1,cnypgd,1,response,A,137.53400001788214,133.72800000000097,137.53400001788214,137.53400001788214,133.72800000000097,137.53400001788214,1,0,137.53400001788214,0,0,,Click Response,Response,2,object-5,main,Seus pais falam uma rara língua.,Eles falam um idioma que muito poucas pessoas falam.,Eles falam uma linguagem estranha.,opt_a,1,
8,1680046342354,28/03/2023 23:32:22,1680021142354,-7,28/03/2023 09:32:22,127819,11,task-6yod,,28497600,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,Interpretation,3,ABC,BA,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,150.00600000596023,133.72799999999916,150.00600000596023,150.00600000596023,133.72799999999916,150.00600000596023,1,0,150.00600000596023,0,0,,Click Response,Response,2,object-5,main,Marta é a pessoa única de quem falei.,"Não contei a você sobre mais ninguém, além de Marta.","Não há ninguém (tão especial) quanto Marta, que eu te disse.",opt_b,1,
9,1680046342984,28/03/2023 23:32:22,1680021142984,-7,28/03/2023 09:32:22,127819,11,task-6yod,,28497600,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,Interpretation,3,ABC,BA,conds_collocation,8,main,Screen 1,cnypgd,1,response,A,646.2780000059611,635.2080000000005,646.2780000059611,646.2780000059611,635.2080000000005,646.2780000059611,1,0,646.2780000059611,0,0,,Click Response,Response,2,object-5,main,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_b,1,
10,1680046343119,28/03/2023 23:32:23,1680021143119,-7,28/03/2023 09:32:23,127819,11,task-6yod,,28497600,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,Interpretation,3,ABC,BA,conds_collocation,9,main,Screen 1,cnypgd,1,response,A,146.17000000000007,133.72800000000097,146.17000000000007,146.17000000000007,133.72800000000097,146.17000000000007,1,0,146.17000000000007,0,0,,Click Response,Response,2,object-5,main,O artigo contém informações certas.,Contém algumas informações.,Ele contém informações que são para verar.,opt_b,1,
11,1680046343300,28/03/2023 23:32:23,1680021143300,-7,28/03/2023 09:32:23,127819,11,task-6yod,,28497600,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,Interpretation,3,ABC,BA,conds_collocation,10,main,Screen 1,cnypgd,1,response,A,193.6420000178805,183.87599999999838,193.6420000178805,193.6420000178805,183.87599999999838,193.6420000178805,1,0,193.6420000178805,0,0,,Click Response,Response,2,object-5,main,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,1,
12,1680046343301,28/03/2023 23:32:23,1680021143301,-7,28/03/2023 09:32:23,127819,11,task-6yod,,28497600,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,Interpretation,3,ABC,BA,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,
1,1680040607988,28/03/2023 21:56:47,1680022607988,-5,28/03/2023 11:56:47,127819,11,task-6yod,,28498606,BLIND,8470070,,complete,,,mobile,Apple iPhone,iOS 16.3,Chrome 98.0.4758.97,390x844,390x669,,Interpretation,3,ACB,BA,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
