Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-r1ad,order-e485,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Score,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: prompt,Spreadsheet: opt_a,Spreadsheet: opt_b,Spreadsheet: correct,Spreadsheet: randomise_trials,Manipulation: Spreadsheet
3,1680040808813,28/03/2023 22:00:08,1680026408813,-4,28/03/2023 14:00:08,127819,11,task-6yod,,28500896,BLIND,8470987,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x657,,Interpretation,3,ABC,AB,conds_collocation,2,main,Screen 1,cnypgd,1,response,B,3382.3559999999998,3371.3629999999976,3382.3559999999998,3382.3559999999998,3371.3629999999976,3382.3559999999998,1,0,3382.3559999999998,0,0,,Click Response,Response,3,object-6,main,Marta é a pessoa única de quem falei.,"Não contei a você sobre mais ninguém, além de Marta.","Não há ninguém (tão especial) quanto Marta, que eu te disse.",opt_b,1,
4,1680040809374,28/03/2023 22:00:09,1680026409374,-4,28/03/2023 14:00:09,127819,11,task-6yod,,28500896,BLIND,8470987,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x657,,Interpretation,3,ABC,AB,conds_collocation,3,main,Screen 1,cnypgd,1,response,A,571.6929999992572,565.0659999999989,571.6929999992572,571.6929999992572,565.0659999999989,571.6929999992572,1,0,571.6929999992572,0,0,,Click Response,Response,2,object-5,main,O artigo contém informações certas.,Contém algumas informações.,Ele contém informações que são para verar.,opt_b,1,
5,1680040809468,28/03/2023 22:00:09,1680026409468,-4,28/03/2023 14:00:09,127819,11,task-6yod,,28500896,BLIND,8470987,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x657,,Interpretation,3,ABC,AB,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,99.50900000000547,82.833000000006,99.50900000000547,99.50900000000547,82.833000000006,99.50900000000547,1,0,99.50900000000547,0,0,,Click Response,Response,2,object-5,main,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_b,1,
6,1680040809999,28/03/2023 22:00:09,1680026409999,-4,28/03/2023 14:00:09,127819,11,task-6yod,,28500896,BLIND,8470987,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x657,,Interpretation,3,ABC,AB,conds_collocation,5,main,Screen 1,cnypgd,1,response,B,548.3939999998111,532.2819999999992,548.3939999998111,548.3939999998111,532.2819999999992,548.3939999998111,1,0,548.3939999998111,0,0,,Click Response,Response,3,object-6,main,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_b,1,
7,1680040810285,28/03/2023 22:00:10,1680026410285,-4,28/03/2023 14:00:10,127819,11,task-6yod,,28500896,BLIND,8470987,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x657,,Interpretation,3,ABC,AB,conds_collocation,6,main,Screen 1,cnypgd,1,response,A,303.011999999253,299.3309999999983,303.011999999253,303.011999999253,299.3309999999983,303.011999999253,1,0,303.011999999253,0,0,,Click Response,Response,2,object-5,main,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,1,
8,1680040810582,28/03/2023 22:00:10,1680026410582,-4,28/03/2023 14:00:10,127819,11,task-6yod,,28500896,BLIND,8470987,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x657,,Interpretation,3,ABC,AB,conds_collocation,7,main,Screen 1,cnypgd,1,response,B,299.36699999999837,282.6909999999989,299.36699999999837,299.36699999999837,282.6909999999989,299.36699999999837,1,0,299.36699999999837,0,0,,Click Response,Response,3,object-6,main,O próprio presidente conversou com a classe.,Muitos anos atrás eles são amigos.,O presidente que já havia falado com a classe.,opt_a,1,
9,1680040810700,28/03/2023 22:00:10,1680026410700,-4,28/03/2023 14:00:10,127819,11,task-6yod,,28500896,BLIND,8470987,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x657,,Interpretation,3,ABC,AB,conds_collocation,8,main,Screen 1,cnypgd,1,response,B,135.79000000000087,132.96800000000076,135.79000000000087,135.79000000000087,132.96800000000076,135.79000000000087,1,0,135.79000000000087,0,0,,Click Response,Response,3,object-6,main,Seus vizinhos são pobres homens.,Os vizinhos são infelizes.,Os vizinhos não têm dinheiro.,opt_a,1,
10,1680040810958,28/03/2023 22:00:10,1680026410958,-4,28/03/2023 14:00:10,127819,11,task-6yod,,28500896,BLIND,8470987,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x657,,Interpretation,3,ABC,AB,conds_collocation,9,main,Screen 1,cnypgd,1,response,A,260.3220000000001,249.3680000000022,260.3220000000001,260.3220000000001,249.3680000000022,260.3220000000001,1,0,260.3220000000001,0,0,,Click Response,Response,2,object-5,main,Seus pais falam uma rara língua.,Eles falam um idioma que muito poucas pessoas falam.,Eles falam uma linguagem estranha.,opt_a,1,
11,1680040811238,28/03/2023 22:00:11,1680026411238,-4,28/03/2023 14:00:11,127819,11,task-6yod,,28500896,BLIND,8470987,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x657,,Interpretation,3,ABC,AB,conds_collocation,10,main,Screen 1,cnypgd,1,response,B,291.15399999925285,282.73199999999633,291.15399999925285,291.15399999925285,282.73199999999633,291.15399999925285,1,0,291.15399999925285,0,0,,Click Response,Response,3,object-6,main,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,1,
12,1680040811240,28/03/2023 22:00:11,1680026411240,-4,28/03/2023 14:00:11,127819,11,task-6yod,,28500896,BLIND,8470987,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x657,,Interpretation,3,ABC,AB,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,
1,1680041228715,28/03/2023 22:07:08,1680026828715,-4,28/03/2023 14:07:08,127819,11,task-6yod,,28501184,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Interpretation,3,CAB,AB,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1680041248136,28/03/2023 22:07:28,1680026848136,-4,28/03/2023 14:07:28,127819,11,task-6yod,,28501184,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Interpretation,3,CAB,AB,conds_collocation,1,main,Screen 1,cnypgd,1,response,A,19433.702,19430.074,19433.702,19433.702,19430.074,19433.702,1,0,19433.702,0,0,,Click Response,Response,2,object-5,main,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_b,1,
3,1680041255751,28/03/2023 22:07:35,1680026855751,-4,28/03/2023 14:07:35,127819,11,task-6yod,,28501184,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Interpretation,3,CAB,AB,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,7618.628000000001,7612.478999999999,7618.628000000001,7618.628000000001,7612.478999999999,7618.628000000001,1,0,7618.628000000001,0,0,,Click Response,Response,2,object-5,main,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_b,1,
4,1680041262318,28/03/2023 22:07:42,1680026862318,-4,28/03/2023 14:07:42,127819,11,task-6yod,,28501184,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Interpretation,3,CAB,AB,conds_collocation,3,main,Screen 1,cnypgd,1,response,B,6573.549000002236,6565.844000000001,6573.549000002236,6573.549000002236,6565.844000000001,6573.549000002236,1,0,6573.549000002236,0,0,,Click Response,Response,3,object-6,main,O artigo contém informações certas.,Contém algumas informações.,Ele contém informações que são para verar.,opt_b,1,
5,1680041271414,28/03/2023 22:07:51,1680026871414,-4,28/03/2023 14:07:51,127819,11,task-6yod,,28501184,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Interpretation,3,CAB,AB,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,9103.40500000149,9091.862000000001,9103.40500000149,9103.40500000149,9091.862000000001,9103.40500000149,1,0,9103.40500000149,0,0,,Click Response,Response,2,object-5,main,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,1,
6,1680041280091,28/03/2023 22:08:00,1680026880091,-4,28/03/2023 14:08:00,127819,11,task-6yod,,28501184,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Interpretation,3,CAB,AB,conds_collocation,5,main,Screen 1,cnypgd,1,response,A,8691.743000000744,8676.173999999999,8691.743000000744,8691.743000000744,8676.173999999999,8691.743000000744,1,0,8691.743000000744,0,0,,Click Response,Response,2,object-5,main,Marta é a pessoa única de quem falei.,"Não contei a você sobre mais ninguém, além de Marta.","Não há ninguém (tão especial) quanto Marta, que eu te disse.",opt_b,1,
7,1680041286955,28/03/2023 22:08:06,1680026886955,-4,28/03/2023 14:08:06,127819,11,task-6yod,,28501184,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Interpretation,3,CAB,AB,conds_collocation,6,main,Screen 1,cnypgd,1,response,A,6879.069000000745,6864.322999999997,6879.069000000745,6879.069000000745,6864.322999999997,6879.069000000745,1,0,6879.069000000745,0,0,,Click Response,Response,2,object-5,main,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,1,
8,1680041296948,28/03/2023 22:08:16,1680026896948,-4,28/03/2023 14:08:16,127819,11,task-6yod,,28501184,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Interpretation,3,CAB,AB,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,10007.746000000749,10006.102000000006,10007.746000000749,10007.746000000749,10006.102000000006,10007.746000000749,1,0,10007.746000000749,0,0,,Click Response,Response,2,object-5,main,Seus pais falam uma rara língua.,Eles falam um idioma que muito poucas pessoas falam.,Eles falam uma linguagem estranha.,opt_a,1,
9,1680041302091,28/03/2023 22:08:22,1680026902091,-4,28/03/2023 14:08:22,127819,11,task-6yod,,28501184,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Interpretation,3,CAB,AB,conds_collocation,8,main,Screen 1,cnypgd,1,response,B,5144.944000001487,5136.315000000002,5144.944000001487,5144.944000001487,5136.315000000002,5144.944000001487,1,0,5144.944000001487,0,0,,Click Response,Response,3,object-6,main,O próprio presidente conversou com a classe.,Muitos anos atrás eles são amigos.,O presidente que já havia falado com a classe.,opt_a,1,
10,1680041306941,28/03/2023 22:08:26,1680026906941,-4,28/03/2023 14:08:26,127819,11,task-6yod,,28501184,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Interpretation,3,CAB,AB,conds_collocation,9,main,Screen 1,cnypgd,1,response,B,4858.129000001485,4853.197999999989,4858.129000001485,4858.129000001485,4853.197999999989,4858.129000001485,1,0,4858.129000001485,0,0,,Click Response,Response,3,object-6,main,Seus vizinhos são pobres homens.,Os vizinhos são infelizes.,Os vizinhos não têm dinheiro.,opt_a,1,
11,1680041311844,28/03/2023 22:08:31,1680026911844,-4,28/03/2023 14:08:31,127819,11,task-6yod,,28501184,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Interpretation,3,CAB,AB,conds_collocation,10,main,Screen 1,cnypgd,1,response,B,4908.5309999992605,4903.196000000011,4908.5309999992605,4908.5309999992605,4903.196000000011,4908.5309999992605,1,0,4908.5309999992605,0,0,,Click Response,Response,3,object-6,main,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,1,
12,1680041311849,28/03/2023 22:08:31,1680026911849,-4,28/03/2023 14:08:31,127819,11,task-6yod,,28501184,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Interpretation,3,CAB,AB,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,
1,1680041332507,28/03/2023 22:08:52,1680026932507,-4,28/03/2023 14:08:52,127819,11,task-6yod,,28501206,BLIND,8470891,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Interpretation,3,CBA,BA,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1680041345648,28/03/2023 22:09:05,1680026945648,-4,28/03/2023 14:09:05,127819,11,task-6yod,,28501206,BLIND,8470891,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Interpretation,3,CBA,BA,conds_collocation,1,main,Screen 1,cnypgd,1,response,A,13161.751000005961,13160.597,13161.751000005961,13161.751000005961,13160.597,13161.751000005961,1,0,13161.751000005961,0,0,,Click Response,Response,2,object-5,main,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_b,1,
3,1680041354694,28/03/2023 22:09:14,1680026954694,-4,28/03/2023 14:09:14,127819,11,task-6yod,,28501206,BLIND,8470891,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Interpretation,3,CBA,BA,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,9047.354000023843,9045.928,9047.354000023843,9047.354000023843,9045.928,9047.354000023843,1,0,9047.354000023843,0,0,,Click Response,Response,2,object-5,main,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,1,
4,1680041362051,28/03/2023 22:09:22,1680026962051,-4,28/03/2023 14:09:22,127819,11,task-6yod,,28501206,BLIND,8470891,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Interpretation,3,CBA,BA,conds_collocation,3,main,Screen 1,cnypgd,1,response,A,7346.583000000002,7330.010000000002,7346.583000000002,7346.583000000002,7330.010000000002,7346.583000000002,1,0,7346.583000000002,0,0,,Click Response,Response,2,object-5,main,Marta é a pessoa única de quem falei.,"Não contei a você sobre mais ninguém, além de Marta.","Não há ninguém (tão especial) quanto Marta, que eu te disse.",opt_b,1,
5,1680041370305,28/03/2023 22:09:30,1680026970305,-4,28/03/2023 14:09:30,127819,11,task-6yod,,28501206,BLIND,8470891,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Interpretation,3,CBA,BA,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,8281.71600000596,8279.540999999997,8281.71600000596,8281.71600000596,8279.540999999997,8281.71600000596,1,0,8281.71600000596,0,0,,Click Response,Response,2,object-5,main,O artigo contém informações certas.,Contém algumas informações.,Ele contém informações que são para verar.,opt_b,1,
6,1680041374962,28/03/2023 22:09:34,1680026974962,-4,28/03/2023 14:09:34,127819,11,task-6yod,,28501206,BLIND,8470891,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Interpretation,3,CBA,BA,conds_collocation,5,main,Screen 1,cnypgd,1,response,B,4659.575000011922,4647.9259999999995,4659.575000011922,4659.575000011922,4647.9259999999995,4659.575000011922,1,0,4659.575000011922,0,0,,Click Response,Response,3,object-6,main,O próprio presidente conversou com a classe.,Muitos anos atrás eles são amigos.,O presidente que já havia falado com a classe.,opt_a,1,
7,1680041380001,28/03/2023 22:09:40,1680026980001,-4,28/03/2023 14:09:40,127819,11,task-6yod,,28501206,BLIND,8470891,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Interpretation,3,CBA,BA,conds_collocation,6,main,Screen 1,cnypgd,1,response,B,5050.949000023844,5047.717000000004,5050.949000023844,5050.949000023844,5047.717000000004,5050.949000023844,1,0,5050.949000023844,0,0,,Click Response,Response,3,object-6,main,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,1,
8,1680041384166,28/03/2023 22:09:44,1680026984166,-4,28/03/2023 14:09:44,127819,11,task-6yod,,28501206,BLIND,8470891,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Interpretation,3,CBA,BA,conds_collocation,7,main,Screen 1,cnypgd,1,response,B,4168.131999999998,4164.737999999998,4168.131999999998,4168.131999999998,4164.737999999998,4168.131999999998,1,0,4168.131999999998,0,0,,Click Response,Response,3,object-6,main,Seus vizinhos são pobres homens.,Os vizinhos são infelizes.,Os vizinhos não têm dinheiro.,opt_a,1,
9,1680041392134,28/03/2023 22:09:52,1680026992134,-4,28/03/2023 14:09:52,127819,11,task-6yod,,28501206,BLIND,8470891,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Interpretation,3,CBA,BA,conds_collocation,8,main,Screen 1,cnypgd,1,response,A,7971.394,7963.082000000002,7971.394,7971.394,7963.082000000002,7971.394,1,0,7971.394,0,0,,Click Response,Response,2,object-5,main,Seus pais falam uma rara língua.,Eles falam um idioma que muito poucas pessoas falam.,Eles falam uma linguagem estranha.,opt_a,1,
10,1680041398808,28/03/2023 22:09:58,1680026998808,-4,28/03/2023 14:09:58,127819,11,task-6yod,,28501206,BLIND,8470891,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Interpretation,3,CBA,BA,conds_collocation,9,main,Screen 1,cnypgd,1,response,A,6682.112000011919,6680.3240000000005,6682.112000011919,6682.112000011919,6680.3240000000005,6682.112000011919,1,0,6682.112000011919,0,0,,Click Response,Response,2,object-5,main,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_b,1,
11,1680041406034,28/03/2023 22:10:06,1680027006034,-4,28/03/2023 14:10:06,127819,11,task-6yod,,28501206,BLIND,8470891,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Interpretation,3,CBA,BA,conds_collocation,10,main,Screen 1,cnypgd,1,response,B,7227.688000017879,7213.394,7227.688000017879,7227.688000017879,7213.394,7227.688000017879,1,0,7227.688000017879,0,0,,Click Response,Response,3,object-6,main,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,1,
12,1680041406043,28/03/2023 22:10:06,1680027006043,-4,28/03/2023 14:10:06,127819,11,task-6yod,,28501206,BLIND,8470891,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Interpretation,3,CBA,BA,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,
1,1680053965580,29/03/2023 01:39:25,1680028765580,-7,28/03/2023 11:39:25,127819,11,task-6yod,,28502467,BLIND,8471269,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,Interpretation,3,BAC,BA,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1680053969634,29/03/2023 01:39:29,1680028769634,-7,28/03/2023 11:39:29,127819,11,task-6yod,,28502467,BLIND,8471269,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,Interpretation,3,BAC,BA,conds_collocation,1,main,Screen 1,cnypgd,1,response,A,4101.898999904633,4085.434,4101.898999904633,4101.898999904633,4085.434,4101.898999904633,1,0,4101.898999904633,0,0,,Click Response,Response,2,object-5,main,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_b,1,
3,1680053969997,29/03/2023 01:39:29,1680028769997,-7,28/03/2023 11:39:29,127819,11,task-6yod,,28502467,BLIND,8471269,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,Interpretation,3,BAC,BA,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,380.5650000476835,366.3050000000003,380.5650000476835,380.5650000476835,366.3050000000003,380.5650000476835,1,0,380.5650000476835,0,0,,Click Response,Response,2,object-5,main,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_b,1,
4,1680053970886,29/03/2023 01:39:30,1680028770886,-7,28/03/2023 11:39:30,127819,11,task-6yod,,28502467,BLIND,8471269,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,Interpretation,3,BAC,BA,conds_collocation,3,main,Screen 1,cnypgd,1,response,B,903.3599999523158,899.2420000000002,903.3599999523158,903.3599999523158,899.2420000000002,903.3599999523158,1,0,903.3599999523158,0,0,,Click Response,Response,3,object-6,main,O próprio presidente conversou com a classe.,Muitos anos atrás eles são amigos.,O presidente que já havia falado com a classe.,opt_a,1,
5,1680053971875,29/03/2023 01:39:31,1680028771875,-7,28/03/2023 11:39:31,127819,11,task-6yod,,28502467,BLIND,8471269,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,Interpretation,3,BAC,BA,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,993.4179999046319,982.512999999999,993.4179999046319,993.4179999046319,982.512999999999,993.4179999046319,1,0,993.4179999046319,0,0,,Click Response,Response,2,object-5,main,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,1,
6,1680053972387,29/03/2023 01:39:32,1680028772387,-7,28/03/2023 11:39:32,127819,11,task-6yod,,28502467,BLIND,8471269,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,Interpretation,3,BAC,BA,conds_collocation,5,main,Screen 1,cnypgd,1,response,A,516.3040000000001,499.65099999999984,516.3040000000001,516.3040000000001,499.65099999999984,516.3040000000001,1,0,516.3040000000001,0,0,,Click Response,Response,2,object-5,main,O artigo contém informações certas.,Contém algumas informações.,Ele contém informações que são para verar.,opt_b,1,
7,1680053973146,29/03/2023 01:39:33,1680028773146,-7,28/03/2023 11:39:33,127819,11,task-6yod,,28502467,BLIND,8471269,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,Interpretation,3,BAC,BA,conds_collocation,6,main,Screen 1,cnypgd,1,response,B,782.1150000000016,765.4680000000008,782.1150000000016,782.1150000000016,765.4680000000008,782.1150000000016,1,0,782.1150000000016,0,0,,Click Response,Response,3,object-6,main,Marta é a pessoa única de quem falei.,"Não contei a você sobre mais ninguém, além de Marta.","Não há ninguém (tão especial) quanto Marta, que eu te disse.",opt_b,1,
8,1680053973899,29/03/2023 01:39:33,1680028773899,-7,28/03/2023 11:39:33,127819,11,task-6yod,,28502467,BLIND,8471269,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,Interpretation,3,BAC,BA,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,765.9259999999995,749.2759999999998,765.9259999999995,765.9259999999995,749.2759999999998,765.9259999999995,1,0,765.9259999999995,0,0,,Click Response,Response,2,object-5,main,Seus vizinhos são pobres homens.,Os vizinhos são infelizes.,Os vizinhos não têm dinheiro.,opt_a,1,
9,1680053974353,29/03/2023 01:39:34,1680028774353,-7,28/03/2023 11:39:34,127819,11,task-6yod,,28502467,BLIND,8471269,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,Interpretation,3,BAC,BA,conds_collocation,8,main,Screen 1,cnypgd,1,response,A,474.3100000953673,466.2009999999991,474.3100000953673,474.3100000953673,466.2009999999991,474.3100000953673,1,0,474.3100000953673,0,0,,Click Response,Response,2,object-5,main,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,1,
10,1680053975079,29/03/2023 01:39:35,1680028775079,-7,28/03/2023 11:39:35,127819,11,task-6yod,,28502467,BLIND,8471269,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,Interpretation,3,BAC,BA,conds_collocation,9,main,Screen 1,cnypgd,1,response,B,732.6830000000009,716.0320000000011,732.6830000000009,732.6830000000009,716.0320000000011,732.6830000000009,1,0,732.6830000000009,0,0,,Click Response,Response,3,object-6,main,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,1,
11,1680053975511,29/03/2023 01:39:35,1680028775511,-7,28/03/2023 11:39:35,127819,11,task-6yod,,28502467,BLIND,8471269,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,Interpretation,3,BAC,BA,conds_collocation,10,main,Screen 1,cnypgd,1,response,B,449.47699995231596,432.84599999999955,449.47699995231596,449.47699995231596,432.84599999999955,449.47699995231596,1,0,449.47699995231596,0,0,,Click Response,Response,3,object-6,main,Seus pais falam uma rara língua.,Eles falam um idioma que muito poucas pessoas falam.,Eles falam uma linguagem estranha.,opt_a,1,
12,1680053975514,29/03/2023 01:39:35,1680028775514,-7,28/03/2023 11:39:35,127819,11,task-6yod,,28502467,BLIND,8471269,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,Interpretation,3,BAC,BA,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,
END OF FILE
