Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-r1ad,order-e485,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
18,1686263105674,08/06/2023 22:25:05,1686248705674,-4,08/06/2023 14:25:05,127819,12,questionnaire-zbjj,,29958820,BLIND,8920095,,complete,,,mobile,Apple iPhone,iOS 16.5,Mobile Safari 16.5,430x932,430x489,,Questionnaire,3,CAB,AB,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",response,value,0,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,3,object-4
19,1686263105674,08/06/2023 22:25:05,1686248705674,-4,08/06/2023 14:25:05,127819,12,questionnaire-zbjj,,29958820,BLIND,8920095,,complete,,,mobile,Apple iPhone,iOS 16.5,Mobile Safari 16.5,430x932,430x489,,Questionnaire,3,CAB,AB,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",response,quantised,1,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,3,object-4
20,1686263105674,08/06/2023 22:25:05,1686248705674,-4,08/06/2023 14:25:05,127819,12,questionnaire-zbjj,,29958820,BLIND,8920095,,complete,,,mobile,Apple iPhone,iOS 16.5,Mobile Safari 16.5,430x932,430x489,,Questionnaire,3,CAB,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",response,value,5,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,4,object-5
21,1686263105674,08/06/2023 22:25:05,1686248705674,-4,08/06/2023 14:25:05,127819,12,questionnaire-zbjj,,29958820,BLIND,8920095,,complete,,,mobile,Apple iPhone,iOS 16.5,Mobile Safari 16.5,430x932,430x489,,Questionnaire,3,CAB,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",response,quantised,6,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,4,object-5
22,1686263105674,08/06/2023 22:25:05,1686248705674,-4,08/06/2023 14:25:05,127819,12,questionnaire-zbjj,,29958820,BLIND,8920095,,complete,,,mobile,Apple iPhone,iOS 16.5,Mobile Safari 16.5,430x932,430x489,,Questionnaire,3,CAB,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",response,value,12,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,5,object-6
23,1686263105674,08/06/2023 22:25:05,1686248705674,-4,08/06/2023 14:25:05,127819,12,questionnaire-zbjj,,29958820,BLIND,8920095,,complete,,,mobile,Apple iPhone,iOS 16.5,Mobile Safari 16.5,430x932,430x489,,Questionnaire,3,CAB,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",response,quantised,13,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,5,object-6
24,1686263105674,08/06/2023 22:25:05,1686248705674,-4,08/06/2023 14:25:05,127819,12,questionnaire-zbjj,,29958820,BLIND,8920095,,complete,,,mobile,Apple iPhone,iOS 16.5,Mobile Safari 16.5,430x932,430x489,,Questionnaire,3,CAB,AB,Page 1,mowvol,1,What is your prolific id?,response,value,5e2ef88b30c15c000bbfae06,,,Text Input,6,object-7
25,1686263105675,08/06/2023 22:25:05,1686248705675,-4,08/06/2023 14:25:05,127819,12,questionnaire-zbjj,,29958820,BLIND,8920095,,complete,,,mobile,Apple iPhone,iOS 16.5,Mobile Safari 16.5,430x932,430x489,,Questionnaire,3,CAB,AB,,,,,,,END,,,,,
1,1686262000449,08/06/2023 22:06:40,1686247600449,-4,08/06/2023 14:06:40,127819,12,questionnaire-zbjj,,29958569,BLIND,8920031,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x577,,Questionnaire,3,BCA,BA,,,,,,,BEGIN,,,,,
2,1686262028507,08/06/2023 22:07:08,1686247628507,-4,08/06/2023 14:07:08,127819,12,questionnaire-zbjj,,29958569,BLIND,8920031,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x577,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,,continue,,,,,screen,0,screen
3,1686262028509,08/06/2023 22:07:08,1686247628509,-4,08/06/2023 14:07:08,127819,12,questionnaire-zbjj,,29958569,BLIND,8920031,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x577,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",action,value,English,,English|Spanish|Portuguese,Multiple Choice,1,object-2
4,1686262028509,08/06/2023 22:07:08,1686247628509,-4,08/06/2023 14:07:08,127819,12,questionnaire-zbjj,,29958569,BLIND,8920031,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x577,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",action,quantised,1,,English|Spanish|Portuguese,Multiple Choice,1,object-2
5,1686262028510,08/06/2023 22:07:08,1686247628510,-4,08/06/2023 14:07:08,127819,12,questionnaire-zbjj,,29958569,BLIND,8920031,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x577,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",action,value,Yes,,Yes|No,Multiple Choice,2,object-3
6,1686262028510,08/06/2023 22:07:08,1686247628510,-4,08/06/2023 14:07:08,127819,12,questionnaire-zbjj,,29958569,BLIND,8920031,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x577,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",action,quantised,1,,Yes|No,Multiple Choice,2,object-3
7,1686262028510,08/06/2023 22:07:08,1686247628510,-4,08/06/2023 14:07:08,127819,12,questionnaire-zbjj,,29958569,BLIND,8920031,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x577,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",action,value,3,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,3,object-4
8,1686262028510,08/06/2023 22:07:08,1686247628510,-4,08/06/2023 14:07:08,127819,12,questionnaire-zbjj,,29958569,BLIND,8920031,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x577,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",action,quantised,4,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,3,object-4
9,1686262028510,08/06/2023 22:07:08,1686247628510,-4,08/06/2023 14:07:08,127819,12,questionnaire-zbjj,,29958569,BLIND,8920031,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x577,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",action,value,3,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,4,object-5
10,1686262028510,08/06/2023 22:07:08,1686247628510,-4,08/06/2023 14:07:08,127819,12,questionnaire-zbjj,,29958569,BLIND,8920031,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x577,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",action,quantised,4,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,4,object-5
11,1686262028511,08/06/2023 22:07:08,1686247628511,-4,08/06/2023 14:07:08,127819,12,questionnaire-zbjj,,29958569,BLIND,8920031,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x577,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",action,value,10,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,5,object-6
12,1686262028512,08/06/2023 22:07:08,1686247628512,-4,08/06/2023 14:07:08,127819,12,questionnaire-zbjj,,29958569,BLIND,8920031,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x577,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",action,quantised,11,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,5,object-6
13,1686262028513,08/06/2023 22:07:08,1686247628513,-4,08/06/2023 14:07:08,127819,12,questionnaire-zbjj,,29958569,BLIND,8920031,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x577,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,What is your prolific id?,action,value,63197f9b80d9c0d22597a837,,,Text Input,6,object-7
14,1686262028514,08/06/2023 22:07:08,1686247628514,-4,08/06/2023 14:07:08,127819,12,questionnaire-zbjj,,29958569,BLIND,8920031,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x577,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",response,value,English,,English|Spanish|Portuguese,Multiple Choice,1,object-2
15,1686262028514,08/06/2023 22:07:08,1686247628514,-4,08/06/2023 14:07:08,127819,12,questionnaire-zbjj,,29958569,BLIND,8920031,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x577,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",response,quantised,1,,English|Spanish|Portuguese,Multiple Choice,1,object-2
16,1686262028514,08/06/2023 22:07:08,1686247628514,-4,08/06/2023 14:07:08,127819,12,questionnaire-zbjj,,29958569,BLIND,8920031,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x577,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",response,value,Yes,,Yes|No,Multiple Choice,2,object-3
17,1686262028515,08/06/2023 22:07:08,1686247628515,-4,08/06/2023 14:07:08,127819,12,questionnaire-zbjj,,29958569,BLIND,8920031,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x577,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",response,quantised,1,,Yes|No,Multiple Choice,2,object-3
18,1686262028515,08/06/2023 22:07:08,1686247628515,-4,08/06/2023 14:07:08,127819,12,questionnaire-zbjj,,29958569,BLIND,8920031,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x577,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",response,value,3,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,3,object-4
19,1686262028516,08/06/2023 22:07:08,1686247628516,-4,08/06/2023 14:07:08,127819,12,questionnaire-zbjj,,29958569,BLIND,8920031,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x577,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",response,quantised,4,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,3,object-4
20,1686262028516,08/06/2023 22:07:08,1686247628516,-4,08/06/2023 14:07:08,127819,12,questionnaire-zbjj,,29958569,BLIND,8920031,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x577,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",response,value,3,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,4,object-5
21,1686262028516,08/06/2023 22:07:08,1686247628516,-4,08/06/2023 14:07:08,127819,12,questionnaire-zbjj,,29958569,BLIND,8920031,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x577,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",response,quantised,4,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,4,object-5
22,1686262028517,08/06/2023 22:07:08,1686247628517,-4,08/06/2023 14:07:08,127819,12,questionnaire-zbjj,,29958569,BLIND,8920031,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x577,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",response,value,10,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,5,object-6
23,1686262028517,08/06/2023 22:07:08,1686247628517,-4,08/06/2023 14:07:08,127819,12,questionnaire-zbjj,,29958569,BLIND,8920031,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x577,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",response,quantised,11,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,5,object-6
24,1686262028517,08/06/2023 22:07:08,1686247628517,-4,08/06/2023 14:07:08,127819,12,questionnaire-zbjj,,29958569,BLIND,8920031,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x577,,Questionnaire,3,BCA,BA,Page 1,mowvol,1,What is your prolific id?,response,value,63197f9b80d9c0d22597a837,,,Text Input,6,object-7
25,1686262028517,08/06/2023 22:07:08,1686247628517,-4,08/06/2023 14:07:08,127819,12,questionnaire-zbjj,,29958569,BLIND,8920031,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x577,,Questionnaire,3,BCA,BA,,,,,,,END,,,,,
1,1686272401090,09/06/2023 01:00:01,1686247201090,-7,08/06/2023 11:00:01,127819,12,questionnaire-zbjj,,29958438,BLIND,8919935,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1680x1050,1680x971,,Questionnaire,3,BAC,AB,,,,,,,BEGIN,,,,,
2,1686272440343,09/06/2023 01:00:40,1686247240343,-7,08/06/2023 11:00:40,127819,12,questionnaire-zbjj,,29958438,BLIND,8919935,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1680x1050,1680x971,,Questionnaire,3,BAC,AB,Page 1,mowvol,1,,continue,,,,,screen,0,screen
3,1686272440345,09/06/2023 01:00:40,1686247240345,-7,08/06/2023 11:00:40,127819,12,questionnaire-zbjj,,29958438,BLIND,8919935,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1680x1050,1680x971,,Questionnaire,3,BAC,AB,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",action,value,English,,English|Spanish|Portuguese,Multiple Choice,1,object-2
4,1686272440345,09/06/2023 01:00:40,1686247240345,-7,08/06/2023 11:00:40,127819,12,questionnaire-zbjj,,29958438,BLIND,8919935,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1680x1050,1680x971,,Questionnaire,3,BAC,AB,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",action,quantised,1,,English|Spanish|Portuguese,Multiple Choice,1,object-2
5,1686272440346,09/06/2023 01:00:40,1686247240346,-7,08/06/2023 11:00:40,127819,12,questionnaire-zbjj,,29958438,BLIND,8919935,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1680x1050,1680x971,,Questionnaire,3,BAC,AB,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",action,value,Yes,,Yes|No,Multiple Choice,2,object-3
6,1686272440346,09/06/2023 01:00:40,1686247240346,-7,08/06/2023 11:00:40,127819,12,questionnaire-zbjj,,29958438,BLIND,8919935,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1680x1050,1680x971,,Questionnaire,3,BAC,AB,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",action,quantised,1,,Yes|No,Multiple Choice,2,object-3
7,1686272440346,09/06/2023 01:00:40,1686247240346,-7,08/06/2023 11:00:40,127819,12,questionnaire-zbjj,,29958438,BLIND,8919935,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1680x1050,1680x971,,Questionnaire,3,BAC,AB,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",action,value,0,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,3,object-4
8,1686272440346,09/06/2023 01:00:40,1686247240346,-7,08/06/2023 11:00:40,127819,12,questionnaire-zbjj,,29958438,BLIND,8919935,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1680x1050,1680x971,,Questionnaire,3,BAC,AB,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",action,quantised,1,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,3,object-4
9,1686272440347,09/06/2023 01:00:40,1686247240347,-7,08/06/2023 11:00:40,127819,12,questionnaire-zbjj,,29958438,BLIND,8919935,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1680x1050,1680x971,,Questionnaire,3,BAC,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",action,value,7,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,4,object-5
10,1686272440347,09/06/2023 01:00:40,1686247240347,-7,08/06/2023 11:00:40,127819,12,questionnaire-zbjj,,29958438,BLIND,8919935,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1680x1050,1680x971,,Questionnaire,3,BAC,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",action,quantised,8,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,4,object-5
11,1686272440347,09/06/2023 01:00:40,1686247240347,-7,08/06/2023 11:00:40,127819,12,questionnaire-zbjj,,29958438,BLIND,8919935,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1680x1050,1680x971,,Questionnaire,3,BAC,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",action,value,12,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,5,object-6
12,1686272440348,09/06/2023 01:00:40,1686247240348,-7,08/06/2023 11:00:40,127819,12,questionnaire-zbjj,,29958438,BLIND,8919935,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1680x1050,1680x971,,Questionnaire,3,BAC,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",action,quantised,13,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,5,object-6
13,1686272440348,09/06/2023 01:00:40,1686247240348,-7,08/06/2023 11:00:40,127819,12,questionnaire-zbjj,,29958438,BLIND,8919935,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1680x1050,1680x971,,Questionnaire,3,BAC,AB,Page 1,mowvol,1,What is your prolific id?,action,value,63d1957ba19644f6c749c001,,,Text Input,6,object-7
14,1686272440349,09/06/2023 01:00:40,1686247240349,-7,08/06/2023 11:00:40,127819,12,questionnaire-zbjj,,29958438,BLIND,8919935,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1680x1050,1680x971,,Questionnaire,3,BAC,AB,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",response,value,English,,English|Spanish|Portuguese,Multiple Choice,1,object-2
15,1686272440350,09/06/2023 01:00:40,1686247240350,-7,08/06/2023 11:00:40,127819,12,questionnaire-zbjj,,29958438,BLIND,8919935,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1680x1050,1680x971,,Questionnaire,3,BAC,AB,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",response,quantised,1,,English|Spanish|Portuguese,Multiple Choice,1,object-2
16,1686272440350,09/06/2023 01:00:40,1686247240350,-7,08/06/2023 11:00:40,127819,12,questionnaire-zbjj,,29958438,BLIND,8919935,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1680x1050,1680x971,,Questionnaire,3,BAC,AB,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",response,value,Yes,,Yes|No,Multiple Choice,2,object-3
17,1686272440351,09/06/2023 01:00:40,1686247240351,-7,08/06/2023 11:00:40,127819,12,questionnaire-zbjj,,29958438,BLIND,8919935,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1680x1050,1680x971,,Questionnaire,3,BAC,AB,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",response,quantised,1,,Yes|No,Multiple Choice,2,object-3
18,1686272440351,09/06/2023 01:00:40,1686247240351,-7,08/06/2023 11:00:40,127819,12,questionnaire-zbjj,,29958438,BLIND,8919935,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1680x1050,1680x971,,Questionnaire,3,BAC,AB,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",response,value,0,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,3,object-4
19,1686272440351,09/06/2023 01:00:40,1686247240351,-7,08/06/2023 11:00:40,127819,12,questionnaire-zbjj,,29958438,BLIND,8919935,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1680x1050,1680x971,,Questionnaire,3,BAC,AB,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",response,quantised,1,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,3,object-4
20,1686272440352,09/06/2023 01:00:40,1686247240352,-7,08/06/2023 11:00:40,127819,12,questionnaire-zbjj,,29958438,BLIND,8919935,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1680x1050,1680x971,,Questionnaire,3,BAC,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",response,value,7,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,4,object-5
21,1686272440352,09/06/2023 01:00:40,1686247240352,-7,08/06/2023 11:00:40,127819,12,questionnaire-zbjj,,29958438,BLIND,8919935,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1680x1050,1680x971,,Questionnaire,3,BAC,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",response,quantised,8,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,4,object-5
22,1686272440352,09/06/2023 01:00:40,1686247240352,-7,08/06/2023 11:00:40,127819,12,questionnaire-zbjj,,29958438,BLIND,8919935,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1680x1050,1680x971,,Questionnaire,3,BAC,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",response,value,12,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,5,object-6
23,1686272440353,09/06/2023 01:00:40,1686247240353,-7,08/06/2023 11:00:40,127819,12,questionnaire-zbjj,,29958438,BLIND,8919935,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1680x1050,1680x971,,Questionnaire,3,BAC,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",response,quantised,13,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,5,object-6
24,1686272440353,09/06/2023 01:00:40,1686247240353,-7,08/06/2023 11:00:40,127819,12,questionnaire-zbjj,,29958438,BLIND,8919935,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1680x1050,1680x971,,Questionnaire,3,BAC,AB,Page 1,mowvol,1,What is your prolific id?,response,value,63d1957ba19644f6c749c001,,,Text Input,6,object-7
25,1686272440354,09/06/2023 01:00:40,1686247240354,-7,08/06/2023 11:00:40,127819,12,questionnaire-zbjj,,29958438,BLIND,8919935,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1680x1050,1680x971,,Questionnaire,3,BAC,AB,,,,,,,END,,,,,
1,1686253118808,08/06/2023 19:38:38,1686238718808,-4,08/06/2023 11:38:38,127819,12,questionnaire-zbjj,,29955210,BLIND,8919052,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x821,,Questionnaire,3,ABC,BA,,,,,,,BEGIN,,,,,
2,1686253143725,08/06/2023 19:39:03,1686238743725,-4,08/06/2023 11:39:03,127819,12,questionnaire-zbjj,,29955210,BLIND,8919052,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x821,,Questionnaire,3,ABC,BA,Page 1,mowvol,1,,continue,,,,,screen,0,screen
3,1686253143729,08/06/2023 19:39:03,1686238743729,-4,08/06/2023 11:39:03,127819,12,questionnaire-zbjj,,29955210,BLIND,8919052,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x821,,Questionnaire,3,ABC,BA,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",action,value,English,,English|Spanish|Portuguese,Multiple Choice,1,object-2
4,1686253143730,08/06/2023 19:39:03,1686238743730,-4,08/06/2023 11:39:03,127819,12,questionnaire-zbjj,,29955210,BLIND,8919052,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x821,,Questionnaire,3,ABC,BA,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",action,quantised,1,,English|Spanish|Portuguese,Multiple Choice,1,object-2
5,1686253143730,08/06/2023 19:39:03,1686238743730,-4,08/06/2023 11:39:03,127819,12,questionnaire-zbjj,,29955210,BLIND,8919052,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x821,,Questionnaire,3,ABC,BA,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",action,value,Yes,,Yes|No,Multiple Choice,2,object-3
