Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-r1ad,order-e485,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Manipulation: Spreadsheet
3,1680093418354,29/03/2023 12:36:58,1680097018354,1,29/03/2023 14:36:58,127819,12,task-n1zx,,28526303,BLIND,8477809,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1280x720,1422x684,,Prolific code,2,BCA,BA,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1680097625342,29/03/2023 13:47:05,1680097625342,0,29/03/2023 13:47:05,127819,12,task-n1zx,,28526668,BLIND,8477945,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x643,,Prolific code,2,CBA,BA,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1680097631130,29/03/2023 13:47:11,1680097631130,0,29/03/2023 13:47:11,127819,12,task-n1zx,,28526668,BLIND,8477945,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x643,,Prolific code,2,CBA,BA,Spreadsheet1,1,code,Screen 1,gveb5j,1,continue,,5811.9,5805.800000000001,5811.9,5811.9,5805.800000000001,5811.9,1,5811.9,0,0,,Click To Continue,Continue Button,2,object-4,code,
3,1680097631135,29/03/2023 13:47:11,1680097631135,0,29/03/2023 13:47:11,127819,12,task-n1zx,,28526668,BLIND,8477945,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x643,,Prolific code,2,CBA,BA,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1680112219781,29/03/2023 17:50:19,1680097819781,-4,29/03/2023 09:50:19,127819,12,task-n1zx,,28526851,BLIND,8477919,,complete,,,mobile,Samsung SM-J337AZ,Android 8.0.0,Chrome 111.0.0.0,360x640,360x560,,Prolific code,2,ABC,AB,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1680112224431,29/03/2023 17:50:24,1680097824431,-4,29/03/2023 09:50:24,127819,12,task-n1zx,,28526851,BLIND,8477919,,complete,,,mobile,Samsung SM-J337AZ,Android 8.0.0,Chrome 111.0.0.0,360x640,360x560,,Prolific code,2,ABC,AB,Spreadsheet1,1,code,Screen 1,gveb5j,1,continue,,4672.42,4655.733,4672.42,4672.42,4655.733,4672.42,1,4672.42,0,0,,Click To Continue,Continue Button,2,object-4,code,
3,1680112224436,29/03/2023 17:50:24,1680097824436,-4,29/03/2023 09:50:24,127819,12,task-n1zx,,28526851,BLIND,8477919,,complete,,,mobile,Samsung SM-J337AZ,Android 8.0.0,Chrome 111.0.0.0,360x640,360x560,,Prolific code,2,ABC,AB,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1680114714741,29/03/2023 18:31:54,1680100314741,-4,29/03/2023 10:31:54,127819,12,task-n1zx,,28528186,BLIND,8478492,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Prolific code,2,BAC,BA,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1680114717947,29/03/2023 18:31:57,1680100317947,-4,29/03/2023 10:31:57,127819,12,task-n1zx,,28528186,BLIND,8478492,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Prolific code,2,BAC,BA,Spreadsheet1,1,code,Screen 1,gveb5j,1,continue,,3214.248,3199.917,3214.248,3214.248,3199.917,3214.248,1,3214.248,0,0,,Click To Continue,Continue Button,2,object-4,code,
3,1680114717947,29/03/2023 18:31:57,1680100317947,-4,29/03/2023 10:31:57,127819,12,task-n1zx,,28528186,BLIND,8478492,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Prolific code,2,BAC,BA,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1680118533591,29/03/2023 19:35:33,1680100533591,-5,29/03/2023 09:35:33,127819,12,task-n1zx,,28528311,BLIND,8478501,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1600x900,1455x681,,Prolific code,2,ACB,AB,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1680118543748,29/03/2023 19:35:43,1680100543748,-5,29/03/2023 09:35:43,127819,12,task-n1zx,,28528311,BLIND,8478501,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1600x900,1455x681,,Prolific code,2,ACB,AB,Spreadsheet1,1,code,Screen 1,gveb5j,1,continue,,10169.037999952317,10154.237000000001,10169.037999952317,10169.037999952317,10154.237000000001,10169.037999952317,1,10169.037999952317,0,0,,Click To Continue,Continue Button,2,object-4,code,
3,1680118543751,29/03/2023 19:35:43,1680100543751,-5,29/03/2023 09:35:43,127819,12,task-n1zx,,28528311,BLIND,8478501,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1600x900,1455x681,,Prolific code,2,ACB,AB,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1680121431695,29/03/2023 20:23:51,1680107031695,-4,29/03/2023 12:23:51,127819,12,task-n1zx,,28531498,BLIND,8480019,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1920x1080,1920x969,,Prolific code,2,CAB,AB,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1680121436628,29/03/2023 20:23:56,1680107036628,-4,29/03/2023 12:23:56,127819,12,task-n1zx,,28531498,BLIND,8480019,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1920x1080,1920x969,,Prolific code,2,CAB,AB,Spreadsheet1,1,code,Screen 1,gveb5j,1,continue,,4959.980999952317,4950.028,4959.980999952317,4959.980999952317,4950.028,4959.980999952317,1,4959.980999952317,0,0,,Click To Continue,Continue Button,2,object-4,code,
3,1680121436630,29/03/2023 20:23:56,1680107036630,-4,29/03/2023 12:23:56,127819,12,task-n1zx,,28531498,BLIND,8480019,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1920x1080,1920x969,,Prolific code,2,CAB,AB,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1680129290609,29/03/2023 22:34:50,1680107690609,-6,29/03/2023 10:34:50,127819,12,task-n1zx,,28531851,BLIND,8480163,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,Prolific code,2,ACB,BA,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1680129292396,29/03/2023 22:34:52,1680107692396,-6,29/03/2023 10:34:52,127819,12,task-n1zx,,28531851,BLIND,8480163,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,Prolific code,2,ACB,BA,Spreadsheet1,1,code,Screen 1,gveb5j,1,continue,,1809.2400000953676,1799.438,1809.2400000953676,1809.2400000953676,1799.438,1809.2400000953676,1,1809.2400000953676,0,0,,Click To Continue,Continue Button,2,object-4,code,
3,1680129292398,29/03/2023 22:34:52,1680107692398,-6,29/03/2023 10:34:52,127819,12,task-n1zx,,28531851,BLIND,8480163,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,Prolific code,2,ACB,BA,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1680129313963,29/03/2023 22:35:13,1680107713963,-6,29/03/2023 10:35:13,127819,12,task-n1zx,,28531865,BLIND,8480160,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,910x632,,Prolific code,2,BAC,AB,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1680129319361,29/03/2023 22:35:19,1680107719361,-6,29/03/2023 10:35:19,127819,12,task-n1zx,,28531865,BLIND,8480160,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,910x632,,Prolific code,2,BAC,AB,Spreadsheet1,1,code,Screen 1,gveb5j,1,continue,,5417.677999904632,5403.09,5417.677999904632,5417.677999904632,5403.09,5417.677999904632,1,5417.677999904632,0,0,,Click To Continue,Continue Button,2,object-4,code,
3,1680129319362,29/03/2023 22:35:19,1680107719362,-6,29/03/2023 10:35:19,127819,12,task-n1zx,,28531865,BLIND,8480160,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,910x632,,Prolific code,2,BAC,AB,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1680129501050,29/03/2023 22:38:21,1680107901050,-6,29/03/2023 10:38:21,127819,12,task-n1zx,,28531947,BLIND,8480166,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1440x788,,Prolific code,2,CBA,AB,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1680129522113,29/03/2023 22:38:42,1680107922113,-6,29/03/2023 10:38:42,127819,12,task-n1zx,,28531947,BLIND,8480166,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,960x673,,Prolific code,2,CBA,AB,Spreadsheet1,1,code,Screen 1,gveb5j,1,continue,,21066.795,21050.129,21066.795,21066.795,21050.129,21066.795,1,21066.795,0,0,,Click To Continue,Continue Button,2,object-4,code,
3,1680129522117,29/03/2023 22:38:42,1680107922117,-6,29/03/2023 10:38:42,127819,12,task-n1zx,,28531947,BLIND,8480166,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,960x673,,Prolific code,2,CBA,AB,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1680129686366,29/03/2023 22:41:26,1680108086366,-6,29/03/2023 10:41:26,127819,12,task-n1zx,,28532062,BLIND,8480150,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1600x900,1600x785,,Prolific code,2,ABC,BA,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1680129722628,29/03/2023 22:42:02,1680108122628,-6,29/03/2023 10:42:02,127819,12,task-n1zx,,28532062,BLIND,8480150,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1600x900,1600x785,,Prolific code,2,ABC,BA,Spreadsheet1,1,code,Screen 1,gveb5j,1,continue,,36265.96,36251.02,36265.96,36265.96,36251.02,36265.96,1,36265.96,0,0,,Click To Continue,Continue Button,2,object-4,code,
3,1680129722634,29/03/2023 22:42:02,1680108122634,-6,29/03/2023 10:42:02,127819,12,task-n1zx,,28532062,BLIND,8480150,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1600x900,1600x785,,Prolific code,2,ABC,BA,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1680129898409,29/03/2023 22:44:58,1680108298409,-6,29/03/2023 10:44:58,127819,12,task-n1zx,,28532104,BLIND,8480205,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 111.0.1661.54,1280x720,1223x601,,Prolific code,2,ABC,AB,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1680129922848,29/03/2023 22:45:22,1680108322848,-6,29/03/2023 10:45:22,127819,12,task-n1zx,,28532104,BLIND,8480205,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 111.0.1661.54,1280x720,1223x601,,Prolific code,2,ABC,AB,Spreadsheet1,1,code,Screen 1,gveb5j,1,continue,,24478.12900000894,24465.454999999998,24478.12900000894,24478.12900000894,24465.454999999998,24478.12900000894,1,24478.12900000894,0,0,,Click To Continue,Continue Button,2,object-4,code,
3,1680129922854,29/03/2023 22:45:22,1680108322854,-6,29/03/2023 10:45:22,127819,12,task-n1zx,,28532104,BLIND,8480205,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 111.0.1661.54,1280x720,1223x601,,Prolific code,2,ABC,AB,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1680130215445,29/03/2023 22:50:15,1680108615445,-6,29/03/2023 10:50:15,127819,12,task-n1zx,,28532206,BLIND,8480152,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1600x900,1455x717,,Prolific code,2,CAB,AB,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1680130222104,29/03/2023 22:50:22,1680108622104,-6,29/03/2023 10:50:22,127819,12,task-n1zx,,28532206,BLIND,8480152,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1600x900,1455x717,,Prolific code,2,CAB,AB,Spreadsheet1,1,code,Screen 1,gveb5j,1,continue,,6683.205999999999,6666.598999999999,6683.205999999999,6683.205999999999,6666.598999999999,6683.205999999999,1,6683.205999999999,0,0,,Click To Continue,Continue Button,2,object-4,code,
3,1680130222107,29/03/2023 22:50:22,1680108622107,-6,29/03/2023 10:50:22,127819,12,task-n1zx,,28532206,BLIND,8480152,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1600x900,1455x717,,Prolific code,2,CAB,AB,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1680131087901,29/03/2023 23:04:47,1680109487901,-6,29/03/2023 11:04:47,127819,12,task-n1zx,,28532440,BLIND,8480136,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,390x844,390x664,,Prolific code,2,CBA,BA,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1680131094726,29/03/2023 23:04:54,1680109494726,-6,29/03/2023 11:04:54,127819,12,task-n1zx,,28532440,BLIND,8480136,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,390x844,390x664,,Prolific code,2,CBA,BA,Spreadsheet1,1,code,Screen 1,gveb5j,1,continue,,6821,6804,6821,6821,6804,6821,1,6821,0,0,,Click To Continue,Continue Button,2,object-4,code,
3,1680131094732,29/03/2023 23:04:54,1680109494732,-6,29/03/2023 11:04:54,127819,12,task-n1zx,,28532440,BLIND,8480136,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,390x844,390x664,,Prolific code,2,CBA,BA,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1680134410203,30/03/2023 00:00:10,1680112810203,-6,29/03/2023 12:00:10,127819,12,task-n1zx,,28533416,BLIND,8480783,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Prolific code,2,BAC,BA,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1680134414850,30/03/2023 00:00:14,1680112814850,-6,29/03/2023 12:00:14,127819,12,task-n1zx,,28533416,BLIND,8480783,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Prolific code,2,BAC,BA,Spreadsheet1,1,code,Screen 1,gveb5j,1,continue,,4681.945000000001,4665.1720000000005,4681.945000000001,4681.945000000001,4665.1720000000005,4681.945000000001,1,4681.945000000001,0,0,,Click To Continue,Continue Button,2,object-4,code,
3,1680134414853,30/03/2023 00:00:14,1680112814853,-6,29/03/2023 12:00:14,127819,12,task-n1zx,,28533416,BLIND,8480783,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Prolific code,2,BAC,BA,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1680135074276,30/03/2023 00:11:14,1680113474276,-6,29/03/2023 12:11:14,127819,12,task-n1zx,,28533586,BLIND,8480880,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Prolific code,2,CAB,AB,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1680135079964,30/03/2023 00:11:19,1680113479964,-6,29/03/2023 12:11:19,127819,12,task-n1zx,,28533586,BLIND,8480880,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Prolific code,2,CAB,AB,Spreadsheet1,1,code,Screen 1,gveb5j,1,continue,,5695.656000000372,5689.039999999999,5695.656000000372,5695.656000000372,5689.039999999999,5695.656000000372,1,5695.656000000372,0,0,,Click To Continue,Continue Button,2,object-4,code,
3,1680135079964,30/03/2023 00:11:19,1680113479964,-6,29/03/2023 12:11:19,127819,12,task-n1zx,,28533586,BLIND,8480880,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Prolific code,2,CAB,AB,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1680135930020,30/03/2023 00:25:30,1680114330020,-6,29/03/2023 12:25:30,127819,12,task-n1zx,,28533801,BLIND,8480862,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1920x1080,1920x969,,Prolific code,2,BCA,BA,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1680135935030,30/03/2023 00:25:35,1680114335030,-6,29/03/2023 12:25:35,127819,12,task-n1zx,,28533801,BLIND,8480862,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1920x1080,1920x969,,Prolific code,2,BCA,BA,Spreadsheet1,1,code,Screen 1,gveb5j,1,continue,,5031.927999998883,5016.6669999999995,5031.927999998883,5031.927999998883,5016.6669999999995,5031.927999998883,1,5031.927999998883,0,0,,Click To Continue,Continue Button,2,object-4,code,
3,1680135935033,30/03/2023 00:25:35,1680114335033,-6,29/03/2023 12:25:35,127819,12,task-n1zx,,28533801,BLIND,8480862,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1920x1080,1920x969,,Prolific code,2,BCA,BA,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1680132880829,29/03/2023 23:34:40,1680136480829,1,30/03/2023 01:34:40,127819,12,task-n1zx,,28539765,BLIND,8483135,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x617,,Prolific code,2,CBA,AB,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1680132915215,29/03/2023 23:35:15,1680136515215,1,30/03/2023 01:35:15,127819,12,task-n1zx,,28539765,BLIND,8483135,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x617,,Prolific code,2,CBA,AB,Spreadsheet1,1,code,Screen 1,gveb5j,1,continue,,34387.77,34371.17,34387.77,34387.77,34371.17,34387.77,1,34387.77,0,0,,Click To Continue,Continue Button,2,object-4,code,
3,1680132915222,29/03/2023 23:35:15,1680136515222,1,30/03/2023 01:35:15,127819,12,task-n1zx,,28539765,BLIND,8483135,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x617,,Prolific code,2,CBA,AB,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1680209623680,30/03/2023 20:53:43,1680184423680,-7,30/03/2023 06:53:43,127819,12,task-n1zx,,28555983,BLIND,8490470,,complete,,,mobile,Motorola moto g 5G,Android 11,Chrome 111.0.0.0,432x960,432x812,,Prolific code,2,ACB,BA,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1680209651148,30/03/2023 20:54:11,1680184451148,-7,30/03/2023 06:54:11,127819,12,task-n1zx,,28555983,BLIND,8490470,,complete,,,mobile,Motorola moto g 5G,Android 11,Chrome 111.0.0.0,432x960,432x812,,Prolific code,2,ACB,BA,Spreadsheet1,1,code,Screen 1,gveb5j,1,continue,,27515.684,27498.988,27515.684,27515.684,27498.988,27515.684,1,27515.684,0,0,,Click To Continue,Continue Button,2,object-4,code,
3,1680209651157,30/03/2023 20:54:11,1680184451157,-7,30/03/2023 06:54:11,127819,12,task-n1zx,,28555983,BLIND,8490470,,complete,,,mobile,Motorola moto g 5G,Android 11,Chrome 111.0.0.0,432x960,432x812,,Prolific code,2,ACB,BA,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1680206102056,30/03/2023 19:55:02,1680184502056,-6,30/03/2023 07:55:02,127819,12,task-n1zx,,28556010,BLIND,8490494,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x657,,Prolific code,2,CAB,AB,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1680206117908,30/03/2023 19:55:17,1680184517908,-6,30/03/2023 07:55:17,127819,12,task-n1zx,,28556010,BLIND,8490494,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x657,,Prolific code,2,CAB,AB,Spreadsheet1,1,code,Screen 1,gveb5j,1,continue,,15867.393,15850.73,15867.393,15867.393,15850.73,15867.393,1,15867.393,0,0,,Click To Continue,Continue Button,2,object-4,code,
3,1680206117917,30/03/2023 19:55:17,1680184517917,-6,30/03/2023 07:55:17,127819,12,task-n1zx,,28556010,BLIND,8490494,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x657,,Prolific code,2,CAB,AB,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1680206361895,30/03/2023 19:59:21,1680184761895,-6,30/03/2023 07:59:21,127819,12,task-n1zx,,28556143,BLIND,8490491,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x721,,Prolific code,2,BAC,BA,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1680206391382,30/03/2023 19:59:51,1680184791382,-6,30/03/2023 07:59:51,127819,12,task-n1zx,,28556143,BLIND,8490491,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x721,,Prolific code,2,BAC,BA,Spreadsheet1,1,code,Screen 1,gveb5j,1,continue,,29490,29476,29490,29490,29476,29490,1,29490,0,0,,Click To Continue,Continue Button,2,object-4,code,
3,1680206391410,30/03/2023 19:59:51,1680184791410,-6,30/03/2023 07:59:51,127819,12,task-n1zx,,28556143,BLIND,8490491,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x721,,Prolific code,2,BAC,BA,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
