"","diff","TOST_t1","TOST_p1","TOST_t2","TOST_p2","TOST_df","alpha","low_eqbound","high_eqbound","low_eqbound_d","high_eqbound_d","LL_CI_TOST","UL_CI_TOST","LL_CI_TTEST","UL_CI_TTEST","NHST_t","NHST_p"
"1",0.0782608695652174,3.04043379404229,0.00134016252817303,-2.72374006573477,0.00351457236426731,198.882230929221,0.05,-1.42443382444635,1.42443382444635,-0.4,0.4,-0.738491039205892,0.895012778336327,-0.896356429133485,1.05287816826392,0.158346864153759,0.87434414783029
