Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-r1ad,order-e485,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Manipulation: Spreadsheet
2,1680111060366,29/03/2023 17:31:00,1680096660366,-4,29/03/2023 09:31:00,127819,12,task-kew6,,28526067,BLIND,8477895,,complete,,,mobile,undefined TMRVL4G,Android 11,Chrome 111.0.0.0,412x915,412x779,,instructions,2,CAB,AB,Spreadsheet1,1,instructions,Screen 1,ehaj1m,1,continue,,3346.2890000014904,3334.0070000000005,3346.2890000014904,3346.2890000014904,3334.0070000000005,3346.2890000014904,1,3346.2890000014904,0,0,,Click To Continue,Continue Button,2,object-6,instructions,
3,1680111060382,29/03/2023 17:31:00,1680096660382,-4,29/03/2023 09:31:00,127819,12,task-kew6,,28526067,BLIND,8477895,,complete,,,mobile,undefined TMRVL4G,Android 11,Chrome 111.0.0.0,412x915,412x779,,instructions,2,CAB,AB,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1680111142409,29/03/2023 17:32:22,1680096742409,-4,29/03/2023 09:32:22,127819,12,task-kew6,,28526137,BLIND,8477919,,complete,,,mobile,Samsung SM-J337AZ,Android 8.0.0,Chrome 111.0.0.0,360x640,360x560,,instructions,2,ABC,AB,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1680111905121,29/03/2023 17:45:05,1680097505121,-4,29/03/2023 09:45:05,127819,12,task-kew6,,28526137,BLIND,8477919,,complete,,,mobile,Samsung SM-J337AZ,Android 8.0.0,Chrome 111.0.0.0,360x640,360x560,,instructions,2,ABC,AB,Spreadsheet1,1,instructions,Screen 1,ehaj1m,1,continue,,688047.609,688030.9230000001,688047.609,688047.609,688030.9230000001,688047.609,1,688047.609,0,0,,Click To Continue,Continue Button,2,object-6,instructions,
3,1680111905168,29/03/2023 17:45:05,1680097505168,-4,29/03/2023 09:45:05,127819,12,task-kew6,,28526137,BLIND,8477919,,complete,,,mobile,Samsung SM-J337AZ,Android 8.0.0,Chrome 111.0.0.0,360x640,360x560,,instructions,2,ABC,AB,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1680096911413,29/03/2023 13:35:11,1680096911413,0,29/03/2023 13:35:11,127819,12,task-kew6,,28526219,BLIND,8477945,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x643,,instructions,2,CBA,BA,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1680096913043,29/03/2023 13:35:13,1680096913043,0,29/03/2023 13:35:13,127819,12,task-kew6,,28526219,BLIND,8477945,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x643,,instructions,2,CBA,BA,Spreadsheet1,1,instructions,Screen 1,ehaj1m,1,continue,,1651.7599999999984,1635.08,1651.7599999999984,1651.7599999999984,1635.08,1651.7599999999984,1,1651.7599999999984,0,0,,Click To Continue,Continue Button,2,object-6,instructions,
3,1680096913049,29/03/2023 13:35:13,1680096913049,0,29/03/2023 13:35:13,127819,12,task-kew6,,28526219,BLIND,8477945,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x643,,instructions,2,CBA,BA,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1680113340055,29/03/2023 18:09:00,1680098940055,-4,29/03/2023 10:09:00,127819,12,task-kew6,,28527586,BLIND,8478492,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,instructions,2,BAC,BA,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1680113796686,29/03/2023 18:16:36,1680099396686,-4,29/03/2023 10:16:36,127819,12,task-kew6,,28527586,BLIND,8478492,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,instructions,2,BAC,BA,Spreadsheet1,1,instructions,Screen 1,ehaj1m,1,continue,,459062.90000009537,459058.362,459062.90000009537,459062.90000009537,459058.362,459062.90000009537,1,459062.90000009537,0,0,,Click To Continue,Continue Button,2,object-6,instructions,
3,1680113796690,29/03/2023 18:16:36,1680099396690,-4,29/03/2023 10:16:36,127819,12,task-kew6,,28527586,BLIND,8478492,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,instructions,2,BAC,BA,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1680117020177,29/03/2023 19:10:20,1680099020177,-5,29/03/2023 09:10:20,127819,12,task-kew6,,28527610,BLIND,8478501,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1600x900,1455x681,,instructions,2,ACB,AB,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1680117069945,29/03/2023 19:11:09,1680099069945,-5,29/03/2023 09:11:09,127819,12,task-kew6,,28527610,BLIND,8478501,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1600x900,1455x681,,instructions,2,ACB,AB,Spreadsheet1,1,instructions,Screen 1,ehaj1m,1,continue,,49814.789000047684,49808.259,49814.789000047684,49814.789000047684,49808.259,49814.789000047684,1,49814.789000047684,0,0,,Click To Continue,Continue Button,2,object-6,instructions,
3,1680117069952,29/03/2023 19:11:09,1680099069952,-5,29/03/2023 09:11:09,127819,12,task-kew6,,28527610,BLIND,8478501,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1600x900,1455x681,,instructions,2,ACB,AB,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1680120737984,29/03/2023 20:12:17,1680106337984,-4,29/03/2023 12:12:17,127819,12,task-kew6,,28531205,BLIND,8480019,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1920x1080,1920x969,,instructions,2,CAB,AB,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1680120743931,29/03/2023 20:12:23,1680106343931,-4,29/03/2023 12:12:23,127819,12,task-kew6,,28531205,BLIND,8480019,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1920x1080,1920x969,,instructions,2,CAB,AB,Spreadsheet1,1,instructions,Screen 1,ehaj1m,1,continue,,5978.580999904632,5966.557999999999,5978.580999904632,5978.580999904632,5966.557999999999,5978.580999904632,1,5978.580999904632,0,0,,Click To Continue,Continue Button,2,object-6,instructions,
3,1680120743936,29/03/2023 20:12:23,1680106343936,-4,29/03/2023 12:12:23,127819,12,task-kew6,,28531205,BLIND,8480019,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1920x1080,1920x969,,instructions,2,CAB,AB,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1680128604653,29/03/2023 22:23:24,1680107004653,-6,29/03/2023 10:23:24,127819,12,task-kew6,,28531486,BLIND,8480136,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,390x844,390x664,,instructions,2,CBA,BA,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1680128610038,29/03/2023 22:23:30,1680107010038,-6,29/03/2023 10:23:30,127819,12,task-kew6,,28531486,BLIND,8480136,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,390x844,390x664,,instructions,2,CBA,BA,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
3,1680128626326,29/03/2023 22:23:46,1680107026326,-6,29/03/2023 10:23:46,127819,12,task-kew6,,28531486,BLIND,8480136,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,390x844,390x664,,instructions,2,CBA,BA,Spreadsheet1,1,instructions,Screen 1,ehaj1m,1,continue,,16283,16266,16283,16283,16266,16283,1,16283,0,0,,Click To Continue,Continue Button,2,object-6,instructions,
4,1680128626335,29/03/2023 22:23:46,1680107026335,-6,29/03/2023 10:23:46,127819,12,task-kew6,,28531486,BLIND,8480136,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,390x844,390x664,,instructions,2,CBA,BA,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1680128567411,29/03/2023 22:22:47,1680106967411,-6,29/03/2023 10:22:47,127819,12,task-kew6,,28531524,BLIND,8480150,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1600x900,1600x785,,instructions,2,ABC,BA,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1680128618044,29/03/2023 22:23:38,1680107018044,-6,29/03/2023 10:23:38,127819,12,task-kew6,,28531524,BLIND,8480150,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1600x900,1600x785,,instructions,2,ABC,BA,Spreadsheet1,1,instructions,Screen 1,ehaj1m,1,continue,,50635.9,50619.24,50635.9,50635.9,50619.24,50635.9,1,50635.9,0,0,,Click To Continue,Continue Button,2,object-6,instructions,
3,1680128618048,29/03/2023 22:23:38,1680107018048,-6,29/03/2023 10:23:38,127819,12,task-kew6,,28531524,BLIND,8480150,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1600x900,1600x785,,instructions,2,ABC,BA,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1680128693975,29/03/2023 22:24:53,1680107093975,-6,29/03/2023 10:24:53,127819,12,task-kew6,,28531528,BLIND,8480152,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1600x900,1455x717,,instructions,2,CAB,AB,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1680128846752,29/03/2023 22:27:26,1680107246752,-6,29/03/2023 10:27:26,127819,12,task-kew6,,28531528,BLIND,8480152,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1600x900,1455x717,,instructions,2,CAB,AB,Spreadsheet1,1,instructions,Screen 1,ehaj1m,1,continue,,152816.24,152799.557,152816.24,152816.24,152799.557,152816.24,1,152816.24,0,0,,Click To Continue,Continue Button,2,object-6,instructions,
3,1680128846767,29/03/2023 22:27:26,1680107246767,-6,29/03/2023 10:27:26,127819,12,task-kew6,,28531528,BLIND,8480152,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1600x900,1455x717,,instructions,2,CAB,AB,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1680128738851,29/03/2023 22:25:38,1680107138851,-6,29/03/2023 10:25:38,127819,12,task-kew6,,28531554,BLIND,8480160,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,910x632,,instructions,2,BAC,AB,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1680128764795,29/03/2023 22:26:04,1680107164795,-6,29/03/2023 10:26:04,127819,12,task-kew6,,28531554,BLIND,8480160,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,910x632,,instructions,2,BAC,AB,Spreadsheet1,1,instructions,Screen 1,ehaj1m,1,continue,,25965.85300009537,25957.535,25965.85300009537,25965.85300009537,25957.535,25965.85300009537,1,25965.85300009537,0,0,,Click To Continue,Continue Button,2,object-6,instructions,
3,1680128764801,29/03/2023 22:26:04,1680107164801,-6,29/03/2023 10:26:04,127819,12,task-kew6,,28531554,BLIND,8480160,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,910x632,,instructions,2,BAC,AB,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1680128748050,29/03/2023 22:25:48,1680107148050,-6,29/03/2023 10:25:48,127819,12,task-kew6,,28531560,BLIND,8480163,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,instructions,2,ACB,BA,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1680128763146,29/03/2023 22:26:03,1680107163146,-6,29/03/2023 10:26:03,127819,12,task-kew6,,28531560,BLIND,8480163,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,instructions,2,ACB,BA,Spreadsheet1,1,instructions,Screen 1,ehaj1m,1,continue,,19783.804,19767.216,19783.804,19783.804,19767.216,19783.804,1,19783.804,0,0,,Click To Continue,Continue Button,2,object-6,instructions,
3,1680128763151,29/03/2023 22:26:03,1680107163151,-6,29/03/2023 10:26:03,127819,12,task-kew6,,28531560,BLIND,8480163,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,instructions,2,ACB,BA,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1680128776533,29/03/2023 22:26:16,1680107176533,-6,29/03/2023 10:26:16,127819,12,task-kew6,,28531574,BLIND,8480166,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,960x673,,instructions,2,CBA,AB,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1680128834622,29/03/2023 22:27:14,1680107234622,-6,29/03/2023 10:27:14,127819,12,task-kew6,,28531574,BLIND,8480166,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1440x788,,instructions,2,CBA,AB,Spreadsheet1,1,instructions,Screen 1,ehaj1m,1,continue,,58112.073999952314,58100.064,58112.073999952314,58112.073999952314,58100.064,58112.073999952314,1,58112.073999952314,0,0,,Click To Continue,Continue Button,2,object-6,instructions,
3,1680128834627,29/03/2023 22:27:14,1680107234627,-6,29/03/2023 10:27:14,127819,12,task-kew6,,28531574,BLIND,8480166,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1440x788,,instructions,2,CBA,AB,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1680129016551,29/03/2023 22:30:16,1680107416551,-6,29/03/2023 10:30:16,127819,12,task-kew6,,28531701,BLIND,8480205,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 111.0.1661.54,1280x720,1223x601,,instructions,2,ABC,AB,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1680129066999,29/03/2023 22:31:06,1680107466999,-6,29/03/2023 10:31:06,127819,12,task-kew6,,28531701,BLIND,8480205,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 111.0.1661.54,1280x720,1223x601,,instructions,2,ABC,AB,Spreadsheet1,1,instructions,Screen 1,ehaj1m,1,continue,,50493.327,50480.466,50493.327,50493.327,50480.466,50493.327,1,50493.327,0,0,,Click To Continue,Continue Button,2,object-6,instructions,
3,1680129067004,29/03/2023 22:31:07,1680107467004,-6,29/03/2023 10:31:07,127819,12,task-kew6,,28531701,BLIND,8480205,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 111.0.1661.54,1280x720,1223x601,,instructions,2,ABC,AB,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1680133596862,29/03/2023 23:46:36,1680111996862,-6,29/03/2023 11:46:36,127819,12,task-kew6,,28533185,BLIND,8480783,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,instructions,2,BAC,BA,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1680133636708,29/03/2023 23:47:16,1680112036708,-6,29/03/2023 11:47:16,127819,12,task-kew6,,28533185,BLIND,8480783,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,instructions,2,BAC,BA,Spreadsheet1,1,instructions,Screen 1,ehaj1m,1,continue,,39886.32,39869.603,39886.32,39886.32,39869.603,39886.32,1,39886.32,0,0,,Click To Continue,Continue Button,2,object-6,instructions,
3,1680133636725,29/03/2023 23:47:16,1680112036725,-6,29/03/2023 11:47:16,127819,12,task-kew6,,28533185,BLIND,8480783,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,instructions,2,BAC,BA,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1680134298790,29/03/2023 23:58:18,1680112698790,-6,29/03/2023 11:58:18,127819,12,task-kew6,,28533375,BLIND,8480862,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1920x1080,1920x969,,instructions,2,BCA,BA,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1680134301534,29/03/2023 23:58:21,1680112701534,-6,29/03/2023 11:58:21,127819,12,task-kew6,,28533375,BLIND,8480862,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1920x1080,1920x969,,instructions,2,BCA,BA,Spreadsheet1,1,instructions,Screen 1,ehaj1m,1,continue,,2771.6119999988823,2766.675,2771.6119999988823,2771.6119999988823,2766.675,2771.6119999988823,1,2771.6119999988823,0,0,,Click To Continue,Continue Button,2,object-6,instructions,
3,1680134301541,29/03/2023 23:58:21,1680112701541,-6,29/03/2023 11:58:21,127819,12,task-kew6,,28533375,BLIND,8480862,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1920x1080,1920x969,,instructions,2,BCA,BA,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1680134461254,30/03/2023 00:01:01,1680112861254,-6,29/03/2023 12:01:01,127819,12,task-kew6,,28533425,BLIND,8480880,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,instructions,2,CAB,AB,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1680134495226,30/03/2023 00:01:35,1680112895226,-6,29/03/2023 12:01:35,127819,12,task-kew6,,28533425,BLIND,8480880,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,instructions,2,CAB,AB,Spreadsheet1,1,instructions,Screen 1,ehaj1m,1,continue,,33987.510000000744,33984.019,33987.510000000744,33987.510000000744,33984.019,33987.510000000744,1,33987.510000000744,0,0,,Click To Continue,Continue Button,2,object-6,instructions,
3,1680134495229,30/03/2023 00:01:35,1680112895229,-6,29/03/2023 12:01:35,127819,12,task-kew6,,28533425,BLIND,8480880,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,instructions,2,CAB,AB,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1680131918306,29/03/2023 23:18:38,1680135518306,1,30/03/2023 01:18:38,127819,12,task-kew6,,28539678,BLIND,8483135,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x617,,instructions,2,CBA,AB,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1680131920856,29/03/2023 23:18:40,1680135520856,1,30/03/2023 01:18:40,127819,12,task-kew6,,28539678,BLIND,8483135,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x617,,instructions,2,CBA,AB,Spreadsheet1,1,instructions,Screen 1,ehaj1m,1,continue,,2574.043,2566.195,2574.043,2574.043,2566.195,2574.043,1,2574.043,0,0,,Click To Continue,Continue Button,2,object-6,instructions,
3,1680131920861,29/03/2023 23:18:40,1680135520861,1,30/03/2023 01:18:40,127819,12,task-kew6,,28539678,BLIND,8483135,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x617,,instructions,2,CBA,AB,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1680209034765,30/03/2023 20:43:54,1680183834765,-7,30/03/2023 06:43:54,127819,12,task-kew6,,28555514,BLIND,8490440,,complete,,,mobile,Motorola edge,Android 12,Chrome 111.0.0.0,432x960,432x844,,instructions,2,ABC,BA,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1680209044710,30/03/2023 20:44:04,1680183844710,-7,30/03/2023 06:44:04,127819,12,task-kew6,,28555514,BLIND,8490440,,complete,,,mobile,Motorola edge,Android 12,Chrome 111.0.0.0,432x960,432x844,,instructions,2,ABC,BA,Spreadsheet1,1,instructions,Screen 1,ehaj1m,1,continue,,9948.634999999998,9940.371,9948.634999999998,9948.634999999998,9940.371,9948.634999999998,1,9948.634999999998,0,0,,Click To Continue,Continue Button,2,object-6,instructions,
3,1680209044715,30/03/2023 20:44:04,1680183844715,-7,30/03/2023 06:44:04,127819,12,task-kew6,,28555514,BLIND,8490440,,complete,,,mobile,Motorola edge,Android 12,Chrome 111.0.0.0,432x960,432x844,,instructions,2,ABC,BA,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1680209088572,30/03/2023 20:44:48,1680183888572,-7,30/03/2023 06:44:48,127819,12,task-kew6,,28555560,BLIND,8490470,,complete,,,mobile,Motorola moto g 5G,Android 11,Chrome 111.0.0.0,432x960,432x812,,instructions,2,ACB,BA,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1680209095626,30/03/2023 20:44:55,1680183895626,-7,30/03/2023 06:44:55,127819,12,task-kew6,,28555560,BLIND,8490470,,complete,,,mobile,Motorola moto g 5G,Android 11,Chrome 111.0.0.0,432x960,432x812,,instructions,2,ACB,BA,Spreadsheet1,1,instructions,Screen 1,ehaj1m,1,continue,,7110.030000005961,7095.301,7110.030000005961,7110.030000005961,7095.301,7110.030000005961,1,7110.030000005961,0,0,,Click To Continue,Continue Button,2,object-6,instructions,
3,1680209095638,30/03/2023 20:44:55,1680183895638,-7,30/03/2023 06:44:55,127819,12,task-kew6,,28555560,BLIND,8490470,,complete,,,mobile,Motorola moto g 5G,Android 11,Chrome 111.0.0.0,432x960,432x812,,instructions,2,ACB,BA,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1680205514693,30/03/2023 19:45:14,1680183914693,-6,30/03/2023 07:45:14,127819,12,task-kew6,,28555591,BLIND,8490491,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x726,,instructions,2,BAC,BA,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1680205521541,30/03/2023 19:45:21,1680183921541,-6,30/03/2023 07:45:21,127819,12,task-kew6,,28555591,BLIND,8490491,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x726,,instructions,2,BAC,BA,Spreadsheet1,1,instructions,Screen 1,ehaj1m,1,continue,,6845,6828,6845,6845,6828,6845,1,6845,0,0,,Click To Continue,Continue Button,2,object-6,instructions,
