Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-r1ad,order-e485,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Score,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Manipulation: Spreadsheet
1,1680041606694,28/03/2023 22:13:26,1680023606694,-5,28/03/2023 12:13:26,127819,11,task-n1zx,,28499137,BLIND,8470200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,683x624,,Prolific code,2,BAC,BA,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,
2,1680041612038,28/03/2023 22:13:32,1680023612038,-5,28/03/2023 12:13:32,127819,11,task-n1zx,,28499137,BLIND,8470200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,683x624,,Prolific code,2,BAC,BA,Spreadsheet1,1,code,Screen 1,gveb5j,1,continue,,5363.221000143051,5349.982,5363.221000143051,5363.221000143051,5349.982,5363.221000143051,1,0,5363.221000143051,0,0,,Click To Continue,Continue Button,2,object-4,code,
3,1680041612040,28/03/2023 22:13:32,1680023612040,-5,28/03/2023 12:13:32,127819,11,task-n1zx,,28499137,BLIND,8470200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,683x624,,Prolific code,2,BAC,BA,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,,
1,1680041637021,28/03/2023 22:13:57,1680023637021,-5,28/03/2023 12:13:57,127819,11,task-n1zx,,28499144,BLIND,8470361,,complete,,,mobile,Samsung SM-N970U1,Android 12,Chrome WebView 111.0.5563.116,412x869,412x787,,Prolific code,2,BCA,BA,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,
2,1680041653394,28/03/2023 22:14:13,1680023653394,-5,28/03/2023 12:14:13,127819,11,task-n1zx,,28499144,BLIND,8470361,,complete,,,computer,Desktop or Laptop,Linux aarch64,Chrome 111.0.5563.116,412x869,412x787,,Prolific code,2,BCA,BA,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,
3,1680041667478,28/03/2023 22:14:27,1680023667478,-5,28/03/2023 12:14:27,127819,11,task-n1zx,,28499144,BLIND,8470361,,complete,,,computer,Desktop or Laptop,Linux aarch64,Chrome 111.0.5563.116,412x869,412x787,,Prolific code,2,BCA,BA,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,
4,1680041677375,28/03/2023 22:14:37,1680023677375,-5,28/03/2023 12:14:37,127819,11,task-n1zx,,28499144,BLIND,8470361,,complete,,,computer,Desktop or Laptop,Linux aarch64,Chrome 111.0.5563.116,412x869,412x787,,Prolific code,2,BCA,BA,Spreadsheet1,1,code,Screen 1,gveb5j,1,continue,,9904.403999999999,9887.731,9904.403999999999,9904.403999999999,9887.731,9904.403999999999,1,0,9904.403999999999,0,0,,Click To Continue,Continue Button,2,object-4,code,
5,1680041677382,28/03/2023 22:14:37,1680023677382,-5,28/03/2023 12:14:37,127819,11,task-n1zx,,28499144,BLIND,8470361,,complete,,,computer,Desktop or Laptop,Linux aarch64,Chrome 111.0.5563.116,412x869,412x787,,Prolific code,2,BCA,BA,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,,
1,1680038510004,28/03/2023 21:21:50,1680024110004,-4,28/03/2023 13:21:50,127819,11,task-n1zx,,28499551,BLIND,8470412,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Prolific code,2,CBA,BA,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,
2,1680038593733,28/03/2023 21:23:13,1680024193733,-4,28/03/2023 13:23:13,127819,11,task-n1zx,,28499551,BLIND,8470412,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Prolific code,2,CBA,BA,Spreadsheet1,1,code,Screen 1,gveb5j,1,continue,,83746.62900002384,83733.28199999999,83746.62900002384,83746.62900002384,83733.28199999999,83746.62900002384,1,0,83746.62900002384,0,0,,Click To Continue,Continue Button,2,object-4,code,
3,1680038593744,28/03/2023 21:23:13,1680024193744,-4,28/03/2023 13:23:13,127819,11,task-n1zx,,28499551,BLIND,8470412,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Prolific code,2,CBA,BA,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,,
1,1680049455736,29/03/2023 00:24:15,1680024255736,-7,28/03/2023 10:24:15,127819,11,task-n1zx,,28499620,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Prolific code,2,CAB,AB,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,
2,1680049457973,29/03/2023 00:24:17,1680024257973,-7,28/03/2023 10:24:17,127819,11,task-n1zx,,28499620,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Prolific code,2,CAB,AB,Spreadsheet1,1,code,Screen 1,gveb5j,1,continue,,2235,2218,2235,2235,2218,2235,1,0,2235,0,0,,Click To Continue,Continue Button,2,object-4,code,
3,1680049457977,29/03/2023 00:24:17,1680024257977,-7,28/03/2023 10:24:17,127819,11,task-n1zx,,28499620,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Prolific code,2,CAB,AB,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,,
1,1680049489046,29/03/2023 00:24:49,1680024289046,-7,28/03/2023 10:24:49,127819,11,task-n1zx,,28499643,BLIND,8470211,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1432x710,,Prolific code,2,BCA,AB,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,
2,1680049502466,29/03/2023 00:25:02,1680024302466,-7,28/03/2023 10:25:02,127819,11,task-n1zx,,28499643,BLIND,8470211,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1432x710,,Prolific code,2,BCA,AB,Spreadsheet1,1,code,Screen 1,gveb5j,1,continue,,13429.036000190736,13417.647,13429.036000190736,13429.036000190736,13417.647,13429.036000190736,1,0,13429.036000190736,0,0,,Click To Continue,Continue Button,2,object-4,code,
3,1680049502469,29/03/2023 00:25:02,1680024302469,-7,28/03/2023 10:25:02,127819,11,task-n1zx,,28499643,BLIND,8470211,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1432x710,,Prolific code,2,BCA,AB,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,,
1,1680038979330,28/03/2023 21:29:39,1680024579330,-4,28/03/2023 13:29:39,127819,11,task-n1zx,,28499780,BLIND,8470260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Prolific code,2,CBA,BA,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,
2,1680038983955,28/03/2023 21:29:43,1680024583955,-4,28/03/2023 13:29:43,127819,11,task-n1zx,,28499780,BLIND,8470260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Prolific code,2,CBA,BA,Spreadsheet1,1,code,Screen 1,gveb5j,1,continue,,4638.62,4621.936,4638.62,4638.62,4621.936,4638.62,1,0,4638.62,0,0,,Click To Continue,Continue Button,2,object-4,code,
3,1680038983956,28/03/2023 21:29:43,1680024583956,-4,28/03/2023 13:29:43,127819,11,task-n1zx,,28499780,BLIND,8470260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Prolific code,2,CBA,BA,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,,
1,1680050356577,29/03/2023 00:39:16,1680025156577,-7,28/03/2023 10:39:16,127819,11,task-n1zx,,28500096,BLIND,8470620,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1920x1080,1920x937,,Prolific code,2,ACB,AB,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,
2,1680050369900,29/03/2023 00:39:29,1680025169900,-7,28/03/2023 10:39:29,127819,11,task-n1zx,,28500096,BLIND,8470620,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1920x1080,1920x937,,Prolific code,2,ACB,AB,Spreadsheet1,1,code,Screen 1,gveb5j,1,continue,,13342.885999982118,13333.359999999999,13342.885999982118,13342.885999982118,13333.359999999999,13342.885999982118,1,0,13342.885999982118,0,0,,Click To Continue,Continue Button,2,object-4,code,
3,1680050369903,29/03/2023 00:39:29,1680025169903,-7,28/03/2023 10:39:29,127819,11,task-n1zx,,28500096,BLIND,8470620,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1920x1080,1920x937,,Prolific code,2,ACB,AB,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,,
1,1680040023095,28/03/2023 21:47:03,1680025623095,-4,28/03/2023 13:47:03,127819,11,task-n1zx,,28500395,BLIND,8470585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3.1,1280x800,1280x644,,Prolific code,2,ABC,BA,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,
2,1680040038075,28/03/2023 21:47:18,1680025638075,-4,28/03/2023 13:47:18,127819,11,task-n1zx,,28500395,BLIND,8470585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3.1,1280x800,1280x644,,Prolific code,2,ABC,BA,Spreadsheet1,1,code,Screen 1,gveb5j,1,continue,,17970,17962,17970,17970,17962,17970,1,0,17970,0,0,,Click To Continue,Continue Button,2,object-4,code,
3,1680040038080,28/03/2023 21:47:18,1680025638080,-4,28/03/2023 13:47:18,127819,11,task-n1zx,,28500395,BLIND,8470585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3.1,1280x800,1280x644,,Prolific code,2,ABC,BA,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,,
1,1680022825204,28/03/2023 17:00:25,1680026425204,1,28/03/2023 19:00:25,127819,11,task-n1zx,,28500931,BLIND,8470849,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1536x864,1536x739,,Prolific code,2,BCA,BA,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,
2,1680022829394,28/03/2023 17:00:29,1680026429394,1,28/03/2023 19:00:29,127819,11,task-n1zx,,28500931,BLIND,8470849,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1536x864,1536x739,,Prolific code,2,BCA,BA,Spreadsheet1,1,code,Screen 1,gveb5j,1,continue,,4207.88,4199.46,4207.88,4207.88,4199.46,4207.88,1,0,4207.88,0,0,,Click To Continue,Continue Button,2,object-4,code,
3,1680022829396,28/03/2023 17:00:29,1680026429396,1,28/03/2023 19:00:29,127819,11,task-n1zx,,28500931,BLIND,8470849,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1536x864,1536x739,,Prolific code,2,BCA,BA,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,,
1,1680040893874,28/03/2023 22:01:33,1680026493874,-4,28/03/2023 14:01:33,127819,11,task-n1zx,,28500966,BLIND,8470987,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x657,,Prolific code,2,ABC,AB,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,
2,1680040975171,28/03/2023 22:02:55,1680026575171,-4,28/03/2023 14:02:55,127819,11,task-n1zx,,28500966,BLIND,8470987,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x657,,Prolific code,2,ABC,AB,Spreadsheet1,1,code,Screen 1,gveb5j,1,continue,,95939.123,95922.447,95939.123,95939.123,95922.447,95939.123,1,0,95939.123,0,0,,Click To Continue,Continue Button,2,object-4,code,
3,1680040975175,28/03/2023 22:02:55,1680026575175,-4,28/03/2023 14:02:55,127819,11,task-n1zx,,28500966,BLIND,8470987,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x657,,Prolific code,2,ABC,AB,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,,
1,1680041411968,28/03/2023 22:10:11,1680027011968,-4,28/03/2023 14:10:11,127819,11,task-n1zx,,28501296,BLIND,8470891,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Prolific code,2,CBA,BA,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,
2,1680042248056,28/03/2023 22:24:08,1680027848056,-4,28/03/2023 14:24:08,127819,11,task-n1zx,,28501296,BLIND,8470891,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Prolific code,2,CBA,BA,Spreadsheet1,1,code,Screen 1,gveb5j,1,continue,,836104.099,836087.501,836104.099,836104.099,836087.501,836104.099,1,0,836104.099,0,0,,Click To Continue,Continue Button,2,object-4,code,
3,1680042248069,28/03/2023 22:24:08,1680027848069,-4,28/03/2023 14:24:08,127819,11,task-n1zx,,28501296,BLIND,8470891,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Prolific code,2,CBA,BA,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,,
1,1680041448514,28/03/2023 22:10:48,1680027048514,-4,28/03/2023 14:10:48,127819,11,task-n1zx,,28501318,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Prolific code,2,CAB,AB,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,
2,1680041465052,28/03/2023 22:11:05,1680027065052,-4,28/03/2023 14:11:05,127819,11,task-n1zx,,28501318,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Prolific code,2,CAB,AB,Spreadsheet1,1,code,Screen 1,gveb5j,1,continue,,16551.031,16538.274999999998,16551.031,16551.031,16538.274999999998,16551.031,1,0,16551.031,0,0,,Click To Continue,Continue Button,2,object-4,code,
3,1680041465057,28/03/2023 22:11:05,1680027065057,-4,28/03/2023 14:11:05,127819,11,task-n1zx,,28501318,BLIND,8470900,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,Prolific code,2,CAB,AB,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,,
1,1680053987566,29/03/2023 01:39:47,1680028787566,-7,28/03/2023 11:39:47,127819,11,task-n1zx,,28502480,BLIND,8471269,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,Prolific code,2,BAC,BA,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,
2,1680054005498,29/03/2023 01:40:05,1680028805498,-7,28/03/2023 11:40:05,127819,11,task-n1zx,,28502480,BLIND,8471269,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,Prolific code,2,BAC,BA,Spreadsheet1,1,code,Screen 1,gveb5j,1,continue,,23327.733,23311.087,23327.733,23327.733,23311.087,23327.733,1,0,23327.733,0,0,,Click To Continue,Continue Button,2,object-4,code,
3,1680054005512,29/03/2023 01:40:05,1680028805512,-7,28/03/2023 11:40:05,127819,11,task-n1zx,,28502480,BLIND,8471269,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,Prolific code,2,BAC,BA,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,,
END OF FILE
