Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-r1ad,order-e485,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Score,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_blocks,Spreadsheet: randomise_trials,Spreadsheet: item,Spreadsheet: ANSWER,Spreadsheet: targetresponse,Spreadsheet: type,Manipulation: Spreadsheet,Store: Accuracy,Store: incorrect
53,1680033431752,28/03/2023 19:57:11,1680019031752,-4,28/03/2023 11:57:11,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,51,main,main,l6tere,1,response,tick.png,11026.730000011972,11017.433000000077,11026.730000011972,11026.730000011972,11017.433000000077,11026.730000011972,1,0,11026.730000011972,0,0,,Click Response,Response,1,object-18,main,,2,ladrón,tick.png,word,word,,,
54,1680033438863,28/03/2023 19:57:18,1680019038863,-4,28/03/2023 11:57:18,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,52,main,main,l6tere,1,response,tick.png,7120.696999988053,7117.140999999945,7120.696999988053,7120.696999988053,7117.140999999945,7120.696999988053,1,0,7120.696999988053,0,0,,Click Response,Response,1,object-18,main,,2,ganar,tick.png,word,word,,,
55,1680033447944,28/03/2023 19:57:27,1680019047944,-4,28/03/2023 11:57:27,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,53,main,main,l6tere,1,response,tick.png,9083.96000000008,9067.293000000063,9083.96000000008,9083.96000000008,9067.293000000063,9083.96000000008,0,0,9083.96000000008,0,0,,Click Response,Response,1,object-18,main,,2,flamida,cross.png,non,non,,,
56,1680033451567,28/03/2023 19:57:31,1680019051567,-4,28/03/2023 11:57:31,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,54,main,main,l6tere,1,response,tick.png,3640.4629999761237,3633.597999999998,3640.4629999761237,3640.4629999761237,3633.597999999998,3640.4629999761237,1,0,3640.4629999761237,0,0,,Click Response,Response,1,object-18,main,,2,candado,tick.png,word,word,,,
57,1680033458271,28/03/2023 19:57:38,1680019058271,-4,28/03/2023 11:57:38,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,55,main,main,l6tere,1,response,tick.png,6710.564999964205,6700.441999999923,6710.564999964205,6710.564999964205,6700.441999999923,6710.564999964205,1,0,6710.564999964205,0,0,,Click Response,Response,1,object-18,main,,2,camisa,tick.png,word,word,,,
58,1680033467023,28/03/2023 19:57:47,1680019067023,-4,28/03/2023 11:57:47,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,56,main,main,l6tere,1,response,cross.png,8762.323000011966,8750.599000000046,8762.323000011966,8762.323000011966,8750.599000000046,8762.323000011966,1,0,8762.323000011966,0,0,,Click Response,Response,2,object-19,main,,2,vegada,cross.png,non,non,,,
59,1680033481759,28/03/2023 19:58:01,1680019081759,-4,28/03/2023 11:58:01,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,57,main,main,l6tere,1,response,cross.png,14747.823999976157,14734.358000000007,14747.823999976157,14747.823999976157,14734.358000000007,14747.823999976157,0,0,14747.823999976157,0,0,,Click Response,Response,2,object-19,main,,2,fomentar,tick.png,word,word,,,
60,1680033490159,28/03/2023 19:58:10,1680019090159,-4,28/03/2023 11:58:10,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,58,main,main,l6tere,1,response,tick.png,8413.565999999992,8400.572999999975,8413.565999999992,8413.565999999992,8400.572999999975,8413.565999999992,1,0,8413.565999999992,0,0,,Click Response,Response,1,object-18,main,,2,nevar,tick.png,word,word,,,
61,1680033497240,28/03/2023 19:58:17,1680019097240,-4,28/03/2023 11:58:17,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,59,main,main,l6tere,1,response,tick.png,7093.993000000017,7083.82500000007,7093.993000000017,7093.993000000017,7083.82500000007,7093.993000000017,1,0,7093.993000000017,0,0,,Click Response,Response,1,object-18,main,,2,musgo,tick.png,word,word,,,
62,1680033499904,28/03/2023 19:58:19,1680019099904,-4,28/03/2023 11:58:19,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,60,main,main,l6tere,1,response,tick.png,2673.767999964184,2666.8559999999125,2673.767999964184,2673.767999964184,2666.8559999999125,2673.767999964184,1,0,2673.767999964184,0,0,,Click Response,Response,1,object-18,main,,2,tacaño,tick.png,word,word,,,
63,1680033508690,28/03/2023 19:58:28,1680019108690,-4,28/03/2023 11:58:28,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,61,main,main,l6tere,1,response,tick.png,8792.612000011955,8783.938000000082,8792.612000011955,8792.612000011955,8783.938000000082,8792.612000011955,0,0,8792.612000011955,0,0,,Click Response,Response,1,object-18,main,,2,plaudir,cross.png,non,non,,,
64,1680033516247,28/03/2023 19:58:36,1680019116247,-4,28/03/2023 11:58:36,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,62,main,main,l6tere,1,response,tick.png,7565.97399996419,7550.525999999954,7565.97399996419,7565.97399996419,7550.525999999954,7565.97399996419,1,0,7565.97399996419,0,0,,Click Response,Response,1,object-18,main,,2,besar,tick.png,word,word,,,
65,1680033522359,28/03/2023 19:58:42,1680019122359,-4,28/03/2023 11:58:42,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,63,main,main,l6tere,1,response,tick.png,6127.947999964235,6117.074999999953,6127.947999964235,6127.947999964235,6117.074999999953,6127.947999964235,1,0,6127.947999964235,0,0,,Click Response,Response,1,object-18,main,,2,matar,tick.png,word,word,,,
66,1680033528598,28/03/2023 19:58:48,1680019128598,-4,28/03/2023 11:58:48,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,64,main,main,l6tere,1,response,tick.png,6249.872999964282,6233.76800000004,6249.872999964282,6249.872999964282,6233.76800000004,6249.872999964282,1,0,6249.872999964282,0,0,,Click Response,Response,1,object-18,main,,2,seda,tick.png,word,word,,,
67,1680033533632,28/03/2023 19:58:53,1680019133632,-4,28/03/2023 11:58:53,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,65,main,main,l6tere,1,response,tick.png,5049.204999988084,5033.684000000008,5049.204999988084,5049.204999988084,5033.684000000008,5049.204999988084,1,0,5049.204999988084,0,0,,Click Response,Response,1,object-18,main,,2,flaco,tick.png,word,word,,,
68,1680033536151,28/03/2023 19:58:56,1680019136151,-4,28/03/2023 11:58:56,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,66,main,main,l6tere,1,response,tick.png,2535.121000011917,2533.5,2535.121000011917,2535.121000011917,2533.5,2535.121000011917,0,0,2535.121000011917,0,0,,Click Response,Response,1,object-18,main,,2,esposante,cross.png,non,non,,,
69,1680033546160,28/03/2023 19:59:06,1680019146160,-4,28/03/2023 11:59:06,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,67,main,main,l6tere,1,response,tick.png,10010.121000011917,10000.699000000022,10010.121000011917,10010.121000011917,10000.699000000022,10010.121000011917,1,0,10010.121000011917,0,0,,Click Response,Response,1,object-18,main,,2,orgulloso,tick.png,word,word,,,
70,1680033560592,28/03/2023 19:59:20,1680019160592,-4,28/03/2023 11:59:20,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,68,main,main,l6tere,1,response,tick.png,14441.721999964211,14434.319000000018,14441.721999964211,14441.721999964211,14434.319000000018,14441.721999964211,1,0,14441.721999964211,0,0,,Click Response,Response,1,object-18,main,,2,bizcocho,tick.png,word,word,,,
71,1680033562336,28/03/2023 19:59:22,1680019162336,-4,28/03/2023 11:59:22,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,69,main,main,l6tere,1,response,tick.png,1751.3029999999562,1750.1199999999953,1751.3029999999562,1751.3029999999562,1750.1199999999953,1751.3029999999562,0,0,1751.3029999999562,0,0,,Click Response,Response,1,object-18,main,,2,hacido,cross.png,non,non,,,
72,1680033573736,28/03/2023 19:59:33,1680019173736,-4,28/03/2023 11:59:33,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,70,main,main,l6tere,1,response,tick.png,11400.783999999985,11384.118999999948,11400.783999999985,11400.783999999985,11384.118999999948,11400.783999999985,1,0,11400.783999999985,0,0,,Click Response,Response,1,object-18,main,,2,cabello,tick.png,word,word,,,
73,1680033577551,28/03/2023 19:59:37,1680019177551,-4,28/03/2023 11:59:37,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,71,main,main,l6tere,1,response,tick.png,3832.564000000013,3816.9250000000466,3832.564000000013,3832.564000000013,3816.9250000000466,3832.564000000013,1,0,3832.564000000013,0,0,,Click Response,Response,1,object-18,main,,2,alegre,tick.png,word,word,,,
74,1680033586424,28/03/2023 19:59:46,1680019186424,-4,28/03/2023 11:59:46,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,72,main,main,l6tere,1,response,cross.png,8888.338999988046,8883.95399999991,8888.338999988046,8888.338999988046,8883.95399999991,8888.338999988046,0,0,8888.338999988046,0,0,,Click Response,Response,2,object-19,main,,2,engatusar,tick.png,word,word,,,
75,1680033588784,28/03/2023 19:59:48,1680019188784,-4,28/03/2023 11:59:48,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,73,main,main,l6tere,1,response,tick.png,2364.185000000056,2350.1470000001136,2364.185000000056,2364.185000000056,2350.1470000001136,2364.185000000056,0,0,2364.185000000056,0,0,,Click Response,Response,1,object-18,main,,2,temblo,cross.png,non,non,,,
76,1680033590728,28/03/2023 19:59:50,1680019190728,-4,28/03/2023 11:59:50,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,74,main,main,l6tere,1,response,cross.png,1958.0379999999423,1950.1289999999572,1958.0379999999423,1958.0379999999423,1950.1289999999572,1958.0379999999423,0,0,1958.0379999999423,0,0,,Click Response,Response,2,object-19,main,,2,polvoriento,tick.png,word,word,,,
77,1680033592544,28/03/2023 19:59:52,1680019192544,-4,28/03/2023 11:59:52,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,75,main,main,l6tere,1,response,tick.png,1824.3089999761432,1816.8059999999823,1824.3089999761432,1824.3089999761432,1816.8059999999823,1824.3089999761432,0,0,1824.3089999761432,0,0,,Click Response,Response,1,object-18,main,,2,pemición,cross.png,non,non,,,
78,1680033593913,28/03/2023 19:59:53,1680019193913,-4,28/03/2023 11:59:53,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,76,main,main,l6tere,1,response,tick.png,1375.9030000119237,1366.7589999999618,1375.9030000119237,1375.9030000119237,1366.7589999999618,1375.9030000119237,1,0,1375.9030000119237,0,0,,Click Response,Response,1,object-18,main,,2,hervidor,tick.png,word,word,,,
79,1680033595103,28/03/2023 19:59:55,1680019195103,-4,28/03/2023 11:59:55,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,77,main,main,l6tere,1,response,tick.png,1199.7439999761991,1183.363000000012,1199.7439999761991,1199.7439999761991,1183.363000000012,1199.7439999761991,0,0,1199.7439999761991,0,0,,Click Response,Response,1,object-18,main,,2,cintro,cross.png,non,non,,,
80,1680033601945,28/03/2023 20:00:01,1680019201945,-4,28/03/2023 12:00:01,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,78,main,main,l6tere,1,response,tick.png,6857.680999988108,6850.51800000004,6857.680999988108,6857.680999988108,6850.51800000004,6857.680999988108,1,0,6857.680999988108,0,0,,Click Response,Response,1,object-18,main,,2,yacer,tick.png,word,word,,,
81,1680033608648,28/03/2023 20:00:08,1680019208648,-4,28/03/2023 12:00:08,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,79,main,main,l6tere,1,response,tick.png,6710.162999988068,6700.466999999946,6710.162999988068,6710.162999988068,6700.466999999946,6710.162999988068,1,0,6710.162999988068,0,0,,Click Response,Response,1,object-18,main,,2,atar,tick.png,word,word,,,
82,1680033609575,28/03/2023 20:00:09,1680019209575,-4,28/03/2023 12:00:09,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,80,main,main,l6tere,1,response,tick.png,937.09599996428,933.39300000004,937.09599996428,937.09599996428,933.39300000004,937.09599996428,1,0,937.09599996428,0,0,,Click Response,Response,1,object-18,main,,2,tiburón,tick.png,word,word,,,
83,1680033615943,28/03/2023 20:00:15,1680019215943,-4,28/03/2023 12:00:15,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,81,main,main,l6tere,1,response,tick.png,6371.302999988082,6367.109000000055,6371.302999988082,6371.302999988082,6367.109000000055,6371.302999988082,1,0,6371.302999988082,0,0,,Click Response,Response,1,object-18,main,,2,frondoso,tick.png,word,word,,,
84,1680033623016,28/03/2023 20:00:23,1680019223016,-4,28/03/2023 12:00:23,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,82,main,main,l6tere,1,response,cross.png,7078.093999964185,7067.16399999999,7078.093999964185,7078.093999964185,7067.16399999999,7078.093999964185,1,0,7078.093999964185,0,0,,Click Response,Response,2,object-19,main,,2,tropaje,cross.png,non,non,,,
85,1680033630655,28/03/2023 20:00:30,1680019230655,-4,28/03/2023 12:00:30,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,83,main,main,l6tere,1,response,tick.png,7649.829999999958,7633.847999999998,7649.829999999958,7649.829999999958,7633.847999999998,7649.829999999958,1,0,7649.829999999958,0,0,,Click Response,Response,1,object-18,main,,2,hormiga,tick.png,word,word,,,
86,1680033639439,28/03/2023 20:00:39,1680019239439,-4,28/03/2023 12:00:39,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,84,main,main,l6tere,1,response,tick.png,8799.681999988039,8783.93499999994,8799.681999988039,8799.681999988039,8783.93499999994,8799.681999988039,1,0,8799.681999988039,0,0,,Click Response,Response,1,object-18,main,,2,pozo,tick.png,word,word,,,
87,1680033644816,28/03/2023 20:00:44,1680019244816,-4,28/03/2023 12:00:44,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,85,main,main,l6tere,1,response,tick.png,5393.0470000000205,5383.7029999999795,5393.0470000000205,5393.0470000000205,5383.7029999999795,5393.0470000000205,0,0,5393.0470000000205,0,0,,Click Response,Response,1,object-18,main,,2,empirador,cross.png,non,non,,,
88,1680033651920,28/03/2023 20:00:51,1680019251920,-4,28/03/2023 12:00:51,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,86,main,main,l6tere,1,response,tick.png,7112.54399998812,7100.498000000021,7112.54399998812,7112.54399998812,7100.498000000021,7112.54399998812,1,0,7112.54399998812,0,0,,Click Response,Response,1,object-18,main,,2,guante,tick.png,word,word,,,
89,1680033661456,28/03/2023 20:01:01,1680019261456,-4,28/03/2023 12:01:01,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,87,main,main,l6tere,1,response,cross.png,9548.84600000002,9533.994000000064,9548.84600000002,9548.84600000002,9533.994000000064,9548.84600000002,1,0,9548.84600000002,0,0,,Click Response,Response,2,object-19,main,,2,escuto,cross.png,non,non,,,
90,1680033674239,28/03/2023 20:01:14,1680019274239,-4,28/03/2023 12:01:14,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,88,main,main,l6tere,1,response,tick.png,12797.652000011876,12784.20399999991,12797.652000011876,12797.652000011876,12784.20399999991,12797.652000011876,1,0,12797.652000011876,0,0,,Click Response,Response,1,object-18,main,,2,laúd,tick.png,word,word,,,
91,1680033682991,28/03/2023 20:01:22,1680019282991,-4,28/03/2023 12:01:22,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,89,main,main,l6tere,1,response,tick.png,8765.648000000045,8750.587000000058,8765.648000000045,8765.648000000045,8750.587000000058,8765.648000000045,1,0,8765.648000000045,0,0,,Click Response,Response,1,object-18,main,,2,barato,tick.png,word,word,,,
92,1680033690112,28/03/2023 20:01:30,1680019290112,-4,28/03/2023 12:01:30,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,90,main,main,l6tere,1,response,cross.png,7135.660999964224,7133.846999999951,7135.660999964224,7135.660999964224,7133.846999999951,7135.660999964224,1,0,7135.660999964224,0,0,,Click Response,Response,2,object-19,main,,2,grodo,cross.png,non,non,,,
93,1680033700816,28/03/2023 20:01:40,1680019300816,-4,28/03/2023 12:01:40,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,91,main,main,l6tere,1,response,tick.png,10705.813999964274,10700.73900000006,10705.813999964274,10705.813999964274,10700.73900000006,10705.813999964274,1,0,10705.813999964274,0,0,,Click Response,Response,1,object-18,main,,2,acantilado,tick.png,word,word,,,
94,1680033701920,28/03/2023 20:01:41,1680019301920,-4,28/03/2023 12:01:41,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,92,main,main,l6tere,1,response,tick.png,1108.7750000118976,1100.0649999999441,1108.7750000118976,1108.7750000118976,1100.0649999999441,1108.7750000118976,1,0,1108.7750000118976,0,0,,Click Response,Response,1,object-18,main,,2,prisa,tick.png,word,word,,,
95,1680033712056,28/03/2023 20:01:52,1680019312056,-4,28/03/2023 12:01:52,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,93,main,main,l6tere,1,response,tick.png,10144.609999988112,10134.030000000028,10144.609999988112,10144.609999988112,10134.030000000028,10144.609999988112,1,0,10144.609999988112,0,0,,Click Response,Response,1,object-18,main,,2,clavel,tick.png,word,word,,,
96,1680033712064,28/03/2023 20:01:52,1680019312064,-4,28/03/2023 12:01:52,127819,11,task-6d1f,,28495085,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Spanish lextale,4,BCA,AB,sp,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,,,,
1,1680046264274,28/03/2023 23:31:04,1680021064274,-7,28/03/2023 09:31:04,127819,11,task-6d1f,,28497558,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,Spanish lextale,4,ABC,BA,sp,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,
2,1680046266304,28/03/2023 23:31:06,1680021066304,-7,28/03/2023 09:31:06,127819,11,task-6d1f,,28497558,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,Spanish lextale,4,ABC,BA,sp,1,instructions,Screen 1,pemmcz,1,continue,,2048.3809999940395,2039.7340000000004,2048.3809999940395,2048.3809999940395,2039.7340000000004,2048.3809999940395,1,0,2048.3809999940395,0,0,,Click To Continue,Continue Button,2,object-5,instructions,,,,,,,,,
3,1680046269769,28/03/2023 23:31:09,1680021069769,-7,28/03/2023 09:31:09,127819,11,task-6d1f,,28497558,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,Spanish lextale,4,ABC,BA,sp,1,main,main,l6tere,1,response,cross.png,3473.346999982118,3460.2119999999995,3473.346999982118,3473.346999982118,3460.2119999999995,3473.346999982118,1,0,3473.346999982118,0,0,,Click Response,Response,2,object-19,main,,1,depiste,cross.png,word,filler,,,
4,1680046270387,28/03/2023 23:31:10,1680021070387,-7,28/03/2023 09:31:10,127819,11,task-6d1f,,28497558,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,Spanish lextale,4,ABC,BA,sp,2,main,main,l6tere,1,response,tick.png,631.4349999940396,618.4919999999993,631.4349999940396,631.4349999940396,618.4919999999993,631.4349999940396,0,0,631.4349999940396,0,0,,Click Response,Response,1,object-18,main,,1,sí,cross.png,non,filler,,,
5,1680046272109,28/03/2023 23:31:12,1680021072109,-7,28/03/2023 09:31:12,127819,11,task-6d1f,,28497558,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,Spanish lextale,4,ABC,BA,sp,3,main,main,l6tere,1,response,cross.png,1734.8430000000008,1721.7480000000014,1734.8430000000008,1734.8430000000008,1721.7480000000014,1734.8430000000008,1,0,1734.8430000000008,0,0,,Click Response,Response,2,object-19,main,,1,priba,cross.png,non,filler,,,
6,1680046272671,28/03/2023 23:31:12,1680021072671,-7,28/03/2023 09:31:12,127819,11,task-6d1f,,28497558,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,Spanish lextale,4,ABC,BA,sp,4,main,main,l6tere,1,response,tick.png,575.0949999999993,568.3439999999991,575.0949999999993,575.0949999999993,568.3439999999991,575.0949999999993,0,0,575.0949999999993,0,0,,Click Response,Response,1,object-18,main,,2,terzo,cross.png,non,non,,,
7,1680046272828,28/03/2023 23:31:12,1680021072828,-7,28/03/2023 09:31:12,127819,11,task-6d1f,,28497558,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,Spanish lextale,4,ABC,BA,sp,5,main,main,l6tere,1,response,tick.png,164.15100000596067,150.4439999999995,164.15100000596067,164.15100000596067,150.4439999999995,164.15100000596067,1,0,164.15100000596067,0,0,,Click Response,Response,1,object-18,main,,2,pellizcar,tick.png,word,word,,,
