"","Res.Df","RSS","Df","Sum of Sq","F","Pr(>F)"
"1",421,572.71327014218,NA,NA,NA,NA
"2",420,572.369791666667,1,0.343478475513393,0.258918522417563,0.611132590513142
"3",419,561.732350908373,1,10.6374407582938,8.0186405838825,0.00485354028333722
"4",418,554.514221014493,1,7.21812989388013,5.4411197788975,0.0201418884108141
