Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-r1ad,order-e485,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: prompt,Spreadsheet: opt_a,Spreadsheet: opt_b,Spreadsheet: correct,Spreadsheet: randomise_trials,Spreadsheet: ,Spreadsheet: __EMPTY,Spreadsheet: __EMPTY_1,Spreadsheet: __EMPTY_2,Spreadsheet: __EMPTY_3,Manipulation: Spreadsheet
8,1680211427574,30/03/2023 21:23:47,1680189827574,-6,30/03/2023 09:23:47,127819,12,task-6yod,,28559549,BLIND,8492019,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 111.0.0.0,393x873,980x1793,,Interpretation,5,ACB,AB,conds_collocation,6,main,Screen 1,cnypgd,1,response,B,322.16799997615453,312.09999999999127,322.16799997615453,322.16799997615453,312.09999999999127,322.16799997615453,1,322.16799997615453,0,0,,Click Response,Response,3,object-6,main,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,1,,pre,Mariela es una vieja amiga de Florencia.,,9,
9,1680211486537,30/03/2023 21:24:46,1680189886537,-6,30/03/2023 09:24:46,127819,12,task-6yod,,28559549,BLIND,8492019,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 111.0.0.0,393x873,980x1793,,Interpretation,5,ACB,AB,conds_collocation,7,main,Screen 1,cnypgd,1,response,B,58974.26799996424,58964.716000000015,58974.26799996424,58974.26799996424,58964.716000000015,58974.26799996424,1,58974.26799996424,0,0,,Click Response,Response,3,object-6,main,Meu amigo velho vem comer conosco,Meu amigo é meu amigo há muitos anos,Meu amigo não é jovem.,opt_b,1,,post,,,,
10,1680211486846,30/03/2023 21:24:46,1680189886846,-6,30/03/2023 09:24:46,127819,12,task-6yod,,28559549,BLIND,8492019,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 111.0.0.0,393x873,980x1793,,Interpretation,5,ACB,AB,conds_collocation,8,main,Screen 1,cnypgd,1,response,B,316.61699999996927,299.9559999999765,316.61699999996927,316.61699999996927,299.9559999999765,316.61699999996927,1,316.61699999996927,0,0,,Click Response,Response,3,object-6,main,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,1,,pre,Las grandes obras son impresionantes.,,8,
11,1680211554752,30/03/2023 21:25:54,1680189954752,-6,30/03/2023 09:25:54,127819,12,task-6yod,,28559549,BLIND,8492019,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 111.0.0.0,393x873,980x1793,,Interpretation,5,ACB,AB,conds_collocation,9,main,Screen 1,cnypgd,1,response,B,67924.79599995233,67919.785,67924.79599995233,67924.79599995233,67919.785,67924.79599995233,1,67924.79599995233,0,0,,Click Response,Response,3,object-6,main,Seus pais falam uma rara língua.,Eles falam uma linguagem estranha.,Eles falam um idioma que muito poucas pessoas falam.,opt_b,1,,pre,Sus padres hablan una rara lengua.,,8,
12,1680211555062,30/03/2023 21:25:55,1680189955062,-6,30/03/2023 09:25:55,127819,12,task-6yod,,28559549,BLIND,8492019,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 111.0.0.0,393x873,980x1793,,Interpretation,5,ACB,AB,conds_collocation,10,main,Screen 1,cnypgd,1,response,B,308.7360000000044,292.07500000001164,308.7360000000044,308.7360000000044,292.07500000001164,308.7360000000044,1,308.7360000000044,0,0,,Click Response,Response,3,object-6,main,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,1,,post,Mi abuela tiene dos lÃ¡mparas antiguas en el salÃ³n.,,7,
13,1680211555072,30/03/2023 21:25:55,1680189955072,-6,30/03/2023 09:25:55,127819,12,task-6yod,,28559549,BLIND,8492019,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 111.0.0.0,393x873,980x1793,,Interpretation,5,ACB,AB,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,
1,1680211343092,30/03/2023 21:22:23,1680189743092,-6,30/03/2023 09:22:23,127819,12,task-6yod,,28559603,BLIND,8492303,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1600x900,1600x757,,Interpretation,5,ACB,BA,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2,1680211353422,30/03/2023 21:22:33,1680189753422,-6,30/03/2023 09:22:33,127819,12,task-6yod,,28559603,BLIND,8492303,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1600x900,1600x757,,Interpretation,5,ACB,BA,conds_collocation,1,main,Screen 1,cnypgd,1,response,B,10348.972999997019,10333.809000000001,10348.972999997019,10348.972999997019,10333.809000000001,10348.972999997019,1,10348.972999997019,0,0,,Click Response,Response,3,object-6,main,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,1,,pre,Mariela es una vieja amiga de Florencia.,,9,
3,1680211360559,30/03/2023 21:22:40,1680189760559,-6,30/03/2023 09:22:40,127819,12,task-6yod,,28559603,BLIND,8492303,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1600x900,1600x757,,Interpretation,5,ACB,BA,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,7150.680000000002,7134.01,7150.680000000002,7150.680000000002,7134.01,7150.680000000002,1,7150.680000000002,0,0,,Click Response,Response,2,object-5,main,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,1,,post,Mi abuela tiene dos lÃ¡mparas antiguas en el salÃ³n.,,7,
4,1680211364775,30/03/2023 21:22:44,1680189764775,-6,30/03/2023 09:22:44,127819,12,task-6yod,,28559603,BLIND,8492303,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1600x900,1600x757,,Interpretation,5,ACB,BA,conds_collocation,3,main,Screen 1,cnypgd,1,response,B,4233.826000000001,4217.017,4233.826000000001,4233.826000000001,4217.017,4233.826000000001,1,4233.826000000001,0,0,,Click Response,Response,3,object-6,main,A pintura grande é muito cara.,A pintura é impressionante e custa muito dinheiro,A pintura é enorme e custa muito dinheiro,opt_b,1,,post,,,,
5,1680211371317,30/03/2023 21:22:51,1680189771317,-6,30/03/2023 09:22:51,127819,12,task-6yod,,28559603,BLIND,8492303,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1600x900,1600x757,,Interpretation,5,ACB,BA,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,6559.3369999999995,6550.185999999998,6559.3369999999995,6559.3369999999995,6550.185999999998,6559.3369999999995,1,6559.3369999999995,0,0,,Click Response,Response,2,object-5,main,Seus pais falam uma rara língua.,Eles falam uma linguagem estranha.,Eles falam um idioma que muito poucas pessoas falam.,opt_b,1,,pre,Sus padres hablan una rara lengua.,,8,
6,1680211378964,30/03/2023 21:22:58,1680189778964,-6,30/03/2023 09:22:58,127819,12,task-6yod,,28559603,BLIND,8492303,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1600x900,1600x757,,Interpretation,5,ACB,BA,conds_collocation,5,main,Screen 1,cnypgd,1,response,A,7656.151000000002,7650.125000000004,7656.151000000002,7656.151000000002,7650.125000000004,7656.151000000002,1,7656.151000000002,0,0,,Click Response,Response,2,object-5,main,O próprio presidente conversou com a classe.,"O presidente, e não outra pessoa, conversou com a classe.",O presidente que já havia falado com a classe.,opt_a,1,,pre,El mismo presidente hablÃ³ con la clase.,,8,
7,1680211389424,30/03/2023 21:23:09,1680189789424,-6,30/03/2023 09:23:09,127819,12,task-6yod,,28559603,BLIND,8492303,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1600x900,1600x757,,Interpretation,5,ACB,BA,conds_collocation,6,main,Screen 1,cnypgd,1,response,A,10466.626000008939,10450.409999999996,10466.626000008939,10466.626000008939,10450.409999999996,10466.626000008939,1,10466.626000008939,0,0,,Click Response,Response,2,object-5,main,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_a,1,,post,En esa casa vive un hombre solo.,,10,
8,1680211397657,30/03/2023 21:23:17,1680189797657,-6,30/03/2023 09:23:17,127819,12,task-6yod,,28559603,BLIND,8492303,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1600x900,1600x757,,Interpretation,5,ACB,BA,conds_collocation,7,main,Screen 1,cnypgd,1,response,B,8249.116000000002,8234.185000000005,8249.116000000002,8249.116000000002,8234.185000000005,8249.116000000002,1,8249.116000000002,0,0,,Click Response,Response,3,object-6,main,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,1,,pre,Las grandes obras son impresionantes.,,8,
9,1680211404913,30/03/2023 21:23:24,1680189804913,-6,30/03/2023 09:23:24,127819,12,task-6yod,,28559603,BLIND,8492303,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1600x900,1600x757,,Interpretation,5,ACB,BA,conds_collocation,8,main,Screen 1,cnypgd,1,response,A,7270.331000005957,7267.152999999998,7270.331000005957,7270.331000005957,7267.152999999998,7270.331000005957,1,7270.331000005957,0,0,,Click Response,Response,2,object-5,main,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_a,1,,pre,Santiago comprÃ³ una nueva computadora.,,9,
10,1680211421038,30/03/2023 21:23:41,1680189821038,-6,30/03/2023 09:23:41,127819,12,task-6yod,,28559603,BLIND,8492303,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1600x900,1600x757,,Interpretation,5,ACB,BA,conds_collocation,9,main,Screen 1,cnypgd,1,response,B,16128.37800000894,16117.184000000001,16128.37800000894,16128.37800000894,16117.184000000001,16128.37800000894,1,16128.37800000894,0,0,,Click Response,Response,3,object-6,main,Meu amigo velho vem comer conosco,Meu amigo é meu amigo há muitos anos,Meu amigo não é jovem.,opt_b,1,,post,,,,
11,1680211424879,30/03/2023 21:23:44,1680189824879,-6,30/03/2023 09:23:44,127819,12,task-6yod,,28559603,BLIND,8492303,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1600x900,1600x757,,Interpretation,5,ACB,BA,conds_collocation,10,main,Screen 1,cnypgd,1,response,A,3850.2459999999846,3833.550999999992,3850.2459999999846,3850.2459999999846,3833.550999999992,3850.2459999999846,1,3850.2459999999846,0,0,,Click Response,Response,2,object-5,main,Marta é a pessoa única de quem falei.,"Não há ninguém (tão especial) quanto Marta, que eu te disse.","Não contei a você sobre mais ninguém, além de Marta.",opt_b,1,,post,Marta es la persona Ãºnica de quien te hablÃ©.,,8,
12,1680211424882,30/03/2023 21:23:44,1680189824882,-6,30/03/2023 09:23:44,127819,12,task-6yod,,28559603,BLIND,8492303,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1600x900,1600x757,,Interpretation,5,ACB,BA,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,
1,1680200565388,30/03/2023 18:22:45,1680189765388,-3,30/03/2023 12:22:45,127819,12,task-6yod,,28559620,BLIND,8492129,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 111.0.1661.54,1600x900,1543x789,,Interpretation,5,BCA,BA,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2,1680200578337,30/03/2023 18:22:58,1680189778337,-3,30/03/2023 12:22:58,127819,12,task-6yod,,28559620,BLIND,8492129,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 111.0.1661.54,1600x900,1543x789,,Interpretation,5,BCA,BA,conds_collocation,1,main,Screen 1,cnypgd,1,response,A,18613.900000095367,18606.982,18613.900000095367,18613.900000095367,18606.982,18613.900000095367,1,18613.900000095367,0,0,,Click Response,Response,2,object-5,main,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,1,,pre,Las grandes obras son impresionantes.,,8,
3,1680200590016,30/03/2023 18:23:10,1680189790016,-3,30/03/2023 12:23:10,127819,12,task-6yod,,28559620,BLIND,8492129,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 111.0.1661.54,1600x900,1543x789,,Interpretation,5,BCA,BA,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,11686.018,11683.422999999999,11686.018,11686.018,11683.422999999999,11686.018,1,11686.018,0,0,,Click Response,Response,2,object-5,main,Seus pais falam uma rara língua.,Eles falam uma linguagem estranha.,Eles falam um idioma que muito poucas pessoas falam.,opt_b,1,,pre,Sus padres hablan una rara lengua.,,8,
4,1680200602799,30/03/2023 18:23:22,1680189802799,-3,30/03/2023 12:23:22,127819,12,task-6yod,,28559620,BLIND,8492129,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 111.0.1661.54,1600x900,1543x789,,Interpretation,5,BCA,BA,conds_collocation,3,main,Screen 1,cnypgd,1,response,A,12785.495000095369,12783.436999999998,12785.495000095369,12785.495000095369,12783.436999999998,12785.495000095369,1,12785.495000095369,0,0,,Click Response,Response,2,object-5,main,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_a,1,,pre,Santiago comprÃ³ una nueva computadora.,,9,
5,1680200615571,30/03/2023 18:23:35,1680189815571,-3,30/03/2023 12:23:35,127819,12,task-6yod,,28559620,BLIND,8492129,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 111.0.1661.54,1600x900,1543x789,,Interpretation,5,BCA,BA,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,12774.05800009537,12766.658000000003,12774.05800009537,12774.05800009537,12766.658000000003,12774.05800009537,1,12774.05800009537,0,0,,Click Response,Response,2,object-5,main,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,1,,pre,Mariela es una vieja amiga de Florencia.,,9,
6,1680200621625,30/03/2023 18:23:41,1680189821625,-3,30/03/2023 12:23:41,127819,12,task-6yod,,28559620,BLIND,8492129,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 111.0.1661.54,1600x900,1543x789,,Interpretation,5,BCA,BA,conds_collocation,5,main,Screen 1,cnypgd,1,response,B,6061.599999904633,6050.237999999998,6061.599999904633,6061.599999904633,6050.237999999998,6061.599999904633,1,6061.599999904633,0,0,,Click Response,Response,3,object-6,main,A pintura grande é muito cara.,A pintura é impressionante e custa muito dinheiro,A pintura é enorme e custa muito dinheiro,opt_b,1,,post,,,,
7,1680200635899,30/03/2023 18:23:55,1680189835899,-3,30/03/2023 12:23:55,127819,12,task-6yod,,28559620,BLIND,8492129,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 111.0.1661.54,1600x900,1543x789,,Interpretation,5,BCA,BA,conds_collocation,6,main,Screen 1,cnypgd,1,response,B,14285.262000000002,14283.347000000009,14285.262000000002,14285.262000000002,14283.347000000009,14285.262000000002,1,14285.262000000002,0,0,,Click Response,Response,3,object-6,main,Marta é a pessoa única de quem falei.,"Não há ninguém (tão especial) quanto Marta, que eu te disse.","Não contei a você sobre mais ninguém, além de Marta.",opt_b,1,,post,Marta es la persona Ãºnica de quien te hablÃ©.,,8,
8,1680200651456,30/03/2023 18:24:11,1680189851456,-3,30/03/2023 12:24:11,127819,12,task-6yod,,28559620,BLIND,8492129,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 111.0.1661.54,1600x900,1543x789,,Interpretation,5,BCA,BA,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,15559.71499995231,15550.323999999993,15559.71499995231,15559.71499995231,15550.323999999993,15559.71499995231,1,15559.71499995231,0,0,,Click Response,Response,2,object-5,main,O próprio presidente conversou com a classe.,"O presidente, e não outra pessoa, conversou com a classe.",O presidente que já havia falado com a classe.,opt_a,1,,pre,El mismo presidente hablÃ³ con la clase.,,8,
9,1680200672386,30/03/2023 18:24:32,1680189872386,-3,30/03/2023 12:24:32,127819,12,task-6yod,,28559620,BLIND,8492129,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 111.0.1661.54,1600x900,1543x789,,Interpretation,5,BCA,BA,conds_collocation,8,main,Screen 1,cnypgd,1,response,B,20939.190999904633,20933.558000000005,20939.190999904633,20939.190999904633,20933.558000000005,20939.190999904633,1,20939.190999904633,0,0,,Click Response,Response,3,object-6,main,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,1,,post,Mi abuela tiene dos lÃ¡mparas antiguas en el salÃ³n.,,7,
10,1680200686756,30/03/2023 18:24:46,1680189886756,-3,30/03/2023 12:24:46,127819,12,task-6yod,,28559620,BLIND,8492129,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 111.0.1661.54,1600x900,1543x789,,Interpretation,5,BCA,BA,conds_collocation,9,main,Screen 1,cnypgd,1,response,B,14374.532999999996,14366.809999999998,14374.532999999996,14374.532999999996,14366.809999999998,14374.532999999996,1,14374.532999999996,0,0,,Click Response,Response,3,object-6,main,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_a,1,,post,En esa casa vive un hombre solo.,,10,
11,1680200702502,30/03/2023 18:25:02,1680189902502,-3,30/03/2023 12:25:02,127819,12,task-6yod,,28559620,BLIND,8492129,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 111.0.1661.54,1600x900,1543x789,,Interpretation,5,BCA,BA,conds_collocation,10,main,Screen 1,cnypgd,1,response,B,15754.123000095366,15750.146000000008,15754.123000095366,15754.123000095366,15750.146000000008,15754.123000095366,1,15754.123000095366,0,0,,Click Response,Response,3,object-6,main,Meu amigo velho vem comer conosco,Meu amigo é meu amigo há muitos anos,Meu amigo não é jovem.,opt_b,1,,post,,,,
12,1680200702505,30/03/2023 18:25:02,1680189902505,-3,30/03/2023 12:25:02,127819,12,task-6yod,,28559620,BLIND,8492129,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 111.0.1661.54,1600x900,1543x789,,Interpretation,5,BCA,BA,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,
1,1680211530203,30/03/2023 21:25:30,1680189930203,-6,30/03/2023 09:25:30,127819,12,task-6yod,,28559721,BLIND,8492374,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,Interpretation,5,CAB,AB,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2,1680211548998,30/03/2023 21:25:48,1680189948998,-6,30/03/2023 09:25:48,127819,12,task-6yod,,28559721,BLIND,8492374,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,Interpretation,5,CAB,AB,conds_collocation,1,main,Screen 1,cnypgd,1,response,B,21299.900000095367,21295.2,21299.900000095367,21299.900000095367,21295.2,21299.900000095367,1,21299.900000095367,0,0,,Click Response,Response,3,object-6,main,O próprio presidente conversou com a classe.,"O presidente, e não outra pessoa, conversou com a classe.",O presidente que já havia falado com a classe.,opt_a,1,,pre,El mismo presidente hablÃ³ con la clase.,,8,
3,1680211555129,30/03/2023 21:25:55,1680189955129,-6,30/03/2023 09:25:55,127819,12,task-6yod,,28559721,BLIND,8492374,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,Interpretation,5,CAB,AB,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,6135.799999999999,6132.987000000001,6135.799999999999,6135.799999999999,6132.987000000001,6135.799999999999,1,6135.799999999999,0,0,,Click Response,Response,2,object-5,main,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,1,,pre,Las grandes obras son impresionantes.,,8,
4,1680211561752,30/03/2023 21:26:01,1680189961752,-6,30/03/2023 09:26:01,127819,12,task-6yod,,28559721,BLIND,8492374,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,Interpretation,5,CAB,AB,conds_collocation,3,main,Screen 1,cnypgd,1,response,A,6625.713000095366,6616.304,6625.713000095366,6625.713000095366,6616.304,6625.713000095366,1,6625.713000095366,0,0,,Click Response,Response,2,object-5,main,Marta é a pessoa única de quem falei.,"Não há ninguém (tão especial) quanto Marta, que eu te disse.","Não contei a você sobre mais ninguém, além de Marta.",opt_b,1,,post,Marta es la persona Ãºnica de quien te hablÃ©.,,8,
5,1680211572107,30/03/2023 21:26:12,1680189972107,-6,30/03/2023 09:26:12,127819,12,task-6yod,,28559721,BLIND,8492374,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,Interpretation,5,CAB,AB,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,10364.709000047682,10349.475999999995,10364.709000047682,10364.709000047682,10349.475999999995,10364.709000047682,1,10364.709000047682,0,0,,Click Response,Response,2,object-5,main,Meu amigo velho vem comer conosco,Meu amigo é meu amigo há muitos anos,Meu amigo não é jovem.,opt_b,1,,post,,,,
