"","participant","key_resp_3.keys","prompt","correct","opt_a","correct_opt","pre_post","L1"
"1474","5f2faeafe08009000adad51e","0","Sus padres hablan una rara lengua.","opt_b","Hablan una lengua que muy poca gente habla.",1,"pre","Spanish monolingual"
"1475","5f2faeafe08009000adad51e","1","Mariela es una vieja amiga de Florencia.","opt_a","Hace muchos años que son amigas.",1,"pre","Spanish monolingual"
"1476","5f2faeafe08009000adad51e","0","Mi amigo viejo viene a comer con nosotros","opt_b","Mi amigo ha sido mi amigo por muchos años",1,"post","Spanish monolingual"
"1477","5f2faeafe08009000adad51e","1","Santiago compró una nueva computadora.","opt_a","La computadora era 100% nueva.",1,"pre","Spanish monolingual"
"1478","5f2faeafe08009000adad51e","0","El cuadro grande es muy caro.","opt_b","El cuadro es impresionante y cuesta mucho dinero",1,"post","Spanish monolingual"
"1479","5f2faeafe08009000adad51e","1","Mi abuela tiene dos lámparas antiguas en el salón.","opt_a","Tiene dos lámparas viejas en el salón.",1,"post","Spanish monolingual"
"1480","5f2faeafe08009000adad51e","0","Marta es la persona única de quien te hablé.","opt_b","No te hablé de nadie más, aparte de Marta.",1,"post","Spanish monolingual"
"1481","5f4c1b5626199983e1285d83","1","Santiago compró una nueva computadora.","opt_a","La computadora era 100% nueva.",1,"pre","Spanish monolingual"
"1482","5f4c1b5626199983e1285d83","1","Las grandes obras son impresionantes.","opt_b","Las obras no son pequeñas.",0,"pre","Spanish monolingual"
"1483","5f4c1b5626199983e1285d83","1","El mismo presidente habló con la clase.","opt_a","El presidente, y no otra persona, habló con las clase.",1,"pre","Spanish monolingual"
"1484","5f4c1b5626199983e1285d83","1","Mariela es una vieja amiga de Florencia.","opt_a","Hace muchos años que son amigas.",1,"pre","Spanish monolingual"
"1485","5f4c1b5626199983e1285d83","0","Marta es la persona única de quien te hablé.","opt_b","No te hablé de nadie más, aparte de Marta.",1,"post","Spanish monolingual"
"1486","5f4c1b5626199983e1285d83","0","Sus padres hablan una rara lengua.","opt_b","Hablan una lengua que muy poca gente habla.",1,"pre","Spanish monolingual"
"1487","5f4c1b5626199983e1285d83","1","Mi abuela tiene dos lámparas antiguas en el salón.","opt_a","Tiene dos lámparas viejas en el salón.",1,"post","Spanish monolingual"
"1488","5f4c1b5626199983e1285d83","0","El cuadro grande es muy caro.","opt_b","El cuadro es impresionante y cuesta mucho dinero",1,"post","Spanish monolingual"
"1489","5f4c1b5626199983e1285d83","1","En esa casa vive un hombre solo.","opt_a","Solo vive un hombre en la casa.",1,"post","Spanish monolingual"
"1490","5f4c1b5626199983e1285d83","1","Mi amigo viejo viene a comer con nosotros","opt_b","Mi amigo ha sido mi amigo por muchos años",0,"post","Spanish monolingual"
"1491","5f5aa7a073b8271a0ab0947c","0","El mismo presidente habló con la clase.","opt_a","El presidente, y no otra persona, habló con las clase.",0,"pre","Spanish monolingual"
"1492","5f5aa7a073b8271a0ab0947c","0","Marta es la persona única de quien te hablé.","opt_b","No te hablé de nadie más, aparte de Marta.",1,"post","Spanish monolingual"
"1493","5f5aa7a073b8271a0ab0947c","1","En esa casa vive un hombre solo.","opt_a","Solo vive un hombre en la casa.",1,"post","Spanish monolingual"
"1494","5f5aa7a073b8271a0ab0947c","1","Mi abuela tiene dos lámparas antiguas en el salón.","opt_a","Tiene dos lámparas viejas en el salón.",1,"post","Spanish monolingual"
"1495","5f5aa7a073b8271a0ab0947c","0","Las grandes obras son impresionantes.","opt_b","Las obras no son pequeñas.",1,"pre","Spanish monolingual"
"1496","5f5aa7a073b8271a0ab0947c","1","Santiago compró una nueva computadora.","opt_a","La computadora era 100% nueva.",1,"pre","Spanish monolingual"
"1497","5f5aa7a073b8271a0ab0947c","0","Mi amigo viejo viene a comer con nosotros","opt_b","Mi amigo ha sido mi amigo por muchos años",1,"post","Spanish monolingual"
"1498","5f5aa7a073b8271a0ab0947c","0","El cuadro grande es muy caro.","opt_b","El cuadro es impresionante y cuesta mucho dinero",1,"post","Spanish monolingual"
"1499","5f5aa7a073b8271a0ab0947c","1","Mariela es una vieja amiga de Florencia.","opt_a","Hace muchos años que son amigas.",1,"pre","Spanish monolingual"
"1500","5f5aa7a073b8271a0ab0947c","1","Sus padres hablan una rara lengua.","opt_b","Hablan una lengua que muy poca gente habla.",0,"pre","Spanish monolingual"
"1501","5f8a434256536a0fe2e01e78","1","Mi amigo viejo viene a comer con nosotros","opt_b","Mi amigo ha sido mi amigo por muchos años",0,"post","Spanish monolingual"
"1502","5f8a434256536a0fe2e01e78","0","El cuadro grande es muy caro.","opt_b","El cuadro es impresionante y cuesta mucho dinero",1,"post","Spanish monolingual"
"1503","5f8a434256536a0fe2e01e78","0","Santiago compró una nueva computadora.","opt_a","La computadora era 100% nueva.",0,"pre","Spanish monolingual"
"1504","5f8a434256536a0fe2e01e78","0","Las grandes obras son impresionantes.","opt_b","Las obras no son pequeñas.",1,"pre","Spanish monolingual"
"1505","5f8a434256536a0fe2e01e78","1","Marta es la persona única de quien te hablé.","opt_b","No te hablé de nadie más, aparte de Marta.",0,"post","Spanish monolingual"
"1506","5f8a434256536a0fe2e01e78","1","En esa casa vive un hombre solo.","opt_a","Solo vive un hombre en la casa.",1,"post","Spanish monolingual"
"1507","5f8a434256536a0fe2e01e78","1","Mariela es una vieja amiga de Florencia.","opt_a","Hace muchos años que son amigas.",1,"pre","Spanish monolingual"
"1508","5f8a434256536a0fe2e01e78","0","El mismo presidente habló con la clase.","opt_a","El presidente, y no otra persona, habló con las clase.",0,"pre","Spanish monolingual"
"1509","5f8a434256536a0fe2e01e78","0","Sus padres hablan una rara lengua.","opt_b","Hablan una lengua que muy poca gente habla.",1,"pre","Spanish monolingual"
"1510","5f8a434256536a0fe2e01e78","1","Mi abuela tiene dos lámparas antiguas en el salón.","opt_a","Tiene dos lámparas viejas en el salón.",1,"post","Spanish monolingual"
"1511","5f8dc5a637ef2911ed0450c0","1","Mariela es una vieja amiga de Florencia.","opt_a","Hace muchos años que son amigas.",1,"pre","Spanish monolingual"
"1512","5f8dc5a637ef2911ed0450c0","0","Mi amigo viejo viene a comer con nosotros","opt_b","Mi amigo ha sido mi amigo por muchos años",1,"post","Spanish monolingual"
"1513","5f8dc5a637ef2911ed0450c0","1","En esa casa vive un hombre solo.","opt_a","Solo vive un hombre en la casa.",1,"post","Spanish monolingual"
"1514","5f8dc5a637ef2911ed0450c0","0","El mismo presidente habló con la clase.","opt_a","El presidente, y no otra persona, habló con las clase.",0,"pre","Spanish monolingual"
"1515","5f8dc5a637ef2911ed0450c0","0","Marta es la persona única de quien te hablé.","opt_b","No te hablé de nadie más, aparte de Marta.",1,"post","Spanish monolingual"
"1516","5f8dc5a637ef2911ed0450c0","0","El cuadro grande es muy caro.","opt_b","El cuadro es impresionante y cuesta mucho dinero",1,"post","Spanish monolingual"
"1517","5f8dc5a637ef2911ed0450c0","1","Sus padres hablan una rara lengua.","opt_b","Hablan una lengua que muy poca gente habla.",0,"pre","Spanish monolingual"
"1518","5f8dc5a637ef2911ed0450c0","1","Mi abuela tiene dos lámparas antiguas en el salón.","opt_a","Tiene dos lámparas viejas en el salón.",1,"post","Spanish monolingual"
"1519","5f8dc5a637ef2911ed0450c0","1","Las grandes obras son impresionantes.","opt_b","Las obras no son pequeñas.",0,"pre","Spanish monolingual"
"1520","5f8dc5a637ef2911ed0450c0","0","Santiago compró una nueva computadora.","opt_a","La computadora era 100% nueva.",0,"pre","Spanish monolingual"
"1521","5f99b4a5ceeed80505fe409d","0","El mismo presidente habló con la clase.","opt_a","El presidente, y no otra persona, habló con las clase.",0,"pre","Spanish monolingual"
"1522","5f99b4a5ceeed80505fe409d","1","En esa casa vive un hombre solo.","opt_a","Solo vive un hombre en la casa.",1,"post","Spanish monolingual"
"1523","5f99b4a5ceeed80505fe409d","1","Mariela es una vieja amiga de Florencia.","opt_a","Hace muchos años que son amigas.",1,"pre","Spanish monolingual"
"1524","5f99b4a5ceeed80505fe409d","0","El cuadro grande es muy caro.","opt_b","El cuadro es impresionante y cuesta mucho dinero",1,"post","Spanish monolingual"
"1525","5f99b4a5ceeed80505fe409d","0","Santiago compró una nueva computadora.","opt_a","La computadora era 100% nueva.",0,"pre","Spanish monolingual"
"1526","5f99b4a5ceeed80505fe409d","0","Las grandes obras son impresionantes.","opt_b","Las obras no son pequeñas.",1,"pre","Spanish monolingual"
"1527","5f99b4a5ceeed80505fe409d","0","Mi amigo viejo viene a comer con nosotros","opt_b","Mi amigo ha sido mi amigo por muchos años",1,"post","Spanish monolingual"
"1528","5f99b4a5ceeed80505fe409d","1","Sus padres hablan una rara lengua.","opt_b","Hablan una lengua que muy poca gente habla.",0,"pre","Spanish monolingual"
"1529","5f99b4a5ceeed80505fe409d","1","Marta es la persona única de quien te hablé.","opt_b","No te hablé de nadie más, aparte de Marta.",0,"post","Spanish monolingual"
"1530","5f99b4a5ceeed80505fe409d","1","Mi abuela tiene dos lámparas antiguas en el salón.","opt_a","Tiene dos lámparas viejas en el salón.",1,"post","Spanish monolingual"
"1531","5f9a0f1dba641d12282c8e41","1","En esa casa vive un hombre solo.","opt_a","Solo vive un hombre en la casa.",1,"post","Spanish monolingual"
"1532","5f9a0f1dba641d12282c8e41","1","Mariela es una vieja amiga de Florencia.","opt_a","Hace muchos años que son amigas.",1,"pre","Spanish monolingual"
"1533","5f9a0f1dba641d12282c8e41","1","Sus padres hablan una rara lengua.","opt_b","Hablan una lengua que muy poca gente habla.",0,"pre","Spanish monolingual"
"1534","5f9a0f1dba641d12282c8e41","0","Las grandes obras son impresionantes.","opt_b","Las obras no son pequeñas.",1,"pre","Spanish monolingual"
"1535","5f9a0f1dba641d12282c8e41","1","Mi abuela tiene dos lámparas antiguas en el salón.","opt_a","Tiene dos lámparas viejas en el salón.",1,"post","Spanish monolingual"
"1536","5f9a0f1dba641d12282c8e41","1","El cuadro grande es muy caro.","opt_b","El cuadro es impresionante y cuesta mucho dinero",0,"post","Spanish monolingual"
"1537","5f9a0f1dba641d12282c8e41","0","Mi amigo viejo viene a comer con nosotros","opt_b","Mi amigo ha sido mi amigo por muchos años",1,"post","Spanish monolingual"
"1538","5f9a0f1dba641d12282c8e41","1","Santiago compró una nueva computadora.","opt_a","La computadora era 100% nueva.",1,"pre","Spanish monolingual"
"1539","5f9a0f1dba641d12282c8e41","0","Marta es la persona única de quien te hablé.","opt_b","No te hablé de nadie más, aparte de Marta.",1,"post","Spanish monolingual"
"1540","5f9a0f1dba641d12282c8e41","1","El mismo presidente habló con la clase.","opt_a","El presidente, y no otra persona, habló con las clase.",1,"pre","Spanish monolingual"
"1541","5f9baf2a2613ea3ea295875b","0","Santiago compró una nueva computadora.","opt_a","La computadora era 100% nueva.",0,"pre","Spanish monolingual"
"1542","5f9baf2a2613ea3ea295875b","1","Mi abuela tiene dos lámparas antiguas en el salón.","opt_a","Tiene dos lámparas viejas en el salón.",1,"post","Spanish monolingual"
"1543","5f9baf2a2613ea3ea295875b","0","Las grandes obras son impresionantes.","opt_b","Las obras no son pequeñas.",1,"pre","Spanish monolingual"
"1544","5f9baf2a2613ea3ea295875b","1","Marta es la persona única de quien te hablé.","opt_b","No te hablé de nadie más, aparte de Marta.",0,"post","Spanish monolingual"
"1545","5f9baf2a2613ea3ea295875b","0","Sus padres hablan una rara lengua.","opt_b","Hablan una lengua que muy poca gente habla.",1,"pre","Spanish monolingual"
"1546","5f9baf2a2613ea3ea295875b","0","Mi amigo viejo viene a comer con nosotros","opt_b","Mi amigo ha sido mi amigo por muchos años",1,"post","Spanish monolingual"
"1547","5f9baf2a2613ea3ea295875b","1","En esa casa vive un hombre solo.","opt_a","Solo vive un hombre en la casa.",1,"post","Spanish monolingual"
"1548","5f9baf2a2613ea3ea295875b","0","El cuadro grande es muy caro.","opt_b","El cuadro es impresionante y cuesta mucho dinero",1,"post","Spanish monolingual"
"1549","5f9baf2a2613ea3ea295875b","0","El mismo presidente habló con la clase.","opt_a","El presidente, y no otra persona, habló con las clase.",0,"pre","Spanish monolingual"
"1550","5f9baf2a2613ea3ea295875b","1","Mariela es una vieja amiga de Florencia.","opt_a","Hace muchos años que son amigas.",1,"pre","Spanish monolingual"
"1551","5fa318d8cbda73497645e374","0","Santiago compró una nueva computadora.","opt_a","La computadora era 100% nueva.",0,"pre","Spanish monolingual"
"1552","5fa318d8cbda73497645e374","1","Mi abuela tiene dos lámparas antiguas en el salón.","opt_a","Tiene dos lámparas viejas en el salón.",1,"post","Spanish monolingual"
"1553","5fa318d8cbda73497645e374","1","El cuadro grande es muy caro.","opt_b","El cuadro es impresionante y cuesta mucho dinero",0,"post","Spanish monolingual"
"1554","5fa318d8cbda73497645e374","1","En esa casa vive un hombre solo.","opt_a","Solo vive un hombre en la casa.",1,"post","Spanish monolingual"
"1555","5fa318d8cbda73497645e374","1","Marta es la persona única de quien te hablé.","opt_b","No te hablé de nadie más, aparte de Marta.",0,"post","Spanish monolingual"
"1556","5fa318d8cbda73497645e374","1","Sus padres hablan una rara lengua.","opt_b","Hablan una lengua que muy poca gente habla.",0,"pre","Spanish monolingual"
"1557","5fa318d8cbda73497645e374","1","Mi amigo viejo viene a comer con nosotros","opt_b","Mi amigo ha sido mi amigo por muchos años",0,"post","Spanish monolingual"
"1558","5fa318d8cbda73497645e374","1","Mariela es una vieja amiga de Florencia.","opt_a","Hace muchos años que son amigas.",1,"pre","Spanish monolingual"
"1559","5fa318d8cbda73497645e374","0","Las grandes obras son impresionantes.","opt_b","Las obras no son pequeñas.",1,"pre","Spanish monolingual"
"1560","5fa318d8cbda73497645e374","1","El mismo presidente habló con la clase.","opt_a","El presidente, y no otra persona, habló con las clase.",1,"pre","Spanish monolingual"
"1561","5fb8706de225255a48011f08","1","Mariela es una vieja amiga de Florencia.","opt_a","Hace muchos años que son amigas.",1,"pre","Spanish monolingual"
"1562","5fb8706de225255a48011f08","0","Las grandes obras son impresionantes.","opt_b","Las obras no son pequeñas.",1,"pre","Spanish monolingual"
"1563","5fb8706de225255a48011f08","0","Sus padres hablan una rara lengua.","opt_b","Hablan una lengua que muy poca gente habla.",1,"pre","Spanish monolingual"
"1564","5fb8706de225255a48011f08","0","Marta es la persona única de quien te hablé.","opt_b","No te hablé de nadie más, aparte de Marta.",1,"post","Spanish monolingual"
"1565","5fb8706de225255a48011f08","1","En esa casa vive un hombre solo.","opt_a","Solo vive un hombre en la casa.",1,"post","Spanish monolingual"
"1566","5fb8706de225255a48011f08","0","El cuadro grande es muy caro.","opt_b","El cuadro es impresionante y cuesta mucho dinero",1,"post","Spanish monolingual"
"1567","5fb8706de225255a48011f08","0","Mi amigo viejo viene a comer con nosotros","opt_b","Mi amigo ha sido mi amigo por muchos años",1,"post","Spanish monolingual"
"1568","5fb8706de225255a48011f08","0","Mi abuela tiene dos lámparas antiguas en el salón.","opt_a","Tiene dos lámparas viejas en el salón.",0,"post","Spanish monolingual"
"1569","5fb8706de225255a48011f08","1","Santiago compró una nueva computadora.","opt_a","La computadora era 100% nueva.",1,"pre","Spanish monolingual"
"1570","5fb8706de225255a48011f08","1","El mismo presidente habló con la clase.","opt_a","El presidente, y no otra persona, habló con las clase.",1,"pre","Spanish monolingual"
"1571","5fc8088906bd7a10c6eced41","1","El mismo presidente habló con la clase.","opt_a","El presidente, y no otra persona, habló con las clase.",1,"pre","Spanish monolingual"
"1572","5fc8088906bd7a10c6eced41","1","Santiago compró una nueva computadora.","opt_a","La computadora era 100% nueva.",1,"pre","Spanish monolingual"
"1573","5fc8088906bd7a10c6eced41","1","En esa casa vive un hombre solo.","opt_a","Solo vive un hombre en la casa.",1,"post","Spanish monolingual"
"1574","5fc8088906bd7a10c6eced41","1","Mariela es una vieja amiga de Florencia.","opt_a","Hace muchos años que son amigas.",1,"pre","Spanish monolingual"
"1575","5fc8088906bd7a10c6eced41","0","Marta es la persona única de quien te hablé.","opt_b","No te hablé de nadie más, aparte de Marta.",1,"post","Spanish monolingual"
"1576","5fc8088906bd7a10c6eced41","0","Mi amigo viejo viene a comer con nosotros","opt_b","Mi amigo ha sido mi amigo por muchos años",1,"post","Spanish monolingual"
"1577","5fc8088906bd7a10c6eced41","1","Mi abuela tiene dos lámparas antiguas en el salón.","opt_a","Tiene dos lámparas viejas en el salón.",1,"post","Spanish monolingual"
"1578","5fc8088906bd7a10c6eced41","0","Las grandes obras son impresionantes.","opt_b","Las obras no son pequeñas.",1,"pre","Spanish monolingual"
"1579","5fc8088906bd7a10c6eced41","0","El cuadro grande es muy caro.","opt_b","El cuadro es impresionante y cuesta mucho dinero",1,"post","Spanish monolingual"
"1580","5fc8088906bd7a10c6eced41","0","Sus padres hablan una rara lengua.","opt_b","Hablan una lengua que muy poca gente habla.",1,"pre","Spanish monolingual"
"1581","5fd97d5b40332e276ea58209","1","Mariela es una vieja amiga de Florencia.","opt_a","Hace muchos años que son amigas.",1,"pre","Spanish monolingual"
"1582","5fd97d5b40332e276ea58209","1","Las grandes obras son impresionantes.","opt_b","Las obras no son pequeñas.",0,"pre","Spanish monolingual"
"1583","5fd97d5b40332e276ea58209","0","El cuadro grande es muy caro.","opt_b","El cuadro es impresionante y cuesta mucho dinero",1,"post","Spanish monolingual"
"1584","5fd97d5b40332e276ea58209","0","Santiago compró una nueva computadora.","opt_a","La computadora era 100% nueva.",0,"pre","Spanish monolingual"
"1585","5fd97d5b40332e276ea58209","0","Marta es la persona única de quien te hablé.","opt_b","No te hablé de nadie más, aparte de Marta.",1,"post","Spanish monolingual"
"1586","5fd97d5b40332e276ea58209","0","Mi amigo viejo viene a comer con nosotros","opt_b","Mi amigo ha sido mi amigo por muchos años",1,"post","Spanish monolingual"
"1587","5fd97d5b40332e276ea58209","1","El mismo presidente habló con la clase.","opt_a","El presidente, y no otra persona, habló con las clase.",1,"pre","Spanish monolingual"
"1588","5fd97d5b40332e276ea58209","1","En esa casa vive un hombre solo.","opt_a","Solo vive un hombre en la casa.",1,"post","Spanish monolingual"
"1589","5fd97d5b40332e276ea58209","1","Mi abuela tiene dos lámparas antiguas en el salón.","opt_a","Tiene dos lámparas viejas en el salón.",1,"post","Spanish monolingual"
"1590","5fd97d5b40332e276ea58209","1","Sus padres hablan una rara lengua.","opt_b","Hablan una lengua que muy poca gente habla.",0,"pre","Spanish monolingual"
"1591","602db4df64a0348843535f2e","0","El cuadro grande es muy caro.","opt_b","El cuadro es impresionante y cuesta mucho dinero",1,"post","Spanish monolingual"
"1592","602db4df64a0348843535f2e","0","Marta es la persona única de quien te hablé.","opt_b","No te hablé de nadie más, aparte de Marta.",1,"post","Spanish monolingual"
"1593","602db4df64a0348843535f2e","0","Mi amigo viejo viene a comer con nosotros","opt_b","Mi amigo ha sido mi amigo por muchos años",1,"post","Spanish monolingual"
"1594","602db4df64a0348843535f2e","0","Las grandes obras son impresionantes.","opt_b","Las obras no son pequeñas.",1,"pre","Spanish monolingual"
"1595","602db4df64a0348843535f2e","1","El mismo presidente habló con la clase.","opt_a","El presidente, y no otra persona, habló con las clase.",1,"pre","Spanish monolingual"
"1596","602db4df64a0348843535f2e","0","Sus padres hablan una rara lengua.","opt_b","Hablan una lengua que muy poca gente habla.",1,"pre","Spanish monolingual"
"1597","602db4df64a0348843535f2e","1","En esa casa vive un hombre solo.","opt_a","Solo vive un hombre en la casa.",1,"post","Spanish monolingual"
"1598","602db4df64a0348843535f2e","1","Mariela es una vieja amiga de Florencia.","opt_a","Hace muchos años que son amigas.",1,"pre","Spanish monolingual"
"1599","602db4df64a0348843535f2e","1","Mi abuela tiene dos lámparas antiguas en el salón.","opt_a","Tiene dos lámparas viejas en el salón.",1,"post","Spanish monolingual"
"1600","602db4df64a0348843535f2e","1","Santiago compró una nueva computadora.","opt_a","La computadora era 100% nueva.",1,"pre","Spanish monolingual"
"1601","603597c8638e6a6e2c4e6179","0","El cuadro grande es muy caro.","opt_b","El cuadro es impresionante y cuesta mucho dinero",1,"post","Spanish monolingual"
"1602","603597c8638e6a6e2c4e6179","1","Marta es la persona única de quien te hablé.","opt_b","No te hablé de nadie más, aparte de Marta.",0,"post","Spanish monolingual"
"1603","603597c8638e6a6e2c4e6179","1","Mi amigo viejo viene a comer con nosotros","opt_b","Mi amigo ha sido mi amigo por muchos años",0,"post","Spanish monolingual"
"1604","603597c8638e6a6e2c4e6179","1","El mismo presidente habló con la clase.","opt_a","El presidente, y no otra persona, habló con las clase.",1,"pre","Spanish monolingual"
"1605","603597c8638e6a6e2c4e6179","0","Sus padres hablan una rara lengua.","opt_b","Hablan una lengua que muy poca gente habla.",1,"pre","Spanish monolingual"
"1606","603597c8638e6a6e2c4e6179","1","Santiago compró una nueva computadora.","opt_a","La computadora era 100% nueva.",1,"pre","Spanish monolingual"
"1607","603597c8638e6a6e2c4e6179","0","Las grandes obras son impresionantes.","opt_b","Las obras no son pequeñas.",1,"pre","Spanish monolingual"
"1608","603597c8638e6a6e2c4e6179","1","Mariela es una vieja amiga de Florencia.","opt_a","Hace muchos años que son amigas.",1,"pre","Spanish monolingual"
"1609","603597c8638e6a6e2c4e6179","1","En esa casa vive un hombre solo.","opt_a","Solo vive un hombre en la casa.",1,"post","Spanish monolingual"
"1610","603597c8638e6a6e2c4e6179","1","Mi abuela tiene dos lámparas antiguas en el salón.","opt_a","Tiene dos lámparas viejas en el salón.",1,"post","Spanish monolingual"
"1611","608cb0a296edf98856631e8f","0","El cuadro grande es muy caro.","opt_b","El cuadro es impresionante y cuesta mucho dinero",1,"post","Spanish monolingual"
"1612","608cb0a296edf98856631e8f","0","Las grandes obras son impresionantes.","opt_b","Las obras no son pequeñas.",1,"pre","Spanish monolingual"
"1613","608cb0a296edf98856631e8f","1","Mariela es una vieja amiga de Florencia.","opt_a","Hace muchos años que son amigas.",1,"pre","Spanish monolingual"
"1614","608cb0a296edf98856631e8f","1","En esa casa vive un hombre solo.","opt_a","Solo vive un hombre en la casa.",1,"post","Spanish monolingual"
"1615","608cb0a296edf98856631e8f","1","Sus padres hablan una rara lengua.","opt_b","Hablan una lengua que muy poca gente habla.",0,"pre","Spanish monolingual"
"1616","608cb0a296edf98856631e8f","0","Santiago compró una nueva computadora.","opt_a","La computadora era 100% nueva.",0,"pre","Spanish monolingual"
"1617","608cb0a296edf98856631e8f","0","Mi abuela tiene dos lámparas antiguas en el salón.","opt_a","Tiene dos lámparas viejas en el salón.",0,"post","Spanish monolingual"
"1618","608cb0a296edf98856631e8f","1","El mismo presidente habló con la clase.","opt_a","El presidente, y no otra persona, habló con las clase.",1,"pre","Spanish monolingual"
"1619","608cb0a296edf98856631e8f","0","Mi amigo viejo viene a comer con nosotros","opt_b","Mi amigo ha sido mi amigo por muchos años",1,"post","Spanish monolingual"
"1620","608cb0a296edf98856631e8f","0","Marta es la persona única de quien te hablé.","opt_b","No te hablé de nadie más, aparte de Marta.",1,"post","Spanish monolingual"
"1621","60a40dff42b126e6862a6257","0","Santiago compró una nueva computadora.","opt_a","La computadora era 100% nueva.",0,"pre","Spanish monolingual"
"1622","60a40dff42b126e6862a6257","1","Mi abuela tiene dos lámparas antiguas en el salón.","opt_a","Tiene dos lámparas viejas en el salón.",1,"post","Spanish monolingual"
"1623","60a40dff42b126e6862a6257","0","Las grandes obras son impresionantes.","opt_b","Las obras no son pequeñas.",1,"pre","Spanish monolingual"
"1624","60a40dff42b126e6862a6257","1","Mariela es una vieja amiga de Florencia.","opt_a","Hace muchos años que son amigas.",1,"pre","Spanish monolingual"
"1625","60a40dff42b126e6862a6257","0","Mi amigo viejo viene a comer con nosotros","opt_b","Mi amigo ha sido mi amigo por muchos años",1,"post","Spanish monolingual"
"1626","60a40dff42b126e6862a6257","0","Marta es la persona única de quien te hablé.","opt_b","No te hablé de nadie más, aparte de Marta.",1,"post","Spanish monolingual"
"1627","60a40dff42b126e6862a6257","0","Sus padres hablan una rara lengua.","opt_b","Hablan una lengua que muy poca gente habla.",1,"pre","Spanish monolingual"
"1628","60a40dff42b126e6862a6257","0","El cuadro grande es muy caro.","opt_b","El cuadro es impresionante y cuesta mucho dinero",1,"post","Spanish monolingual"
"1629","60a40dff42b126e6862a6257","1","El mismo presidente habló con la clase.","opt_a","El presidente, y no otra persona, habló con las clase.",1,"pre","Spanish monolingual"
"1630","60a40dff42b126e6862a6257","1","En esa casa vive un hombre solo.","opt_a","Solo vive un hombre en la casa.",1,"post","Spanish monolingual"
"1631","60bd4b684ae7e5aa8b9178fc","0","Mi amigo viejo viene a comer con nosotros","opt_b","Mi amigo ha sido mi amigo por muchos años",1,"post","Spanish monolingual"
"1632","60bd4b684ae7e5aa8b9178fc","0","El cuadro grande es muy caro.","opt_b","El cuadro es impresionante y cuesta mucho dinero",1,"post","Spanish monolingual"
"1633","60bd4b684ae7e5aa8b9178fc","0","Sus padres hablan una rara lengua.","opt_b","Hablan una lengua que muy poca gente habla.",1,"pre","Spanish monolingual"
"1634","60bd4b684ae7e5aa8b9178fc","1","Mi abuela tiene dos lámparas antiguas en el salón.","opt_a","Tiene dos lámparas viejas en el salón.",1,"post","Spanish monolingual"
"1635","60bd4b684ae7e5aa8b9178fc","1","Marta es la persona única de quien te hablé.","opt_b","No te hablé de nadie más, aparte de Marta.",0,"post","Spanish monolingual"
"1636","60bd4b684ae7e5aa8b9178fc","1","Mariela es una vieja amiga de Florencia.","opt_a","Hace muchos años que son amigas.",1,"pre","Spanish monolingual"
"1637","60bd4b684ae7e5aa8b9178fc","1","El mismo presidente habló con la clase.","opt_a","El presidente, y no otra persona, habló con las clase.",1,"pre","Spanish monolingual"
"1638","60bd4b684ae7e5aa8b9178fc","0","Las grandes obras son impresionantes.","opt_b","Las obras no son pequeñas.",1,"pre","Spanish monolingual"
"1639","60bd4b684ae7e5aa8b9178fc","1","En esa casa vive un hombre solo.","opt_a","Solo vive un hombre en la casa.",1,"post","Spanish monolingual"
"1640","60bd4b684ae7e5aa8b9178fc","0","Santiago compró una nueva computadora.","opt_a","La computadora era 100% nueva.",0,"pre","Spanish monolingual"
"1641","60be4d9e7f4d10be1c1b2cc7","0","El cuadro grande es muy caro.","opt_b","El cuadro es impresionante y cuesta mucho dinero",1,"post","Spanish monolingual"
"1642","60be4d9e7f4d10be1c1b2cc7","0","Mi amigo viejo viene a comer con nosotros","opt_b","Mi amigo ha sido mi amigo por muchos años",1,"post","Spanish monolingual"
"1643","60be4d9e7f4d10be1c1b2cc7","0","Santiago compró una nueva computadora.","opt_a","La computadora era 100% nueva.",0,"pre","Spanish monolingual"
"1644","60be4d9e7f4d10be1c1b2cc7","1","Mariela es una vieja amiga de Florencia.","opt_a","Hace muchos años que son amigas.",1,"pre","Spanish monolingual"
"1645","60be4d9e7f4d10be1c1b2cc7","0","Sus padres hablan una rara lengua.","opt_b","Hablan una lengua que muy poca gente habla.",1,"pre","Spanish monolingual"
"1646","60be4d9e7f4d10be1c1b2cc7","0","Las grandes obras son impresionantes.","opt_b","Las obras no son pequeñas.",1,"pre","Spanish monolingual"
"1647","60be4d9e7f4d10be1c1b2cc7","1","Mi abuela tiene dos lámparas antiguas en el salón.","opt_a","Tiene dos lámparas viejas en el salón.",1,"post","Spanish monolingual"
"1648","60be4d9e7f4d10be1c1b2cc7","0","Marta es la persona única de quien te hablé.","opt_b","No te hablé de nadie más, aparte de Marta.",1,"post","Spanish monolingual"
"1649","60be4d9e7f4d10be1c1b2cc7","1","En esa casa vive un hombre solo.","opt_a","Solo vive un hombre en la casa.",1,"post","Spanish monolingual"
"1650","60be4d9e7f4d10be1c1b2cc7","1","El mismo presidente habló con la clase.","opt_a","El presidente, y no otra persona, habló con las clase.",1,"pre","Spanish monolingual"
"1651","60da8e97af0a0080c3151b97","1","Sus padres hablan una rara lengua.","opt_b","Hablan una lengua que muy poca gente habla.",0,"pre","Spanish monolingual"
