"","participant","choice.keys","prompt","correct","opt_a","correct_opt","pre_post","L1"
"906","5f80d2711bd3b116a11154f2","0","Esse livro é a edição do ano passado - precisamos do ________","opt_b","Livro novo",1,"pre","Spanish"
"907","5f80d2711bd3b116a11154f2","1","Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra' (estudioso)","opt_a","estudantes estudiosos",1,"post","Spanish"
"908","5f80d2711bd3b116a11154f2","0","Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos. (orgulhoso)","opt_a","pais orgulhosos",0,"post","Spanish"
"909","5f80d2711bd3b116a11154f2","0","O professor ensina dois cursos que você pode fazer. Há _______________.","opt_b","opções várias",1,"pre","Spanish"
"910","5f80d2711bd3b116a11154f2","1","Eu a conheci há muitos anos. É uma _______________.","opt_b","amigo velho",0,"pre","Spanish"
"911","5f8a434256536a0fe2e01e78","1","Meus amigos não têm dinheiro. São _______________.","opt_a","amigos pobres",1,"post","Spanish"
"912","5f8a434256536a0fe2e01e78","1","Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada. (valente)","opt_b","super-heróis valentes",0,"pre","Spanish"
"913","5f8a434256536a0fe2e01e78","0","Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer. (afetuoso)","opt_a","pais afetuosos",0,"post","Spanish"
"914","5f8a434256536a0fe2e01e78","0","Eu a conheci há muitos anos. É uma _______________.","opt_b","amigo velho",1,"pre","Spanish"
"915","5f8a434256536a0fe2e01e78","1","Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra' (estudioso)","opt_a","estudantes estudiosos",1,"post","Spanish"
"916","5f8a434256536a0fe2e01e78","0","O professor ensina dois cursos que você pode fazer. Há _______________.","opt_b","opções várias",1,"pre","Spanish"
"917","5f8a434256536a0fe2e01e78","1","Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.","opt_a","meninos fortes",1,"post","Spanish"
"918","5f8a434256536a0fe2e01e78","0","Esse livro é a edição do ano passado - precisamos do ________","opt_b","Livro novo",1,"pre","Spanish"
"919","5f8a434256536a0fe2e01e78","0","Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos. (orgulhoso)","opt_a","pais orgulhosos",0,"post","Spanish"
"920","5f8a434256536a0fe2e01e78","1","Era apenas uma pessoa, não duas pessoas. Foi a _______________ .","opt_b","pessoa mesma",0,"pre","Spanish"
"921","5ff26a649378612a1c20287f","1","Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra' (estudioso)","opt_a","estudantes estudiosos",1,"post","Spanish"
"922","5ff26a649378612a1c20287f","1","O professor ensina dois cursos que você pode fazer. Há _______________.","opt_b","opções várias",0,"pre","Spanish"
"923","5ff26a649378612a1c20287f","0","Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.","opt_a","meninos fortes",0,"post","Spanish"
"924","5ff26a649378612a1c20287f","0","Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada. (valente)","opt_b","super-heróis valentes",1,"pre","Spanish"
"925","5ff26a649378612a1c20287f","1","Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer. (afetuoso)","opt_a","pais afetuosos",1,"post","Spanish"
"926","5ff26a649378612a1c20287f","1","Meus amigos não têm dinheiro. São _______________.","opt_a","amigos pobres",1,"post","Spanish"
"927","5ff26a649378612a1c20287f","0","Eu a conheci há muitos anos. É uma _______________.","opt_b","amigo velho",1,"pre","Spanish"
"928","5ff26a649378612a1c20287f","0","Esse livro é a edição do ano passado - precisamos do ________","opt_b","Livro novo",1,"pre","Spanish"
"929","5ff26a649378612a1c20287f","0","Era apenas uma pessoa, não duas pessoas. Foi a _______________ .","opt_b","pessoa mesma",1,"pre","Spanish"
"930","5ff26a649378612a1c20287f","1","Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos. (orgulhoso)","opt_a","pais orgulhosos",1,"post","Spanish"
"931","6000d5f5eebf792047c6fd23","1","Esse livro é a edição do ano passado - precisamos do ________","opt_b","Livro novo",0,"pre","Spanish"
"932","6000d5f5eebf792047c6fd23","1","Meus amigos não têm dinheiro. São _______________.","opt_a","amigos pobres",1,"post","Spanish"
"933","6000d5f5eebf792047c6fd23","0","Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada. (valente)","opt_b","super-heróis valentes",1,"pre","Spanish"
"934","6000d5f5eebf792047c6fd23","0","Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.","opt_a","meninos fortes",0,"post","Spanish"
"935","6000d5f5eebf792047c6fd23","1","Eu a conheci há muitos anos. É uma _______________.","opt_b","amigo velho",0,"pre","Spanish"
"936","6000d5f5eebf792047c6fd23","1","Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer. (afetuoso)","opt_a","pais afetuosos",1,"post","Spanish"
"937","6000d5f5eebf792047c6fd23","0","Era apenas uma pessoa, não duas pessoas. Foi a _______________ .","opt_b","pessoa mesma",1,"pre","Spanish"
"938","6000d5f5eebf792047c6fd23","0","Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra' (estudioso)","opt_a","estudantes estudiosos",0,"post","Spanish"
"939","6000d5f5eebf792047c6fd23","0","O professor ensina dois cursos que você pode fazer. Há _______________.","opt_b","opções várias",1,"pre","Spanish"
"940","6000d5f5eebf792047c6fd23","1","Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos. (orgulhoso)","opt_a","pais orgulhosos",1,"post","Spanish"
"941","6017b6a318e34b4213b7843d","0","Eu a conheci há muitos anos. É uma _______________.","opt_b","amigo velho",1,"pre","Spanish"
"942","6017b6a318e34b4213b7843d","0","Era apenas uma pessoa, não duas pessoas. Foi a _______________ .","opt_b","pessoa mesma",1,"pre","Spanish"
"943","6017b6a318e34b4213b7843d","1","Meus amigos não têm dinheiro. São _______________.","opt_a","amigos pobres",1,"post","Spanish"
"944","6017b6a318e34b4213b7843d","1","Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.","opt_a","meninos fortes",1,"post","Spanish"
"945","6017b6a318e34b4213b7843d","0","Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada. (valente)","opt_b","super-heróis valentes",1,"pre","Spanish"
"946","6017b6a318e34b4213b7843d","1","Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer. (afetuoso)","opt_a","pais afetuosos",1,"post","Spanish"
"947","6017b6a318e34b4213b7843d","1","Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos. (orgulhoso)","opt_a","pais orgulhosos",1,"post","Spanish"
"948","6017b6a318e34b4213b7843d","0","O professor ensina dois cursos que você pode fazer. Há _______________.","opt_b","opções várias",1,"pre","Spanish"
"949","6017b6a318e34b4213b7843d","0","Esse livro é a edição do ano passado - precisamos do ________","opt_b","Livro novo",1,"pre","Spanish"
"950","6017b6a318e34b4213b7843d","0","Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra' (estudioso)","opt_a","estudantes estudiosos",0,"post","Spanish"
"951","601857c3c3f5ce0c3e5fb913","1","Esse livro é a edição do ano passado - precisamos do ________","opt_b","Livro novo",0,"pre","Spanish"
"952","601857c3c3f5ce0c3e5fb913","0","Meus amigos não têm dinheiro. São _______________.","opt_a","amigos pobres",0,"post","Spanish"
"953","601857c3c3f5ce0c3e5fb913","1","Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra' (estudioso)","opt_a","estudantes estudiosos",1,"post","Spanish"
"954","601857c3c3f5ce0c3e5fb913","1","Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer. (afetuoso)","opt_a","pais afetuosos",1,"post","Spanish"
"955","601857c3c3f5ce0c3e5fb913","0","O professor ensina dois cursos que você pode fazer. Há _______________.","opt_b","opções várias",1,"pre","Spanish"
"956","601857c3c3f5ce0c3e5fb913","1","Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.","opt_a","meninos fortes",1,"post","Spanish"
"957","601857c3c3f5ce0c3e5fb913","1","Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos. (orgulhoso)","opt_a","pais orgulhosos",1,"post","Spanish"
"958","601857c3c3f5ce0c3e5fb913","1","Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada. (valente)","opt_b","super-heróis valentes",0,"pre","Spanish"
"959","601857c3c3f5ce0c3e5fb913","0","Esse livro é a edição do ano passado - precisamos do ________","opt_b","Livro novo",1,"pre","Spanish"
"960","601857c3c3f5ce0c3e5fb913","0","Era apenas uma pessoa, não duas pessoas. Foi a _______________ .","opt_b","pessoa mesma",1,"pre","Spanish"
"961","601857c3c3f5ce0c3e5fb913","0","Eu a conheci há muitos anos. É uma _______________.","opt_b","amigo velho",1,"pre","Spanish"
"962","603bd4a59450778e3c075ea5","0","Meus amigos não têm dinheiro. São _______________.","opt_a","amigos pobres",0,"post","Spanish"
"963","603bd4a59450778e3c075ea5","0","Esse livro é a edição do ano passado - precisamos do ________","opt_b","Livro novo",1,"pre","Spanish"
"964","603bd4a59450778e3c075ea5","1","Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.","opt_a","meninos fortes",1,"post","Spanish"
"965","603bd4a59450778e3c075ea5","1","Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra' (estudioso)","opt_a","estudantes estudiosos",1,"post","Spanish"
"966","603bd4a59450778e3c075ea5","0","Era apenas uma pessoa, não duas pessoas. Foi a _______________ .","opt_b","pessoa mesma",1,"pre","Spanish"
"967","603bd4a59450778e3c075ea5","1","Eu a conheci há muitos anos. É uma _______________.","opt_b","amigo velho",0,"pre","Spanish"
"968","603bd4a59450778e3c075ea5","0","Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada. (valente)","opt_b","super-heróis valentes",1,"pre","Spanish"
"969","603bd4a59450778e3c075ea5","1","Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos. (orgulhoso)","opt_a","pais orgulhosos",1,"post","Spanish"
"970","603bd4a59450778e3c075ea5","0","O professor ensina dois cursos que você pode fazer. Há _______________.","opt_b","opções várias",1,"pre","Spanish"
"971","603bd4a59450778e3c075ea5","1","Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer. (afetuoso)","opt_a","pais afetuosos",1,"post","Spanish"
"972","6043f909d14273455e5e7436","1","Meus amigos não têm dinheiro. São _______________.","opt_a","amigos pobres",1,"post","Spanish"
"973","6043f909d14273455e5e7436","0","Eu a conheci há muitos anos. É uma _______________.","opt_b","amigo velho",1,"pre","Spanish"
"974","6043f909d14273455e5e7436","1","Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.","opt_a","meninos fortes",1,"post","Spanish"
"975","6043f909d14273455e5e7436","0","O professor ensina dois cursos que você pode fazer. Há _______________.","opt_b","opções várias",1,"pre","Spanish"
"976","6043f909d14273455e5e7436","0","Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer. (afetuoso)","opt_a","pais afetuosos",0,"post","Spanish"
"977","6043f909d14273455e5e7436","1","Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada. (valente)","opt_b","super-heróis valentes",0,"pre","Spanish"
"978","6043f909d14273455e5e7436","0","Era apenas uma pessoa, não duas pessoas. Foi a _______________ .","opt_b","pessoa mesma",1,"pre","Spanish"
"979","6043f909d14273455e5e7436","0","Esse livro é a edição do ano passado - precisamos do ________","opt_b","Livro novo",1,"pre","Spanish"
"980","6043f909d14273455e5e7436","1","Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra' (estudioso)","opt_a","estudantes estudiosos",1,"post","Spanish"
"981","6043f909d14273455e5e7436","1","Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos. (orgulhoso)","opt_a","pais orgulhosos",1,"post","Spanish"
"982","60512f92ff9e79466ba8d4b8","1","Eu a conheci há muitos anos. É uma _______________.","opt_b","amigo velho",0,"pre","Spanish"
"983","60512f92ff9e79466ba8d4b8","0","Era apenas uma pessoa, não duas pessoas. Foi a _______________ .","opt_b","pessoa mesma",1,"pre","Spanish"
"984","60512f92ff9e79466ba8d4b8","1","Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer. (afetuoso)","opt_a","pais afetuosos",1,"post","Spanish"
"985","60512f92ff9e79466ba8d4b8","1","Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.","opt_a","meninos fortes",1,"post","Spanish"
"986","60512f92ff9e79466ba8d4b8","1","Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada. (valente)","opt_b","super-heróis valentes",0,"pre","Spanish"
"987","60512f92ff9e79466ba8d4b8","0","Esse livro é a edição do ano passado - precisamos do ________","opt_b","Livro novo",1,"pre","Spanish"
"988","60512f92ff9e79466ba8d4b8","1","Meus amigos não têm dinheiro. São _______________.","opt_a","amigos pobres",1,"post","Spanish"
"989","60512f92ff9e79466ba8d4b8","1","Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos. (orgulhoso)","opt_a","pais orgulhosos",1,"post","Spanish"
"990","60512f92ff9e79466ba8d4b8","1","Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra' (estudioso)","opt_a","estudantes estudiosos",1,"post","Spanish"
"991","60512f92ff9e79466ba8d4b8","0","O professor ensina dois cursos que você pode fazer. Há _______________.","opt_b","opções várias",1,"pre","Spanish"
"992","6058fe9c75f5158b72b72cb1","0","Eu a conheci há muitos anos. É uma _______________.","opt_b","amigo velho",1,"pre","Spanish"
"993","6058fe9c75f5158b72b72cb1","1","Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos. (orgulhoso)","opt_a","pais orgulhosos",1,"post","Spanish"
"994","6058fe9c75f5158b72b72cb1","1","Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer. (afetuoso)","opt_a","pais afetuosos",1,"post","Spanish"
"995","6058fe9c75f5158b72b72cb1","1","Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.","opt_a","meninos fortes",1,"post","Spanish"
"996","6058fe9c75f5158b72b72cb1","1","Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada. (valente)","opt_b","super-heróis valentes",0,"pre","Spanish"
"997","6058fe9c75f5158b72b72cb1","1","Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra' (estudioso)","opt_a","estudantes estudiosos",1,"post","Spanish"
"998","6058fe9c75f5158b72b72cb1","1","Meus amigos não têm dinheiro. São _______________.","opt_a","amigos pobres",1,"post","Spanish"
"999","6058fe9c75f5158b72b72cb1","0","O professor ensina dois cursos que você pode fazer. Há _______________.","opt_b","opções várias",1,"pre","Spanish"
"1000","6058fe9c75f5158b72b72cb1","0","Era apenas uma pessoa, não duas pessoas. Foi a _______________ .","opt_b","pessoa mesma",1,"pre","Spanish"
"1001","6058fe9c75f5158b72b72cb1","0","Esse livro é a edição do ano passado - precisamos do ________","opt_b","Livro novo",1,"pre","Spanish"
"1002","6075d01696382e1b46db0920","0","Eu a conheci há muitos anos. É uma _______________.","opt_b","amigo velho",1,"pre","Spanish"
"1003","6075d01696382e1b46db0920","0","O professor ensina dois cursos que você pode fazer. Há _______________.","opt_b","opções várias",1,"pre","Spanish"
"1004","6075d01696382e1b46db0920","1","Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos. (orgulhoso)","opt_a","pais orgulhosos",1,"post","Spanish"
"1005","6075d01696382e1b46db0920","1","Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer. (afetuoso)","opt_a","pais afetuosos",1,"post","Spanish"
"1006","6075d01696382e1b46db0920","1","Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.","opt_a","meninos fortes",1,"post","Spanish"
"1007","6075d01696382e1b46db0920","1","Era apenas uma pessoa, não duas pessoas. Foi a _______________ .","opt_b","pessoa mesma",0,"pre","Spanish"
"1008","6075d01696382e1b46db0920","0","Meus amigos não têm dinheiro. São _______________.","opt_a","amigos pobres",0,"post","Spanish"
"1009","6075d01696382e1b46db0920","0","Esse livro é a edição do ano passado - precisamos do ________","opt_b","Livro novo",1,"pre","Spanish"
"1010","6075d01696382e1b46db0920","1","Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada. (valente)","opt_b","super-heróis valentes",0,"pre","Spanish"
"1011","6075d01696382e1b46db0920","1","Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra' (estudioso)","opt_a","estudantes estudiosos",1,"post","Spanish"
"1012","609b65565239fb092894f299","0","O professor ensina dois cursos que você pode fazer. Há _______________.","opt_b","opções várias",1,"pre","Spanish"
"1013","609b65565239fb092894f299","1","Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer. (afetuoso)","opt_a","pais afetuosos",1,"post","Spanish"
"1014","609b65565239fb092894f299","1","Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos. (orgulhoso)","opt_a","pais orgulhosos",1,"post","Spanish"
"1015","609b65565239fb092894f299","0","Esse livro é a edição do ano passado - precisamos do ________","opt_b","Livro novo",1,"pre","Spanish"
"1016","609b65565239fb092894f299","1","Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.","opt_a","meninos fortes",1,"post","Spanish"
"1017","609b65565239fb092894f299","0","Era apenas uma pessoa, não duas pessoas. Foi a _______________ .","opt_b","pessoa mesma",1,"pre","Spanish"
"1018","609b65565239fb092894f299","1","Meus amigos não têm dinheiro. São _______________.","opt_a","amigos pobres",1,"post","Spanish"
"1019","609b65565239fb092894f299","1","Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra' (estudioso)","opt_a","estudantes estudiosos",1,"post","Spanish"
"1020","609b65565239fb092894f299","0","Eu a conheci há muitos anos. É uma _______________.","opt_b","amigo velho",1,"pre","Spanish"
"1021","609b65565239fb092894f299","1","Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada. (valente)","opt_b","super-heróis valentes",0,"pre","Spanish"
"1022","609d94f365954bbfe7d4f58b","1","Eu a conheci há muitos anos. É uma _______________.","opt_b","amigo velho",0,"pre","Spanish"
"1023","609d94f365954bbfe7d4f58b","0","Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos. (orgulhoso)","opt_a","pais orgulhosos",0,"post","Spanish"
"1024","609d94f365954bbfe7d4f58b","0","Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer. (afetuoso)","opt_a","pais afetuosos",0,"post","Spanish"
"1025","609d94f365954bbfe7d4f58b","1","Era apenas uma pessoa, não duas pessoas. Foi a _______________ .","opt_b","pessoa mesma",0,"pre","Spanish"
"1026","609d94f365954bbfe7d4f58b","1","Esse livro é a edição do ano passado - precisamos do ________","opt_b","Livro novo",0,"pre","Spanish"
"1027","609d94f365954bbfe7d4f58b","1","O professor ensina dois cursos que você pode fazer. Há _______________.","opt_b","opções várias",0,"pre","Spanish"
"1028","609d94f365954bbfe7d4f58b","0","Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.","opt_a","meninos fortes",0,"post","Spanish"
"1029","609d94f365954bbfe7d4f58b","1","Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra' (estudioso)","opt_a","estudantes estudiosos",1,"post","Spanish"
"1030","609d94f365954bbfe7d4f58b","1","Meus amigos não têm dinheiro. São _______________.","opt_a","amigos pobres",1,"post","Spanish"
"1031","609d94f365954bbfe7d4f58b","1","Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada. (valente)","opt_b","super-heróis valentes",0,"pre","Spanish"
"1032","60d6cf661bbe1f28e48040bd","1","Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos. (orgulhoso)","opt_a","pais orgulhosos",1,"post","Spanish"
"1033","60d6cf661bbe1f28e48040bd","0","Meus amigos não têm dinheiro. São _______________.","opt_a","amigos pobres",0,"post","Spanish"
"1034","60d6cf661bbe1f28e48040bd","0","Esse livro é a edição do ano passado - precisamos do ________","opt_b","Livro novo",1,"pre","Spanish"
"1035","60d6cf661bbe1f28e48040bd","1","Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada. (valente)","opt_b","super-heróis valentes",0,"pre","Spanish"
"1036","60d6cf661bbe1f28e48040bd","1","Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra' (estudioso)","opt_a","estudantes estudiosos",1,"post","Spanish"
"1037","60d6cf661bbe1f28e48040bd","0","O professor ensina dois cursos que você pode fazer. Há _______________.","opt_b","opções várias",1,"pre","Spanish"
"1038","60d6cf661bbe1f28e48040bd","0","Eu a conheci há muitos anos. É uma _______________.","opt_b","amigo velho",1,"pre","Spanish"
"1039","60d6cf661bbe1f28e48040bd","0","Era apenas uma pessoa, não duas pessoas. Foi a _______________ .","opt_b","pessoa mesma",1,"pre","Spanish"
"1040","60d6cf661bbe1f28e48040bd","1","Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer. (afetuoso)","opt_a","pais afetuosos",1,"post","Spanish"
"1041","60d6cf661bbe1f28e48040bd","1","Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.","opt_a","meninos fortes",1,"post","Spanish"
"1042","60e345123600d1db7e03843c","0","Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.","opt_a","meninos fortes",0,"post","Spanish"
"1043","60e345123600d1db7e03843c","1","Meus amigos não têm dinheiro. São _______________.","opt_a","amigos pobres",1,"post","Spanish"
"1044","60e345123600d1db7e03843c","1","Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra' (estudioso)","opt_a","estudantes estudiosos",1,"post","Spanish"
"1045","60e345123600d1db7e03843c","0","O professor ensina dois cursos que você pode fazer. Há _______________.","opt_b","opções várias",1,"pre","Spanish"
"1046","60e345123600d1db7e03843c","0","Era apenas uma pessoa, não duas pessoas. Foi a _______________ .","opt_b","pessoa mesma",1,"pre","Spanish"
"1047","60e345123600d1db7e03843c","1","Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos. (orgulhoso)","opt_a","pais orgulhosos",1,"post","Spanish"
"1048","60e345123600d1db7e03843c","0","Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer. (afetuoso)","opt_a","pais afetuosos",0,"post","Spanish"
"1049","60e345123600d1db7e03843c","1","Eu a conheci há muitos anos. É uma _______________.","opt_b","amigo velho",0,"pre","Spanish"
"1050","60e345123600d1db7e03843c","0","Esse livro é a edição do ano passado - precisamos do ________","opt_b","Livro novo",1,"pre","Spanish"
"1051","60e345123600d1db7e03843c","0","Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada. (valente)","opt_b","super-heróis valentes",1,"pre","Spanish"
"1052","60f8b73307416902fdc94fd7","0","Era apenas uma pessoa, não duas pessoas. Foi a _______________ .","opt_b","pessoa mesma",1,"pre","Spanish"
"1053","60f8b73307416902fdc94fd7","1","Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer. (afetuoso)","opt_a","pais afetuosos",1,"post","Spanish"
"1054","60f8b73307416902fdc94fd7","1","Meus amigos não têm dinheiro. São _______________.","opt_a","amigos pobres",1,"post","Spanish"
"1055","60f8b73307416902fdc94fd7","0","Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada. (valente)","opt_b","super-heróis valentes",1,"pre","Spanish"
"1056","60f8b73307416902fdc94fd7","1","Eu a conheci há muitos anos. É uma _______________.","opt_b","amigo velho",0,"pre","Spanish"
"1057","60f8b73307416902fdc94fd7","1","Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos. (orgulhoso)","opt_a","pais orgulhosos",1,"post","Spanish"
"1058","60f8b73307416902fdc94fd7","1","Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra' (estudioso)","opt_a","estudantes estudiosos",1,"post","Spanish"
"1059","60f8b73307416902fdc94fd7","1","O professor ensina dois cursos que você pode fazer. Há _______________.","opt_b","opções várias",0,"pre","Spanish"
"1060","60f8b73307416902fdc94fd7","1","Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.","opt_a","meninos fortes",1,"post","Spanish"
"1061","60f8b73307416902fdc94fd7","1","Esse livro é a edição do ano passado - precisamos do ________","opt_b","Livro novo",0,"pre","Spanish"
"1062","611154c1278503776878d3ae","1","Meus amigos não têm dinheiro. São _______________.","opt_a","amigos pobres",1,"post","Spanish"
"1063","611154c1278503776878d3ae","1","Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.","opt_a","meninos fortes",1,"post","Spanish"
