0.9726 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
9.0688 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fe94442d790>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fe8e2a7bfd0>, multiSample=False, name='window1', numSamples=2, pos=[360.0, 225.0], screen=0, size=array([2880, 1800]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.0694 	EXP 	window1: mouseVisible = True
9.0704 	EXP 	window1: mouseVisible = False
9.0704 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
9.0704 	EXP 	window1: recordFrameIntervals = False
9.2377 	EXP 	window1: recordFrameIntervals = True
9.4188 	EXP 	Screen (0) actual frame rate measured at 59.89Hz
9.4188 	EXP 	window1: recordFrameIntervals = False
12.4099 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
12.4106 	EXP 	Created prompt_collocation = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='prompt_collocation', opacity=1.0, ori=0.0, pos=array([0. , 0.2]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
12.4132 	EXP 	Created cross = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([ 1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='cross', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
12.4136 	EXP 	Created opt_a_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='opt_a_text', opacity=1.0, ori=0.0, pos=array([-0.3, -0.2]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
12.4140 	EXP 	Created opt_b_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='opt_b_text', opacity=1.0, ori=0.0, pos=array([ 0.3, -0.2]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
12.4180 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
12.4184 	EXP 	Created prompt_interpretation = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='prompt_interpretation', opacity=1.0, ori=0.0, pos=array([0. , 0.2]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
12.4196 	EXP 	Created cross_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([ 1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='cross_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
12.4201 	EXP 	Created opt_a_text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='opt_a_text_2', opacity=1.0, ori=0.0, pos=array([-0.3, -0.2]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
12.4205 	EXP 	Created opt_b_text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='opt_b_text_2', opacity=1.0, ori=0.0, pos=array([ 0.3, -0.3]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
12.4271 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
12.4482 	EXP 	text: autoDraw = True
21.7060 	EXP 	Imported conditions/collocation_br.csv as conditions, 10 conditions, 4 params
21.7070 	EXP 	Created sequence: random, trialTypes=10, nReps=1, seed=None
21.7073 	EXP 	New trial (rep=0, index=0): OrderedDict([('prompt', 'Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada. (valente)'), ('opt_a', 'super-heróis valentes'), ('opt_b', 'valentes super-heróis'), ('correct', 'opt_b')])
21.7332 	DATA 	Keypress: space
21.7381 	EXP 	text: autoDraw = False
21.7381 	EXP 	prompt_collocation: height = 0.04
21.7381 	EXP 	prompt_collocation: height = 0.04
21.7381 	EXP 	prompt_collocation: height = 0.04
21.7381 	EXP 	prompt_collocation: text = 'Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada. (valente)'
21.7381 	EXP 	opt_a_text: height = 0.04
21.7381 	EXP 	opt_a_text: height = 0.04
21.7381 	EXP 	opt_a_text: height = 0.04
21.7381 	EXP 	opt_a_text: text = 'super-heróis valentes'
21.7381 	EXP 	opt_b_text: height = 0.04
21.7381 	EXP 	opt_b_text: height = 0.04
21.7381 	EXP 	opt_b_text: height = 0.04
21.7381 	EXP 	opt_b_text: text = 'valentes super-heróis'
21.7381 	EXP 	cross: autoDraw = True
22.2020 	EXP 	prompt_collocation: autoDraw = True
22.2020 	EXP 	opt_a_text: autoDraw = True
22.2020 	EXP 	opt_b_text: autoDraw = True
22.2521 	EXP 	cross: autoDraw = False
27.6530 	EXP 	New trial (rep=0, index=1): OrderedDict([('prompt', 'Era apenas uma pessoa, não duas pessoas. Foi a _______________ .'), ('opt_a', 'pessoa mesma'), ('opt_b', 'mesma pessoa'), ('correct', 'opt_b')])
27.6639 	DATA 	Keypress: 1
27.6689 	EXP 	prompt_collocation: autoDraw = False
27.6689 	EXP 	cross: autoDraw = False
27.6689 	EXP 	opt_a_text: autoDraw = False
27.6689 	EXP 	opt_b_text: autoDraw = False
27.6689 	EXP 	prompt_collocation: height = 0.04
27.6689 	EXP 	prompt_collocation: height = 0.04
27.6689 	EXP 	prompt_collocation: height = 0.04
27.6689 	EXP 	prompt_collocation: text = 'Era apenas uma pessoa, não duas pessoas. Foi a _______________ .'
27.6689 	EXP 	opt_a_text: height = 0.04
27.6689 	EXP 	opt_a_text: height = 0.04
27.6689 	EXP 	opt_a_text: height = 0.04
27.6689 	EXP 	opt_a_text: text = 'pessoa mesma'
27.6689 	EXP 	opt_b_text: height = 0.04
27.6689 	EXP 	opt_b_text: height = 0.04
27.6689 	EXP 	opt_b_text: height = 0.04
27.6689 	EXP 	opt_b_text: text = 'mesma pessoa'
27.6689 	EXP 	cross: autoDraw = True
28.1518 	EXP 	prompt_collocation: autoDraw = True
28.1518 	EXP 	opt_a_text: autoDraw = True
28.1518 	EXP 	opt_b_text: autoDraw = True
28.1685 	EXP 	cross: autoDraw = False
28.7700 	EXP 	New trial (rep=0, index=2): OrderedDict([('prompt', "Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra' (estudioso)"), ('opt_a', 'estudantes estudiosos'), ('opt_b', 'estudiosos estudantes'), ('correct', 'opt_a')])
28.7954 	DATA 	Keypress: 1
28.7992 	EXP 	prompt_collocation: autoDraw = False
28.7992 	EXP 	cross: autoDraw = False
28.7992 	EXP 	opt_a_text: autoDraw = False
28.7992 	EXP 	opt_b_text: autoDraw = False
28.7992 	EXP 	prompt_collocation: height = 0.04
28.7992 	EXP 	prompt_collocation: height = 0.04
28.7992 	EXP 	prompt_collocation: height = 0.04
28.7992 	EXP 	prompt_collocation: text = "Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra' (estudioso)"
28.7992 	EXP 	opt_a_text: height = 0.04
28.7992 	EXP 	opt_a_text: height = 0.04
28.7992 	EXP 	opt_a_text: height = 0.04
28.7992 	EXP 	opt_a_text: text = 'estudantes estudiosos'
28.7992 	EXP 	opt_b_text: height = 0.04
28.7992 	EXP 	opt_b_text: height = 0.04
28.7992 	EXP 	opt_b_text: height = 0.04
28.7992 	EXP 	opt_b_text: text = 'estudiosos estudantes'
28.7992 	EXP 	cross: autoDraw = True
29.2697 	EXP 	prompt_collocation: autoDraw = True
29.2697 	EXP 	opt_a_text: autoDraw = True
29.2697 	EXP 	opt_b_text: autoDraw = True
29.3030 	EXP 	cross: autoDraw = False
29.8862 	EXP 	New trial (rep=0, index=3): OrderedDict([('prompt', 'Eu a conheci há muitos anos. É uma _______________.'), ('opt_a', 'amigo velho'), ('opt_b', 'velho amigo'), ('correct', 'opt_b')])
29.8947 	DATA 	Keypress: 1
29.9017 	EXP 	prompt_collocation: autoDraw = False
29.9017 	EXP 	cross: autoDraw = False
29.9017 	EXP 	opt_a_text: autoDraw = False
29.9017 	EXP 	opt_b_text: autoDraw = False
29.9017 	EXP 	prompt_collocation: height = 0.04
29.9017 	EXP 	prompt_collocation: height = 0.04
29.9017 	EXP 	prompt_collocation: height = 0.04
29.9017 	EXP 	prompt_collocation: text = 'Eu a conheci há muitos anos. É uma _______________.'
29.9017 	EXP 	opt_a_text: height = 0.04
29.9017 	EXP 	opt_a_text: height = 0.04
29.9017 	EXP 	opt_a_text: height = 0.04
29.9017 	EXP 	opt_a_text: text = 'amigo velho'
29.9017 	EXP 	opt_b_text: height = 0.04
29.9017 	EXP 	opt_b_text: height = 0.04
29.9017 	EXP 	opt_b_text: height = 0.04
29.9017 	EXP 	opt_b_text: text = 'velho amigo'
29.9017 	EXP 	cross: autoDraw = True
30.3864 	EXP 	prompt_collocation: autoDraw = True
30.3864 	EXP 	opt_a_text: autoDraw = True
30.3864 	EXP 	opt_b_text: autoDraw = True
30.4033 	EXP 	cross: autoDraw = False
30.8033 	EXP 	New trial (rep=0, index=4): OrderedDict([('prompt', 'Meus amigos não têm dinheiro. São _______________.'), ('opt_a', 'amigos pobres'), ('opt_b', 'pobres amigos'), ('correct', 'opt_a')])
30.8123 	DATA 	Keypress: 1
30.8186 	EXP 	prompt_collocation: autoDraw = False
30.8186 	EXP 	cross: autoDraw = False
30.8186 	EXP 	opt_a_text: autoDraw = False
30.8186 	EXP 	opt_b_text: autoDraw = False
30.8186 	EXP 	prompt_collocation: height = 0.04
30.8186 	EXP 	prompt_collocation: height = 0.04
30.8186 	EXP 	prompt_collocation: height = 0.04
30.8186 	EXP 	prompt_collocation: text = 'Meus amigos não têm dinheiro. São _______________.'
30.8186 	EXP 	opt_a_text: height = 0.04
30.8186 	EXP 	opt_a_text: height = 0.04
30.8186 	EXP 	opt_a_text: height = 0.04
30.8186 	EXP 	opt_a_text: text = 'amigos pobres'
30.8186 	EXP 	opt_b_text: height = 0.04
30.8186 	EXP 	opt_b_text: height = 0.04
30.8186 	EXP 	opt_b_text: height = 0.04
30.8186 	EXP 	opt_b_text: text = 'pobres amigos'
30.8186 	EXP 	cross: autoDraw = True
31.3023 	EXP 	prompt_collocation: autoDraw = True
31.3023 	EXP 	opt_a_text: autoDraw = True
31.3023 	EXP 	opt_b_text: autoDraw = True
31.3185 	EXP 	cross: autoDraw = False
31.5864 	EXP 	New trial (rep=0, index=5): OrderedDict([('prompt', 'Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer. (afetuoso)'), ('opt_a', 'pais afetuosos'), ('opt_b', 'afetuosos pais'), ('correct', 'opt_a')])
31.5985 	DATA 	Keypress: 1
31.6024 	EXP 	prompt_collocation: autoDraw = False
31.6024 	EXP 	cross: autoDraw = False
31.6024 	EXP 	opt_a_text: autoDraw = False
31.6024 	EXP 	opt_b_text: autoDraw = False
31.6024 	EXP 	prompt_collocation: height = 0.04
31.6024 	EXP 	prompt_collocation: height = 0.04
31.6024 	EXP 	prompt_collocation: height = 0.04
31.6024 	EXP 	prompt_collocation: text = 'Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer. (afetuoso)'
31.6024 	EXP 	opt_a_text: height = 0.04
31.6024 	EXP 	opt_a_text: height = 0.04
31.6024 	EXP 	opt_a_text: height = 0.04
31.6024 	EXP 	opt_a_text: text = 'pais afetuosos'
31.6024 	EXP 	opt_b_text: height = 0.04
31.6024 	EXP 	opt_b_text: height = 0.04
31.6024 	EXP 	opt_b_text: height = 0.04
31.6024 	EXP 	opt_b_text: text = 'afetuosos pais'
31.6024 	EXP 	cross: autoDraw = True
32.1024 	EXP 	prompt_collocation: autoDraw = True
32.1024 	EXP 	cross: autoDraw = False
32.1024 	EXP 	opt_a_text: autoDraw = True
32.1024 	EXP 	opt_b_text: autoDraw = True
32.4545 	EXP 	New trial (rep=0, index=6): OrderedDict([('prompt', 'Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos. (orgulhoso)'), ('opt_a', 'pais orgulhosos'), ('opt_b', 'orgulhosos pais'), ('correct', 'opt_a')])
32.4674 	DATA 	Keypress: 1
32.4714 	EXP 	prompt_collocation: autoDraw = False
32.4714 	EXP 	cross: autoDraw = False
32.4714 	EXP 	opt_a_text: autoDraw = False
32.4714 	EXP 	opt_b_text: autoDraw = False
32.4714 	EXP 	prompt_collocation: height = 0.04
32.4714 	EXP 	prompt_collocation: height = 0.04
32.4714 	EXP 	prompt_collocation: height = 0.04
32.4714 	EXP 	prompt_collocation: text = 'Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos. (orgulhoso)'
32.4714 	EXP 	opt_a_text: height = 0.04
32.4714 	EXP 	opt_a_text: height = 0.04
32.4714 	EXP 	opt_a_text: height = 0.04
32.4714 	EXP 	opt_a_text: text = 'pais orgulhosos'
32.4714 	EXP 	opt_b_text: height = 0.04
32.4714 	EXP 	opt_b_text: height = 0.04
32.4714 	EXP 	opt_b_text: height = 0.04
32.4714 	EXP 	opt_b_text: text = 'orgulhosos pais'
32.4714 	EXP 	cross: autoDraw = True
32.9692 	EXP 	prompt_collocation: autoDraw = True
32.9692 	EXP 	opt_a_text: autoDraw = True
32.9692 	EXP 	opt_b_text: autoDraw = True
32.9864 	EXP 	cross: autoDraw = False
33.4375 	EXP 	New trial (rep=0, index=7): OrderedDict([('prompt', 'Esse livro é a edição do ano passado - precisamos do ________'), ('opt_a', 'Livro novo'), ('opt_b', 'livro novo'), ('correct', 'opt_b')])
33.4467 	DATA 	Keypress: 1
33.4518 	EXP 	prompt_collocation: autoDraw = False
33.4518 	EXP 	cross: autoDraw = False
33.4518 	EXP 	opt_a_text: autoDraw = False
33.4518 	EXP 	opt_b_text: autoDraw = False
33.4518 	EXP 	prompt_collocation: height = 0.04
33.4518 	EXP 	prompt_collocation: height = 0.04
33.4518 	EXP 	prompt_collocation: height = 0.04
33.4518 	EXP 	prompt_collocation: text = 'Esse livro é a edição do ano passado - precisamos do ________'
33.4518 	EXP 	opt_a_text: height = 0.04
33.4518 	EXP 	opt_a_text: height = 0.04
33.4518 	EXP 	opt_a_text: height = 0.04
33.4518 	EXP 	opt_a_text: text = 'Livro novo'
33.4518 	EXP 	opt_b_text: height = 0.04
33.4518 	EXP 	opt_b_text: height = 0.04
33.4518 	EXP 	opt_b_text: height = 0.04
33.4518 	EXP 	opt_b_text: text = 'livro novo'
33.4518 	EXP 	cross: autoDraw = True
33.9526 	EXP 	prompt_collocation: autoDraw = True
33.9526 	EXP 	cross: autoDraw = False
33.9526 	EXP 	opt_a_text: autoDraw = True
33.9526 	EXP 	opt_b_text: autoDraw = True
34.2697 	EXP 	New trial (rep=0, index=8): OrderedDict([('prompt', 'O professor ensina dois cursos que você pode fazer. Há _______________.'), ('opt_a', 'opções várias'), ('opt_b', 'várias opções'), ('correct', 'opt_b')])
34.2787 	DATA 	Keypress: 1
