port_type.keys,port_type.rt,participant,session,date,expName,psychopyVersion,OS,frameRate
0,16.4227,561fcb95ed6e5a000bc7eaa2,001,2022-09-19_11h50.09.477,rothman_exp,2022.2.3,Win32,60.11783095
