port_type.keys,port_type.rt,participant,session,date,expName,psychopyVersion,OS,frameRate
0,9.8685,5ea01c7e792cdc00099748d6,001,2022-09-16_21h51.18.336,rothman_exp,2022.2.3,Win32,60.17933442
