port_type.keys,port_type.rt,participant,session,date,expName,psychopyVersion,OS,frameRate
0,12.5719,5fb2946df797088a8c405c2e,001,2022-09-19_19h20.03.881,rothman_exp,2022.2.3,Win32,59.54507562
