port_type.keys,port_type.rt,participant,session,date,expName,psychopyVersion,OS,frameRate,choice.keys,choice.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,prompt,opt_a,opt_b,correct
1,3.3175,,001,2022-09-16_15h54.25.646,rothman_exp,2022.2.3,MacIntel,59.99880002,,,,,,,,,,,
,,,001,2022-09-16_15h54.25.646,rothman_exp,2022.2.3,MacIntel,59.99880002,1,1.95,0,0,0,5,1,Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer. (afetuoso),pais afetuosos,afetuosos pais,opt_a
