key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,OS,frameRate,choice.keys,choice.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,prompt,opt_a,opt_b,correct,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,key_resp_4.keys,key_resp_4.rt
space,28.1457,60f16bd4e31a0c699177b29c,001,2022-08-19_20h37.24.356,rothman_exp,2022.2.3,Win32,12.00235246,,,,,,,,,,,,,,,,,,,,,,
,,60f16bd4e31a0c699177b29c,001,2022-08-19_20h37.24.356,rothman_exp,2022.2.3,Win32,12.00235246,0,12.5135,0,0,0,4,1,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .",pessoa mesma,mesma pessoa,opt_b,,,,,,,,,,,
,,60f16bd4e31a0c699177b29c,001,2022-08-19_20h37.24.356,rothman_exp,2022.2.3,Win32,12.00235246,1,5.0835,0,1,1,9,1,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,,,,,,,,,,,
,,60f16bd4e31a0c699177b29c,001,2022-08-19_20h37.24.356,rothman_exp,2022.2.3,Win32,12.00235246,0,4.0471,0,2,2,3,1,O professor ensina dois cursos que você pode fazer. Há _______________.,opções várias,várias opções,opt_b,,,,,,,,,,,
,,60f16bd4e31a0c699177b29c,001,2022-08-19_20h37.24.356,rothman_exp,2022.2.3,Win32,12.00235246,1,9.7849,0,3,3,7,1,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos. (orgulhoso)",pais orgulhosos,orgulhosos pais,opt_a,,,,,,,,,,,
,,60f16bd4e31a0c699177b29c,001,2022-08-19_20h37.24.356,rothman_exp,2022.2.3,Win32,12.00235246,1,11.7382,0,4,4,6,1,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,,,,,,,,,,,
,,60f16bd4e31a0c699177b29c,001,2022-08-19_20h37.24.356,rothman_exp,2022.2.3,Win32,12.00235246,0,11.1191,0,5,5,2,1,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,,,,,,,,,,,
,,60f16bd4e31a0c699177b29c,001,2022-08-19_20h37.24.356,rothman_exp,2022.2.3,Win32,12.00235246,1,6.0959,0,6,6,0,1,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada. (corajoso)",super-heróis corajosos,corajosos super-heróis,opt_b,,,,,,,,,,,
,,60f16bd4e31a0c699177b29c,001,2022-08-19_20h37.24.356,rothman_exp,2022.2.3,Win32,12.00235246,1,6.1328,0,7,7,8,1,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra' (estudioso)",estudantes estudiosos,estudiosos estudantes,opt_a,,,,,,,,,,,
,,60f16bd4e31a0c699177b29c,001,2022-08-19_20h37.24.356,rothman_exp,2022.2.3,Win32,12.00235246,0,5.1082,0,8,8,1,1,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras. (aventureiro)",Ming aventureiros,aventureiros Ming,opt_b,,,,,,,,,,,
