Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-r1ad,order-e485,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
11,1680011411040,28/03/2023 13:50:11,1680015011040,1,28/03/2023 15:50:11,127819,11,questionnaire-zbjj,,28492102,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Questionnaire,3,ABC,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",action,value,0,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,5,object-6
12,1680011411040,28/03/2023 13:50:11,1680015011040,1,28/03/2023 15:50:11,127819,11,questionnaire-zbjj,,28492102,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Questionnaire,3,ABC,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",action,quantised,1,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,5,object-6
13,1680011411040,28/03/2023 13:50:11,1680015011040,1,28/03/2023 15:50:11,127819,11,questionnaire-zbjj,,28492102,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Questionnaire,3,ABC,AB,Page 1,mowvol,1,What is your prolific id?,action,value,5f5e116c2074a4664940c45a,,,Text Input,6,object-7
14,1680011411042,28/03/2023 13:50:11,1680015011042,1,28/03/2023 15:50:11,127819,11,questionnaire-zbjj,,28492102,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Questionnaire,3,ABC,AB,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",response,value,Portuguese,,English|Spanish|Portuguese,Multiple Choice,1,object-2
15,1680011411042,28/03/2023 13:50:11,1680015011042,1,28/03/2023 15:50:11,127819,11,questionnaire-zbjj,,28492102,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Questionnaire,3,ABC,AB,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",response,quantised,3,,English|Spanish|Portuguese,Multiple Choice,1,object-2
16,1680011411042,28/03/2023 13:50:11,1680015011042,1,28/03/2023 15:50:11,127819,11,questionnaire-zbjj,,28492102,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Questionnaire,3,ABC,AB,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",response,value,Yes,,Yes|No,Multiple Choice,2,object-3
17,1680011411043,28/03/2023 13:50:11,1680015011043,1,28/03/2023 15:50:11,127819,11,questionnaire-zbjj,,28492102,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Questionnaire,3,ABC,AB,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",response,quantised,1,,Yes|No,Multiple Choice,2,object-3
18,1680011411043,28/03/2023 13:50:11,1680015011043,1,28/03/2023 15:50:11,127819,11,questionnaire-zbjj,,28492102,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Questionnaire,3,ABC,AB,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",response,value,8,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,3,object-4
19,1680011411043,28/03/2023 13:50:11,1680015011043,1,28/03/2023 15:50:11,127819,11,questionnaire-zbjj,,28492102,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Questionnaire,3,ABC,AB,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",response,quantised,9,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,3,object-4
20,1680011411043,28/03/2023 13:50:11,1680015011043,1,28/03/2023 15:50:11,127819,11,questionnaire-zbjj,,28492102,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Questionnaire,3,ABC,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",response,value,12,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,4,object-5
21,1680011411044,28/03/2023 13:50:11,1680015011044,1,28/03/2023 15:50:11,127819,11,questionnaire-zbjj,,28492102,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Questionnaire,3,ABC,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",response,quantised,13,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,4,object-5
22,1680011411044,28/03/2023 13:50:11,1680015011044,1,28/03/2023 15:50:11,127819,11,questionnaire-zbjj,,28492102,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Questionnaire,3,ABC,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",response,value,0,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,5,object-6
23,1680011411044,28/03/2023 13:50:11,1680015011044,1,28/03/2023 15:50:11,127819,11,questionnaire-zbjj,,28492102,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Questionnaire,3,ABC,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",response,quantised,1,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,5,object-6
24,1680011411044,28/03/2023 13:50:11,1680015011044,1,28/03/2023 15:50:11,127819,11,questionnaire-zbjj,,28492102,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Questionnaire,3,ABC,AB,Page 1,mowvol,1,What is your prolific id?,response,value,5f5e116c2074a4664940c45a,,,Text Input,6,object-7
25,1680011411044,28/03/2023 13:50:11,1680015011044,1,28/03/2023 15:50:11,127819,11,questionnaire-zbjj,,28492102,BLIND,8468472,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1440x690,,Questionnaire,3,ABC,AB,,,,,,,END,,,,,
1,1680042835538,28/03/2023 22:33:55,1680017635538,-7,28/03/2023 08:33:55,127819,11,questionnaire-zbjj,,28494270,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,Questionnaire,3,BAC,BA,,,,,,,BEGIN,,,,,
2,1680042857617,28/03/2023 22:34:17,1680017657617,-7,28/03/2023 08:34:17,127819,11,questionnaire-zbjj,,28494270,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x412,,Questionnaire,3,BAC,BA,Page 1,mowvol,1,,continue,,,,,screen,0,screen
3,1680042857621,28/03/2023 22:34:17,1680017657621,-7,28/03/2023 08:34:17,127819,11,questionnaire-zbjj,,28494270,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x412,,Questionnaire,3,BAC,BA,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",action,value,English,,English|Spanish|Portuguese,Multiple Choice,1,object-2
4,1680042857621,28/03/2023 22:34:17,1680017657621,-7,28/03/2023 08:34:17,127819,11,questionnaire-zbjj,,28494270,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x412,,Questionnaire,3,BAC,BA,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",action,quantised,1,,English|Spanish|Portuguese,Multiple Choice,1,object-2
5,1680042857621,28/03/2023 22:34:17,1680017657621,-7,28/03/2023 08:34:17,127819,11,questionnaire-zbjj,,28494270,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x412,,Questionnaire,3,BAC,BA,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",action,value,Yes,,Yes|No,Multiple Choice,2,object-3
6,1680042857621,28/03/2023 22:34:17,1680017657621,-7,28/03/2023 08:34:17,127819,11,questionnaire-zbjj,,28494270,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x412,,Questionnaire,3,BAC,BA,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",action,quantised,1,,Yes|No,Multiple Choice,2,object-3
7,1680042857621,28/03/2023 22:34:17,1680017657621,-7,28/03/2023 08:34:17,127819,11,questionnaire-zbjj,,28494270,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x412,,Questionnaire,3,BAC,BA,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",action,value,0,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,3,object-4
8,1680042857622,28/03/2023 22:34:17,1680017657622,-7,28/03/2023 08:34:17,127819,11,questionnaire-zbjj,,28494270,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x412,,Questionnaire,3,BAC,BA,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",action,quantised,1,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,3,object-4
9,1680042857622,28/03/2023 22:34:17,1680017657622,-7,28/03/2023 08:34:17,127819,11,questionnaire-zbjj,,28494270,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x412,,Questionnaire,3,BAC,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",action,value,0,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,4,object-5
10,1680042857622,28/03/2023 22:34:17,1680017657622,-7,28/03/2023 08:34:17,127819,11,questionnaire-zbjj,,28494270,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x412,,Questionnaire,3,BAC,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",action,quantised,1,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,4,object-5
11,1680042857623,28/03/2023 22:34:17,1680017657623,-7,28/03/2023 08:34:17,127819,11,questionnaire-zbjj,,28494270,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x412,,Questionnaire,3,BAC,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",action,value,0,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,5,object-6
12,1680042857623,28/03/2023 22:34:17,1680017657623,-7,28/03/2023 08:34:17,127819,11,questionnaire-zbjj,,28494270,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x412,,Questionnaire,3,BAC,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",action,quantised,1,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,5,object-6
13,1680042857623,28/03/2023 22:34:17,1680017657623,-7,28/03/2023 08:34:17,127819,11,questionnaire-zbjj,,28494270,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x412,,Questionnaire,3,BAC,BA,Page 1,mowvol,1,What is your prolific id?,action,value,6419d4b95f4baa2bca7aa797,,,Text Input,6,object-7
14,1680042857624,28/03/2023 22:34:17,1680017657624,-7,28/03/2023 08:34:17,127819,11,questionnaire-zbjj,,28494270,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x412,,Questionnaire,3,BAC,BA,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",response,value,English,,English|Spanish|Portuguese,Multiple Choice,1,object-2
15,1680042857624,28/03/2023 22:34:17,1680017657624,-7,28/03/2023 08:34:17,127819,11,questionnaire-zbjj,,28494270,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x412,,Questionnaire,3,BAC,BA,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",response,quantised,1,,English|Spanish|Portuguese,Multiple Choice,1,object-2
16,1680042857624,28/03/2023 22:34:17,1680017657624,-7,28/03/2023 08:34:17,127819,11,questionnaire-zbjj,,28494270,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x412,,Questionnaire,3,BAC,BA,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",response,value,Yes,,Yes|No,Multiple Choice,2,object-3
17,1680042857624,28/03/2023 22:34:17,1680017657624,-7,28/03/2023 08:34:17,127819,11,questionnaire-zbjj,,28494270,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x412,,Questionnaire,3,BAC,BA,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",response,quantised,1,,Yes|No,Multiple Choice,2,object-3
18,1680042857625,28/03/2023 22:34:17,1680017657625,-7,28/03/2023 08:34:17,127819,11,questionnaire-zbjj,,28494270,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x412,,Questionnaire,3,BAC,BA,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",response,value,0,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,3,object-4
19,1680042857625,28/03/2023 22:34:17,1680017657625,-7,28/03/2023 08:34:17,127819,11,questionnaire-zbjj,,28494270,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x412,,Questionnaire,3,BAC,BA,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",response,quantised,1,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,3,object-4
20,1680042857625,28/03/2023 22:34:17,1680017657625,-7,28/03/2023 08:34:17,127819,11,questionnaire-zbjj,,28494270,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x412,,Questionnaire,3,BAC,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",response,value,0,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,4,object-5
21,1680042857625,28/03/2023 22:34:17,1680017657625,-7,28/03/2023 08:34:17,127819,11,questionnaire-zbjj,,28494270,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x412,,Questionnaire,3,BAC,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",response,quantised,1,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,4,object-5
22,1680042857625,28/03/2023 22:34:17,1680017657625,-7,28/03/2023 08:34:17,127819,11,questionnaire-zbjj,,28494270,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x412,,Questionnaire,3,BAC,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",response,value,0,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,5,object-6
23,1680042857625,28/03/2023 22:34:17,1680017657625,-7,28/03/2023 08:34:17,127819,11,questionnaire-zbjj,,28494270,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x412,,Questionnaire,3,BAC,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",response,quantised,1,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,5,object-6
24,1680042857625,28/03/2023 22:34:17,1680017657625,-7,28/03/2023 08:34:17,127819,11,questionnaire-zbjj,,28494270,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x412,,Questionnaire,3,BAC,BA,Page 1,mowvol,1,What is your prolific id?,response,value,6419d4b95f4baa2bca7aa797,,,Text Input,6,object-7
25,1680042857625,28/03/2023 22:34:17,1680017657625,-7,28/03/2023 08:34:17,127819,11,questionnaire-zbjj,,28494270,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x412,,Questionnaire,3,BAC,BA,,,,,,,END,,,,,
26,1680042858898,28/03/2023 22:34:18,1680017658898,-7,28/03/2023 08:34:18,127819,11,questionnaire-zbjj,,28494270,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,Questionnaire,3,BAC,BA,Page 1,mowvol,1,,continue,,,,,screen,0,screen
27,1680042860377,28/03/2023 22:34:20,1680017660377,-7,28/03/2023 08:34:20,127819,11,questionnaire-zbjj,,28494270,BLIND,8469194,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,414x896,414x718,,Questionnaire,3,BAC,BA,Page 1,mowvol,1,,continue,,,,,screen,0,screen
1,1680032837004,28/03/2023 19:47:17,1680018437004,-4,28/03/2023 11:47:17,127819,11,questionnaire-zbjj,,28495049,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Questionnaire,3,BCA,AB,,,,,,,BEGIN,,,,,
2,1680032861998,28/03/2023 19:47:41,1680018461998,-4,28/03/2023 11:47:41,127819,11,questionnaire-zbjj,,28495049,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Questionnaire,3,BCA,AB,Page 1,mowvol,1,,continue,,,,,screen,0,screen
3,1680032862004,28/03/2023 19:47:42,1680018462004,-4,28/03/2023 11:47:42,127819,11,questionnaire-zbjj,,28495049,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Questionnaire,3,BCA,AB,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",action,value,English,,English|Spanish|Portuguese,Multiple Choice,1,object-2
4,1680032862005,28/03/2023 19:47:42,1680018462005,-4,28/03/2023 11:47:42,127819,11,questionnaire-zbjj,,28495049,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Questionnaire,3,BCA,AB,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",action,quantised,1,,English|Spanish|Portuguese,Multiple Choice,1,object-2
5,1680032862005,28/03/2023 19:47:42,1680018462005,-4,28/03/2023 11:47:42,127819,11,questionnaire-zbjj,,28495049,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Questionnaire,3,BCA,AB,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",action,value,Yes,,Yes|No,Multiple Choice,2,object-3
6,1680032862005,28/03/2023 19:47:42,1680018462005,-4,28/03/2023 11:47:42,127819,11,questionnaire-zbjj,,28495049,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Questionnaire,3,BCA,AB,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",action,quantised,1,,Yes|No,Multiple Choice,2,object-3
7,1680032862006,28/03/2023 19:47:42,1680018462006,-4,28/03/2023 11:47:42,127819,11,questionnaire-zbjj,,28495049,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Questionnaire,3,BCA,AB,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",action,value,1,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,3,object-4
8,1680032862006,28/03/2023 19:47:42,1680018462006,-4,28/03/2023 11:47:42,127819,11,questionnaire-zbjj,,28495049,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Questionnaire,3,BCA,AB,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",action,quantised,2,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,3,object-4
9,1680032862007,28/03/2023 19:47:42,1680018462007,-4,28/03/2023 11:47:42,127819,11,questionnaire-zbjj,,28495049,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Questionnaire,3,BCA,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",action,value,5,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,4,object-5
10,1680032862007,28/03/2023 19:47:42,1680018462007,-4,28/03/2023 11:47:42,127819,11,questionnaire-zbjj,,28495049,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,Questionnaire,3,BCA,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",action,quantised,6,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,4,object-5
