Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-r1ad,order-e485,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Score,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_blocks,Spreadsheet: randomise_trials,Spreadsheet: item,Spreadsheet: ANSWER,Spreadsheet: targetresponse,Spreadsheet: type,Manipulation: Spreadsheet,Store: Accuracy,Store: incorrect
22,1680048438974,29/03/2023 00:07:18,1680023238974,-7,28/03/2023 10:07:18,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,20,main,main,l6tere,1,response,tick.png,1619,1602,1619,1619,1602,1619,1,0,1619,0,0,,Click Response,Response,1,object-18,main,,2,espólio,tick.png,word,word,,,
23,1680048440142,29/03/2023 00:07:20,1680023240142,-7,28/03/2023 10:07:20,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,21,main,main,l6tere,1,response,tick.png,1183,1167,1183,1183,1167,1183,0,0,1183,0,0,,Click Response,Response,1,object-18,main,,2,sonila,cross.png,non,non,,,
24,1680048440943,29/03/2023 00:07:20,1680023240943,-7,28/03/2023 10:07:20,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,22,main,main,l6tere,1,response,tick.png,819,802,819,819,802,819,0,0,819,0,0,,Click Response,Response,1,object-18,main,,2,vinhala,cross.png,non,non,,,
25,1680048442413,29/03/2023 00:07:22,1680023242413,-7,28/03/2023 10:07:22,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,23,main,main,l6tere,1,response,tick.png,1485,1469,1485,1485,1469,1485,1,0,1485,0,0,,Click Response,Response,1,object-18,main,,2,loucura,tick.png,word,word,,,
26,1680048443329,29/03/2023 00:07:23,1680023243329,-7,28/03/2023 10:07:23,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,24,main,main,l6tere,1,response,tick.png,934,917,934,934,917,934,1,0,934,0,0,,Click Response,Response,1,object-18,main,,2,grato,tick.png,word,word,,,
27,1680048444999,29/03/2023 00:07:24,1680023244999,-7,28/03/2023 10:07:24,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,25,main,main,l6tere,1,response,tick.png,1684,1667,1684,1684,1667,1684,1,0,1684,0,0,,Click Response,Response,1,object-18,main,,2,cadente,tick.png,word,word,,,
28,1680048445816,29/03/2023 00:07:25,1680023245816,-7,28/03/2023 10:07:25,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,26,main,main,l6tere,1,response,tick.png,836,819,836,836,819,836,1,0,836,0,0,,Click Response,Response,1,object-18,main,,2,avesso,tick.png,word,word,,,
29,1680048449116,29/03/2023 00:07:29,1680023249116,-7,28/03/2023 10:07:29,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,27,main,main,l6tere,1,response,cross.png,3315,3299,3315,3315,3299,3315,0,0,3315,0,0,,Click Response,Response,2,object-19,main,,2,descarga,tick.png,word,word,,,
30,1680048450152,29/03/2023 00:07:30,1680023250152,-7,28/03/2023 10:07:30,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,28,main,main,l6tere,1,response,tick.png,1055,1038,1055,1055,1038,1055,0,0,1055,0,0,,Click Response,Response,1,object-18,main,,2,durarma,cross.png,non,non,,,
31,1680048453221,29/03/2023 00:07:33,1680023253221,-7,28/03/2023 10:07:33,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,29,main,main,l6tere,1,response,cross.png,3086,3069,3086,3086,3069,3086,0,0,3086,0,0,,Click Response,Response,2,object-19,main,,2,retruque,tick.png,word,word,,,
32,1680048455209,29/03/2023 00:07:35,1680023255209,-7,28/03/2023 10:07:35,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,30,main,main,l6tere,1,response,cross.png,2003,1986,2003,2003,1986,2003,0,0,2003,0,0,,Click Response,Response,2,object-19,main,,2,cicatriz,tick.png,word,word,,,
33,1680048460812,29/03/2023 00:07:40,1680023260812,-7,28/03/2023 10:07:40,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,31,main,main,l6tere,1,response,tick.png,5620,5603,5620,5620,5603,5620,0,0,5620,0,0,,Click Response,Response,1,object-18,main,,2,golabo,cross.png,non,non,,,
34,1680048463464,29/03/2023 00:07:43,1680023263464,-7,28/03/2023 10:07:43,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,32,main,main,l6tere,1,response,tick.png,2669,2653,2669,2669,2653,2669,1,0,2669,0,0,,Click Response,Response,1,object-18,main,,2,evidência,tick.png,word,word,,,
35,1680048466834,29/03/2023 00:07:46,1680023266834,-7,28/03/2023 10:07:46,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,33,main,main,l6tere,1,response,tick.png,3385,3369,3385,3385,3369,3385,1,0,3385,0,0,,Click Response,Response,1,object-18,main,,2,retórica,tick.png,word,word,,,
36,1680048468956,29/03/2023 00:07:48,1680023268956,-7,28/03/2023 10:07:48,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,34,main,main,l6tere,1,response,tick.png,2139,2122,2139,2139,2122,2139,1,0,2139,0,0,,Click Response,Response,1,object-18,main,,2,remoto,tick.png,word,word,,,
37,1680048470472,29/03/2023 00:07:50,1680023270472,-7,28/03/2023 10:07:50,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,35,main,main,l6tere,1,response,tick.png,1534,1517,1534,1534,1517,1534,0,0,1534,0,0,,Click Response,Response,1,object-18,main,,2,âncorre,cross.png,non,non,,,
38,1680048471620,29/03/2023 00:07:51,1680023271620,-7,28/03/2023 10:07:51,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,36,main,main,l6tere,1,response,tick.png,1169,1152,1169,1169,1152,1169,0,0,1169,0,0,,Click Response,Response,1,object-18,main,,2,farneiza,cross.png,non,non,,,
39,1680048474658,29/03/2023 00:07:54,1680023274658,-7,28/03/2023 10:07:54,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,37,main,main,l6tere,1,response,tick.png,3052,3035,3052,3052,3035,3052,1,0,3052,0,0,,Click Response,Response,1,object-18,main,,2,infinito,tick.png,word,word,,,
40,1680048475613,29/03/2023 00:07:55,1680023275613,-7,28/03/2023 10:07:55,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,38,main,main,l6tere,1,response,tick.png,970,954,970,970,954,970,0,0,970,0,0,,Click Response,Response,1,object-18,main,,2,clamode,cross.png,non,non,,,
41,1680048476733,29/03/2023 00:07:56,1680023276733,-7,28/03/2023 10:07:56,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,39,main,main,l6tere,1,response,tick.png,1134,1118,1134,1134,1118,1134,1,0,1134,0,0,,Click Response,Response,1,object-18,main,,2,pífaro,tick.png,word,word,,,
42,1680048478350,29/03/2023 00:07:58,1680023278350,-7,28/03/2023 10:07:58,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,40,main,main,l6tere,1,response,tick.png,1636,1619,1636,1636,1619,1636,0,0,1636,0,0,,Click Response,Response,1,object-18,main,,2,barrasa,cross.png,non,non,,,
43,1680048479885,29/03/2023 00:07:59,1680023279885,-7,28/03/2023 10:07:59,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,41,main,main,l6tere,1,response,tick.png,1551,1535,1551,1551,1535,1551,1,0,1551,0,0,,Click Response,Response,1,object-18,main,,2,leopardo,tick.png,word,word,,,
44,1680048481212,29/03/2023 00:08:01,1680023281212,-7,28/03/2023 10:08:01,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,42,main,main,l6tere,1,response,tick.png,1336,1319,1336,1336,1319,1336,1,0,1336,0,0,,Click Response,Response,1,object-18,main,,2,tenro,tick.png,word,word,,,
45,1680048482056,29/03/2023 00:08:02,1680023282056,-7,28/03/2023 10:08:02,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,43,main,main,l6tere,1,response,tick.png,869,852,869,869,852,869,0,0,869,0,0,,Click Response,Response,1,object-18,main,,2,ferata,cross.png,non,non,,,
46,1680048483422,29/03/2023 00:08:03,1680023283422,-7,28/03/2023 10:08:03,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,44,main,main,l6tere,1,response,tick.png,1382,1366,1382,1382,1366,1382,0,0,1382,0,0,,Click Response,Response,1,object-18,main,,2,fumbão,cross.png,non,non,,,
47,1680048484840,29/03/2023 00:08:04,1680023284840,-7,28/03/2023 10:08:04,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,45,main,main,l6tere,1,response,tick.png,1436,1419,1436,1436,1419,1436,1,0,1436,0,0,,Click Response,Response,1,object-18,main,,2,pálido,tick.png,word,word,,,
48,1680048489527,29/03/2023 00:08:09,1680023289527,-7,28/03/2023 10:08:09,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,46,main,main,l6tere,1,response,cross.png,4702,4686,4702,4702,4686,4702,0,0,4702,0,0,,Click Response,Response,2,object-19,main,,2,vagabundo,tick.png,word,word,,,
49,1680048490859,29/03/2023 00:08:10,1680023290859,-7,28/03/2023 10:08:10,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,47,main,main,l6tere,1,response,tick.png,1348,1332,1348,1348,1332,1348,1,0,1348,0,0,,Click Response,Response,1,object-18,main,,2,relatório,tick.png,word,word,,,
50,1680048493212,29/03/2023 00:08:13,1680023293212,-7,28/03/2023 10:08:13,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,48,main,main,l6tere,1,response,cross.png,2369,2353,2369,2369,2353,2369,0,0,2369,0,0,,Click Response,Response,2,object-19,main,,2,parietal,tick.png,word,word,,,
51,1680048495008,29/03/2023 00:08:15,1680023295008,-7,28/03/2023 10:08:15,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,49,main,main,l6tere,1,response,cross.png,1814,1797,1814,1814,1797,1814,1,0,1814,0,0,,Click Response,Response,2,object-19,main,,2,imargue,cross.png,non,non,,,
52,1680048495660,29/03/2023 00:08:15,1680023295660,-7,28/03/2023 10:08:15,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,50,main,main,l6tere,1,response,cross.png,668,651,668,668,651,668,0,0,668,0,0,,Click Response,Response,2,object-19,main,,2,polegada,tick.png,word,word,,,
53,1680048496775,29/03/2023 00:08:16,1680023296775,-7,28/03/2023 10:08:16,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,51,main,main,l6tere,1,response,tick.png,1133,1116,1133,1133,1116,1133,1,0,1133,0,0,,Click Response,Response,1,object-18,main,,2,vingança,tick.png,word,word,,,
54,1680048500277,29/03/2023 00:08:20,1680023300277,-7,28/03/2023 10:08:20,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,52,main,main,l6tere,1,response,cross.png,3517,3501,3517,3517,3501,3517,1,0,3517,0,0,,Click Response,Response,2,object-19,main,,2,cartino,cross.png,non,non,,,
55,1680048501361,29/03/2023 00:08:21,1680023301361,-7,28/03/2023 10:08:21,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,53,main,main,l6tere,1,response,cross.png,1101,1084,1101,1101,1084,1101,0,0,1101,0,0,,Click Response,Response,2,object-19,main,,2,comércio,tick.png,word,word,,,
56,1680048505995,29/03/2023 00:08:25,1680023305995,-7,28/03/2023 10:08:25,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,54,main,main,l6tere,1,response,tick.png,4651,4634,4651,4651,4634,4651,1,0,4651,0,0,,Click Response,Response,1,object-18,main,,2,infantil,tick.png,word,word,,,
57,1680048506995,29/03/2023 00:08:26,1680023306995,-7,28/03/2023 10:08:26,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,55,main,main,l6tere,1,response,cross.png,1018,1001,1018,1018,1001,1018,1,0,1018,0,0,,Click Response,Response,2,object-19,main,,2,nulapa,cross.png,non,non,,,
58,1680048508095,29/03/2023 00:08:28,1680023308095,-7,28/03/2023 10:08:28,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,56,main,main,l6tere,1,response,tick.png,1117,1100,1117,1117,1100,1117,0,0,1117,0,0,,Click Response,Response,1,object-18,main,,2,rombura,cross.png,non,non,,,
59,1680048509493,29/03/2023 00:08:29,1680023309493,-7,28/03/2023 10:08:29,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,57,main,main,l6tere,1,response,tick.png,1416,1399,1416,1416,1399,1416,1,0,1416,0,0,,Click Response,Response,1,object-18,main,,2,camada,tick.png,word,word,,,
60,1680048512027,29/03/2023 00:08:32,1680023312027,-7,28/03/2023 10:08:32,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,58,main,main,l6tere,1,response,tick.png,2549,2532,2549,2549,2532,2549,0,0,2549,0,0,,Click Response,Response,1,object-18,main,,2,famude,cross.png,non,non,,,
61,1680048512926,29/03/2023 00:08:32,1680023312926,-7,28/03/2023 10:08:32,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,59,main,main,l6tere,1,response,tick.png,917,900,917,917,900,917,1,0,917,0,0,,Click Response,Response,1,object-18,main,,2,solução,tick.png,word,word,,,
62,1680048513827,29/03/2023 00:08:33,1680023313827,-7,28/03/2023 10:08:33,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,60,main,main,l6tere,1,response,cross.png,918,901,918,918,901,918,0,0,918,0,0,,Click Response,Response,2,object-19,main,,2,malandro,tick.png,word,word,,,
63,1680048515562,29/03/2023 00:08:35,1680023315562,-7,28/03/2023 10:08:35,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,61,main,main,l6tere,1,response,tick.png,1750,1734,1750,1750,1734,1750,1,0,1750,0,0,,Click Response,Response,1,object-18,main,,2,nupcial,tick.png,word,word,,,
64,1680048516561,29/03/2023 00:08:36,1680023316561,-7,28/03/2023 10:08:36,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,62,main,main,l6tere,1,response,tick.png,1015,999,1015,1015,999,1015,0,0,1015,0,0,,Click Response,Response,1,object-18,main,,2,toarte,cross.png,non,non,,,
65,1680048517998,29/03/2023 00:08:37,1680023317998,-7,28/03/2023 10:08:37,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,63,main,main,l6tere,1,response,tick.png,1454,1437,1454,1454,1437,1454,1,0,1454,0,0,,Click Response,Response,1,object-18,main,,2,canário,tick.png,word,word,,,
66,1680048519066,29/03/2023 00:08:39,1680023319066,-7,28/03/2023 10:08:39,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,64,main,main,l6tere,1,response,tick.png,1085,1068,1085,1085,1068,1085,1,0,1085,0,0,,Click Response,Response,1,object-18,main,,2,invasão,tick.png,word,word,,,
67,1680048522631,29/03/2023 00:08:42,1680023322631,-7,28/03/2023 10:08:42,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,65,main,main,l6tere,1,response,tick.png,3582,3565,3582,3582,3565,3582,0,0,3582,0,0,,Click Response,Response,1,object-18,main,,2,ecinto,cross.png,non,non,,,
68,1680048523347,29/03/2023 00:08:43,1680023323347,-7,28/03/2023 10:08:43,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,66,main,main,l6tere,1,response,tick.png,733,716,733,733,716,733,0,0,733,0,0,,Click Response,Response,1,object-18,main,,2,lufase,cross.png,non,non,,,
69,1680048526664,29/03/2023 00:08:46,1680023326664,-7,28/03/2023 10:08:46,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,67,main,main,l6tere,1,response,cross.png,3334,3317,3334,3334,3317,3334,0,0,3334,0,0,,Click Response,Response,2,object-19,main,,2,paisano,tick.png,word,word,,,
70,1680048527963,29/03/2023 00:08:47,1680023327963,-7,28/03/2023 10:08:47,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,68,main,main,l6tere,1,response,cross.png,1316,1299,1316,1316,1299,1316,0,0,1316,0,0,,Click Response,Response,2,object-19,main,,2,denário,tick.png,word,word,,,
71,1680048528695,29/03/2023 00:08:48,1680023328695,-7,28/03/2023 10:08:48,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,69,main,main,l6tere,1,response,tick.png,748,732,748,748,732,748,1,0,748,0,0,,Click Response,Response,1,object-18,main,,2,falcão,tick.png,word,word,,,
72,1680048529912,29/03/2023 00:08:49,1680023329912,-7,28/03/2023 10:08:49,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,70,main,main,l6tere,1,response,tick.png,1234,1217,1234,1234,1217,1234,0,0,1234,0,0,,Click Response,Response,1,object-18,main,,2,maltono,cross.png,non,non,,,
73,1680048531248,29/03/2023 00:08:51,1680023331248,-7,28/03/2023 10:08:51,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,71,main,main,l6tere,1,response,tick.png,1352,1336,1352,1352,1336,1352,1,0,1352,0,0,,Click Response,Response,1,object-18,main,,2,pueril,tick.png,word,word,,,
74,1680048531966,29/03/2023 00:08:51,1680023331966,-7,28/03/2023 10:08:51,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,72,main,main,l6tere,1,response,tick.png,734,717,734,734,717,734,0,0,734,0,0,,Click Response,Response,1,object-18,main,,2,industo,cross.png,non,non,,,
75,1680048534581,29/03/2023 00:08:54,1680023334581,-7,28/03/2023 10:08:54,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,73,main,main,l6tere,1,response,tick.png,2633,2616,2633,2633,2616,2633,1,0,2633,0,0,,Click Response,Response,1,object-18,main,,2,máquina,tick.png,word,word,,,
76,1680048535296,29/03/2023 00:08:55,1680023335296,-7,28/03/2023 10:08:55,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,74,main,main,l6tere,1,response,tick.png,735,719,735,735,719,735,1,0,735,0,0,,Click Response,Response,1,object-18,main,,2,paranoia,tick.png,word,word,,,
77,1680048536383,29/03/2023 00:08:56,1680023336383,-7,28/03/2023 10:08:56,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,75,main,main,l6tere,1,response,tick.png,1100,1083,1100,1100,1083,1100,1,0,1100,0,0,,Click Response,Response,1,object-18,main,,2,música,tick.png,word,word,,,
78,1680048537569,29/03/2023 00:08:57,1680023337569,-7,28/03/2023 10:08:57,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,76,main,main,l6tere,1,response,tick.png,1203,1186,1203,1203,1186,1203,1,0,1203,0,0,,Click Response,Response,1,object-18,main,,2,exausto,tick.png,word,word,,,
79,1680048539399,29/03/2023 00:08:59,1680023339399,-7,28/03/2023 10:08:59,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,77,main,main,l6tere,1,response,cross.png,1849,1833,1849,1849,1833,1849,0,0,1849,0,0,,Click Response,Response,2,object-19,main,,2,rebelde,tick.png,word,word,,,
80,1680048540222,29/03/2023 00:09:00,1680023340222,-7,28/03/2023 10:09:00,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,78,main,main,l6tere,1,response,tick.png,836,820,836,836,820,836,0,0,836,0,0,,Click Response,Response,1,object-18,main,,2,afessa,cross.png,non,non,,,
81,1680048541773,29/03/2023 00:09:01,1680023341773,-7,28/03/2023 10:09:01,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,79,main,main,l6tere,1,response,tick.png,1567,1551,1567,1567,1551,1567,1,0,1567,0,0,,Click Response,Response,1,object-18,main,,2,cólera,tick.png,word,word,,,
82,1680048542776,29/03/2023 00:09:02,1680023342776,-7,28/03/2023 10:09:02,127819,11,task-gdok,,28498912,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,Portuguese lextale,3,CAB,AB,lextpt,80,main,main,l6tere,1,response,tick.png,1020,1003,1020,1020,1003,1020,1,0,1020,0,0,,Click Response,Response,1,object-18,main,,2,abutre,tick.png,word,word,,,
