Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-r1ad,order-e485,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Score,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: randomise_trials,Spreadsheet: display,Spreadsheet: prompt,Spreadsheet: opt_a,Spreadsheet: opt_b,Spreadsheet: correct,Manipulation: Spreadsheet
10,1680049473929,29/03/2023 00:24:33,1680024273929,-7,28/03/2023 10:24:33,127819,11,task-t5nj,,28499583,BLIND,8470211,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1432x710,,collocation,6,BCA,AB,conds_collocation,9,main,Screen 1,cnypgd,1,response,B,9541.830999809259,9532.95199999999,9541.830999809259,9541.830999809259,9532.95199999999,9541.830999809259,1,0,9541.830999809259,0,0,,Click Response,Response,3,object-6,1,main,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada. (corajoso)",super-heróis corajosos,corajosos super-heróis,opt_b,
11,1680049480712,29/03/2023 00:24:40,1680024280712,-7,28/03/2023 10:24:40,127819,11,task-t5nj,,28499583,BLIND,8470211,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1432x710,,collocation,6,BCA,AB,conds_collocation,10,main,Screen 1,cnypgd,1,response,A,6792.778999904636,6784.148000000001,6792.778999904636,6792.778999904636,6784.148000000001,6792.778999904636,1,0,6792.778999904636,0,0,,Click Response,Response,2,object-5,1,main,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,
12,1680049480716,29/03/2023 00:24:40,1680024280716,-7,28/03/2023 10:24:40,127819,11,task-t5nj,,28499583,BLIND,8470211,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1432x710,,collocation,6,BCA,AB,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,
1,1680038919619,28/03/2023 21:28:39,1680024519619,-4,28/03/2023 13:28:39,127819,11,task-t5nj,,28499759,BLIND,8470260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,collocation,6,CBA,BA,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1680038954295,28/03/2023 21:29:14,1680024554295,-4,28/03/2023 13:29:14,127819,11,task-t5nj,,28499759,BLIND,8470260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,collocation,6,CBA,BA,conds_collocation,1,main,Screen 1,cnypgd,1,response,A,34682.45500001788,34671.572,34682.45500001788,34682.45500001788,34671.572,34682.45500001788,1,0,34682.45500001788,0,0,,Click Response,Response,2,object-5,1,main,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras. (aventureiro)",Ming aventureiros,aventureiros Ming,opt_b,
3,1680038954486,28/03/2023 21:29:14,1680024554486,-4,28/03/2023 13:29:14,127819,11,task-t5nj,,28499759,BLIND,8470260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,collocation,6,CBA,BA,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,202.9830000119182,200.0859999999957,202.9830000119182,202.9830000119182,200.0859999999957,202.9830000119182,1,0,202.9830000119182,0,0,,Click Response,Response,2,object-5,1,main,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,
4,1680038956260,28/03/2023 21:29:16,1680024556260,-4,28/03/2023 13:29:16,127819,11,task-t5nj,,28499759,BLIND,8470260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,collocation,6,CBA,BA,conds_collocation,3,main,Screen 1,cnypgd,1,response,B,1776.497000005962,1768.8139999999985,1776.497000005962,1776.497000005962,1768.8139999999985,1776.497000005962,1,0,1776.497000005962,0,0,,Click Response,Response,3,object-6,1,main,Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer. (afetuoso),pais afetuosos,afetuosos pais,opt_a,
5,1680038956767,28/03/2023 21:29:16,1680024556767,-4,28/03/2023 13:29:16,127819,11,task-t5nj,,28499759,BLIND,8470260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,collocation,6,CBA,BA,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,514.9830000178845,500.63400000000547,514.9830000178845,514.9830000178845,500.63400000000547,514.9830000178845,1,0,514.9830000178845,0,0,,Click Response,Response,2,object-5,1,main,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada. (corajoso)",super-heróis corajosos,corajosos super-heróis,opt_b,
6,1680038957355,28/03/2023 21:29:17,1680024557355,-4,28/03/2023 13:29:17,127819,11,task-t5nj,,28499759,BLIND,8470260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,collocation,6,CBA,BA,conds_collocation,5,main,Screen 1,cnypgd,1,response,A,602.349000017879,600.3319999999949,602.349000017879,602.349000017879,600.3319999999949,602.349000017879,1,0,602.349000017879,0,0,,Click Response,Response,2,object-5,1,main,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra' (estudioso)",estudantes estudiosos,estudiosos estudantes,opt_a,
7,1680038958034,28/03/2023 21:29:18,1680024558034,-4,28/03/2023 13:29:18,127819,11,task-t5nj,,28499759,BLIND,8470260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,collocation,6,CBA,BA,conds_collocation,6,main,Screen 1,cnypgd,1,response,B,680.6170000119237,667.3970000000045,680.6170000119237,680.6170000119237,667.3970000000045,680.6170000119237,1,0,680.6170000119237,0,0,,Click Response,Response,3,object-6,1,main,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,
8,1680038958666,28/03/2023 21:29:18,1680024558666,-4,28/03/2023 13:29:18,127819,11,task-t5nj,,28499759,BLIND,8470260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,collocation,6,CBA,BA,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,645.3200000059587,634.0550000000003,645.3200000059587,645.3200000059587,634.0550000000003,645.3200000059587,1,0,645.3200000059587,0,0,,Click Response,Response,2,object-5,1,main,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos. (orgulhoso)",pais orgulhosos,orgulhosos pais,opt_a,
9,1680038959332,28/03/2023 21:29:19,1680024559332,-4,28/03/2023 13:29:19,127819,11,task-t5nj,,28499759,BLIND,8470260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,collocation,6,CBA,BA,conds_collocation,8,main,Screen 1,cnypgd,1,response,B,677.1650000119189,667.502999999997,677.1650000119189,677.1650000119189,667.502999999997,677.1650000119189,1,0,677.1650000119189,0,0,,Click Response,Response,3,object-6,1,main,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,
10,1680038959973,28/03/2023 21:29:19,1680024559973,-4,28/03/2023 13:29:19,127819,11,task-t5nj,,28499759,BLIND,8470260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,collocation,6,CBA,BA,conds_collocation,9,main,Screen 1,cnypgd,1,response,A,650.8340000000098,634.0370000000039,650.8340000000098,650.8340000000098,634.0370000000039,650.8340000000098,1,0,650.8340000000098,0,0,,Click Response,Response,2,object-5,1,main,O professor ensina dois cursos que você pode fazer. Há _______________.,opções várias,várias opções,opt_b,
11,1680038960758,28/03/2023 21:29:20,1680024560758,-4,28/03/2023 13:29:20,127819,11,task-t5nj,,28499759,BLIND,8470260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,collocation,6,CBA,BA,conds_collocation,10,main,Screen 1,cnypgd,1,response,B,800.9779999999955,784.3439999999973,800.9779999999955,800.9779999999955,784.3439999999973,800.9779999999955,1,0,800.9779999999955,0,0,,Click Response,Response,3,object-6,1,main,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .",pessoa mesma,mesma pessoa,opt_b,
12,1680038960759,28/03/2023 21:29:20,1680024560759,-4,28/03/2023 13:29:20,127819,11,task-t5nj,,28499759,BLIND,8470260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x754,,collocation,6,CBA,BA,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,
1,1680050198605,29/03/2023 00:36:38,1680024998605,-7,28/03/2023 10:36:38,127819,11,task-t5nj,,28500001,BLIND,8470620,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1920x1080,1920x937,,collocation,6,ACB,AB,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1680050227589,29/03/2023 00:37:07,1680025027589,-7,28/03/2023 10:37:07,127819,11,task-t5nj,,28500001,BLIND,8470620,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1920x1080,1920x937,,collocation,6,ACB,AB,conds_collocation,1,main,Screen 1,cnypgd,1,response,A,28997.90100002384,28983.284,28997.90100002384,28997.90100002384,28983.284,28997.90100002384,1,0,28997.90100002384,0,0,,Click Response,Response,2,object-5,1,main,Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer. (afetuoso),pais afetuosos,afetuosos pais,opt_a,
3,1680050247705,29/03/2023 00:37:27,1680025047705,-7,28/03/2023 10:37:27,127819,11,task-t5nj,,28500001,BLIND,8470620,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1920x1080,1920x937,,collocation,6,ACB,AB,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,20130.91700000596,20116.64,20130.91700000596,20130.91700000596,20116.64,20130.91700000596,1,0,20130.91700000596,0,0,,Click Response,Response,2,object-5,1,main,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras. (aventureiro)",Ming aventureiros,aventureiros Ming,opt_b,
4,1680050261767,29/03/2023 00:37:41,1680025061767,-7,28/03/2023 10:37:41,127819,11,task-t5nj,,28500001,BLIND,8470620,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1920x1080,1920x937,,collocation,6,ACB,AB,conds_collocation,3,main,Screen 1,cnypgd,1,response,B,14075.977000023842,14066.620000000003,14075.977000023842,14075.977000023842,14066.620000000003,14075.977000023842,1,0,14075.977000023842,0,0,,Click Response,Response,3,object-6,1,main,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,
5,1680050269960,29/03/2023 00:37:49,1680025069960,-7,28/03/2023 10:37:49,127819,11,task-t5nj,,28500001,BLIND,8470620,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1920x1080,1920x937,,collocation,6,ACB,AB,conds_collocation,4,main,Screen 1,cnypgd,1,response,B,8202.557000011919,8199.895000000004,8202.557000011919,8202.557000011919,8199.895000000004,8202.557000011919,1,0,8202.557000011919,0,0,,Click Response,Response,3,object-6,1,main,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,
6,1680050273662,29/03/2023 00:37:53,1680025073662,-7,28/03/2023 10:37:53,127819,11,task-t5nj,,28500001,BLIND,8470620,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1920x1080,1920x937,,collocation,6,ACB,AB,conds_collocation,5,main,Screen 1,cnypgd,1,response,B,3704.8619999999937,3700.0009999999893,3704.8619999999937,3704.8619999999937,3700.0009999999893,3704.8619999999937,1,0,3704.8619999999937,0,0,,Click Response,Response,3,object-6,1,main,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .",pessoa mesma,mesma pessoa,opt_b,
7,1680050280419,29/03/2023 00:38:00,1680025080419,-7,28/03/2023 10:38:00,127819,11,task-t5nj,,28500001,BLIND,8470620,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1920x1080,1920x937,,collocation,6,ACB,AB,conds_collocation,6,main,Screen 1,cnypgd,1,response,B,6762.161000011925,6749.968000000008,6762.161000011925,6762.161000011925,6749.968000000008,6762.161000011925,1,0,6762.161000011925,0,0,,Click Response,Response,3,object-6,1,main,O professor ensina dois cursos que você pode fazer. Há _______________.,opções várias,várias opções,opt_b,
8,1680050296692,29/03/2023 00:38:16,1680025096692,-7,28/03/2023 10:38:16,127819,11,task-t5nj,,28500001,BLIND,8470620,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1920x1080,1920x937,,collocation,6,ACB,AB,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,16284.793000005957,16283.334000000003,16284.793000005957,16284.793000005957,16283.334000000003,16284.793000005957,1,0,16284.793000005957,0,0,,Click Response,Response,2,object-5,1,main,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra' (estudioso)",estudantes estudiosos,estudiosos estudantes,opt_a,
9,1680050308639,29/03/2023 00:38:28,1680025108639,-7,28/03/2023 10:38:28,127819,11,task-t5nj,,28500001,BLIND,8470620,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1920x1080,1920x937,,collocation,6,ACB,AB,conds_collocation,8,main,Screen 1,cnypgd,1,response,A,11948.159000023836,11933.339999999997,11948.159000023836,11948.159000023836,11933.339999999997,11948.159000023836,1,0,11948.159000023836,0,0,,Click Response,Response,2,object-5,1,main,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada. (corajoso)",super-heróis corajosos,corajosos super-heróis,opt_b,
10,1680050332448,29/03/2023 00:38:52,1680025132448,-7,28/03/2023 10:38:52,127819,11,task-t5nj,,28500001,BLIND,8470620,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1920x1080,1920x937,,collocation,6,ACB,AB,conds_collocation,9,main,Screen 1,cnypgd,1,response,A,23823.91900001788,23816.542,23823.91900001788,23823.91900001788,23816.542,23823.91900001788,1,0,23823.91900001788,0,0,,Click Response,Response,2,object-5,1,main,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,
11,1680050349381,29/03/2023 00:39:09,1680025149381,-7,28/03/2023 10:39:09,127819,11,task-t5nj,,28500001,BLIND,8470620,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1920x1080,1920x937,,collocation,6,ACB,AB,conds_collocation,10,main,Screen 1,cnypgd,1,response,A,16940.877000017877,16933.290999999997,16940.877000017877,16940.877000017877,16933.290999999997,16940.877000017877,1,0,16940.877000017877,0,0,,Click Response,Response,2,object-5,1,main,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos. (orgulhoso)",pais orgulhosos,orgulhosos pais,opt_a,
12,1680050349383,29/03/2023 00:39:09,1680025149383,-7,28/03/2023 10:39:09,127819,11,task-t5nj,,28500001,BLIND,8470620,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1920x1080,1920x937,,collocation,6,ACB,AB,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,
1,1680039643849,28/03/2023 21:40:43,1680025243849,-4,28/03/2023 13:40:43,127819,11,task-t5nj,,28500145,BLIND,8470585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3.1,1280x800,1280x644,,collocation,6,ABC,BA,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1680039652381,28/03/2023 21:40:52,1680025252381,-4,28/03/2023 13:40:52,127819,11,task-t5nj,,28500145,BLIND,8470585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3.1,1280x800,1280x644,,collocation,6,ABC,BA,conds_collocation,1,main,Screen 1,cnypgd,1,response,A,11224,11213,11224,11224,11213,11224,1,0,11224,0,0,,Click Response,Response,2,object-5,1,main,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,
3,1680039669230,28/03/2023 21:41:09,1680025269230,-4,28/03/2023 13:41:09,127819,11,task-t5nj,,28500145,BLIND,8470585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3.1,1280x800,1280x644,,collocation,6,ABC,BA,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,16860,16849,16860,16860,16849,16860,1,0,16860,0,0,,Click Response,Response,2,object-5,1,main,Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer. (afetuoso),pais afetuosos,afetuosos pais,opt_a,
4,1680039679259,28/03/2023 21:41:19,1680025279259,-4,28/03/2023 13:41:19,127819,11,task-t5nj,,28500145,BLIND,8470585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3.1,1280x800,1280x644,,collocation,6,ABC,BA,conds_collocation,3,main,Screen 1,cnypgd,1,response,A,10039,10037,10039,10039,10037,10039,1,0,10039,0,0,,Click Response,Response,2,object-5,1,main,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,
5,1680039688913,28/03/2023 21:41:28,1680025288913,-4,28/03/2023 13:41:28,127819,11,task-t5nj,,28500145,BLIND,8470585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3.1,1280x800,1280x644,,collocation,6,ABC,BA,conds_collocation,4,main,Screen 1,cnypgd,1,response,B,9656,9642,9656,9656,9642,9656,1,0,9656,0,0,,Click Response,Response,3,object-6,1,main,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .",pessoa mesma,mesma pessoa,opt_b,
6,1680039715299,28/03/2023 21:41:55,1680025315299,-4,28/03/2023 13:41:55,127819,11,task-t5nj,,28500145,BLIND,8470585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3.1,1280x800,1280x644,,collocation,6,ABC,BA,conds_collocation,5,main,Screen 1,cnypgd,1,response,B,26399,26386,26399,26399,26386,26399,1,0,26399,0,0,,Click Response,Response,3,object-6,1,main,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,
7,1680039724937,28/03/2023 21:42:04,1680025324937,-4,28/03/2023 13:42:04,127819,11,task-t5nj,,28500145,BLIND,8470585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3.1,1280x800,1280x644,,collocation,6,ABC,BA,conds_collocation,6,main,Screen 1,cnypgd,1,response,B,9652,9642,9652,9652,9642,9652,1,0,9652,0,0,,Click Response,Response,3,object-6,1,main,O professor ensina dois cursos que você pode fazer. Há _______________.,opções várias,várias opções,opt_b,
8,1680039735749,28/03/2023 21:42:15,1680025335749,-4,28/03/2023 13:42:15,127819,11,task-t5nj,,28500145,BLIND,8470585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3.1,1280x800,1280x644,,collocation,6,ABC,BA,conds_collocation,7,main,Screen 1,cnypgd,1,response,B,10821,10816,10821,10821,10816,10821,1,0,10821,0,0,,Click Response,Response,3,object-6,1,main,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras. (aventureiro)",Ming aventureiros,aventureiros Ming,opt_b,
9,1680039754752,28/03/2023 21:42:34,1680025354752,-4,28/03/2023 13:42:34,127819,11,task-t5nj,,28500145,BLIND,8470585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3.1,1280x800,1280x644,,collocation,6,ABC,BA,conds_collocation,8,main,Screen 1,cnypgd,1,response,A,19007,18996,19007,19007,18996,19007,1,0,19007,0,0,,Click Response,Response,2,object-5,1,main,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra' (estudioso)",estudantes estudiosos,estudiosos estudantes,opt_a,
10,1680039781301,28/03/2023 21:43:01,1680025381301,-4,28/03/2023 13:43:01,127819,11,task-t5nj,,28500145,BLIND,8470585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3.1,1280x800,1280x644,,collocation,6,ABC,BA,conds_collocation,9,main,Screen 1,cnypgd,1,response,A,26560,26549,26560,26560,26549,26560,1,0,26560,0,0,,Click Response,Response,2,object-5,1,main,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos. (orgulhoso)",pais orgulhosos,orgulhosos pais,opt_a,
11,1680039787697,28/03/2023 21:43:07,1680025387697,-4,28/03/2023 13:43:07,127819,11,task-t5nj,,28500145,BLIND,8470585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3.1,1280x800,1280x644,,collocation,6,ABC,BA,conds_collocation,10,main,Screen 1,cnypgd,1,response,A,6407,6403,6407,6407,6403,6407,1,0,6407,0,0,,Click Response,Response,2,object-5,1,main,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada. (corajoso)",super-heróis corajosos,corajosos super-heróis,opt_b,
12,1680039787699,28/03/2023 21:43:07,1680025387699,-4,28/03/2023 13:43:07,127819,11,task-t5nj,,28500145,BLIND,8470585,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3.1,1280x800,1280x644,,collocation,6,ABC,BA,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,
1,1680022671487,28/03/2023 16:57:51,1680026271487,1,28/03/2023 18:57:51,127819,11,task-t5nj,,28500827,BLIND,8470849,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1536x864,1536x739,,collocation,6,BCA,BA,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1680022687643,28/03/2023 16:58:07,1680026287643,1,28/03/2023 18:58:07,127819,11,task-t5nj,,28500827,BLIND,8470849,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1536x864,1536x739,,collocation,6,BCA,BA,conds_collocation,1,main,Screen 1,cnypgd,1,response,A,16166.06,16159.42,16166.06,16166.06,16159.42,16166.06,1,0,16166.06,0,0,,Click Response,Response,2,object-5,1,main,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,
3,1680022690373,28/03/2023 16:58:10,1680026290373,1,28/03/2023 18:58:10,127819,11,task-t5nj,,28500827,BLIND,8470849,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1536x864,1536x739,,collocation,6,BCA,BA,conds_collocation,2,main,Screen 1,cnypgd,1,response,B,2736.6399999999994,2732.9799999999996,2736.6399999999994,2736.6399999999994,2732.9799999999996,2736.6399999999994,1,0,2736.6399999999994,0,0,,Click Response,Response,3,object-6,1,main,O professor ensina dois cursos que você pode fazer. Há _______________.,opções várias,várias opções,opt_b,
4,1680022713889,28/03/2023 16:58:33,1680026313889,1,28/03/2023 18:58:33,127819,11,task-t5nj,,28500827,BLIND,8470849,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1536x864,1536x739,,collocation,6,BCA,BA,conds_collocation,3,main,Screen 1,cnypgd,1,response,B,23518.66,23513.600000000002,23518.66,23518.66,23513.600000000002,23518.66,1,0,23518.66,0,0,,Click Response,Response,3,object-6,1,main,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada. (corajoso)",super-heróis corajosos,corajosos super-heróis,opt_b,
5,1680022720386,28/03/2023 16:58:40,1680026320386,1,28/03/2023 18:58:40,127819,11,task-t5nj,,28500827,BLIND,8470849,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1536x864,1536x739,,collocation,6,BCA,BA,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,6504.059999999998,6499.139999999999,6504.059999999998,6504.059999999998,6499.139999999999,6504.059999999998,1,0,6504.059999999998,0,0,,Click Response,Response,2,object-5,1,main,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra' (estudioso)",estudantes estudiosos,estudiosos estudantes,opt_a,
6,1680022723396,28/03/2023 16:58:43,1680026323396,1,28/03/2023 18:58:43,127819,11,task-t5nj,,28500827,BLIND,8470849,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1536x864,1536x739,,collocation,6,BCA,BA,conds_collocation,5,main,Screen 1,cnypgd,1,response,A,3013.9199999999983,2999.6199999999953,3013.9199999999983,3013.9199999999983,2999.6199999999953,3013.9199999999983,1,0,3013.9199999999983,0,0,,Click Response,Response,2,object-5,1,main,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,
7,1680022730193,28/03/2023 16:58:50,1680026330193,1,28/03/2023 18:58:50,127819,11,task-t5nj,,28500827,BLIND,8470849,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1536x864,1536x739,,collocation,6,BCA,BA,conds_collocation,6,main,Screen 1,cnypgd,1,response,B,6810.300000000003,6799.100000000006,6810.300000000003,6810.300000000003,6799.100000000006,6810.300000000003,1,0,6810.300000000003,0,0,,Click Response,Response,3,object-6,1,main,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,
8,1680022733895,28/03/2023 16:58:53,1680026333895,1,28/03/2023 18:58:53,127819,11,task-t5nj,,28500827,BLIND,8470849,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1536x864,1536x739,,collocation,6,BCA,BA,conds_collocation,7,main,Screen 1,cnypgd,1,response,B,3715.199999999997,3699.519999999997,3715.199999999997,3715.199999999997,3699.519999999997,3715.199999999997,1,0,3715.199999999997,0,0,,Click Response,Response,3,object-6,1,main,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras. (aventureiro)",Ming aventureiros,aventureiros Ming,opt_b,
9,1680022738433,28/03/2023 16:58:58,1680026338433,1,28/03/2023 18:58:58,127819,11,task-t5nj,,28500827,BLIND,8470849,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1536x864,1536x739,,collocation,6,BCA,BA,conds_collocation,8,main,Screen 1,cnypgd,1,response,A,4552.68,4549.4000000000015,4552.68,4552.68,4549.4000000000015,4552.68,1,0,4552.68,0,0,,Click Response,Response,2,object-5,1,main,Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer. (afetuoso),pais afetuosos,afetuosos pais,opt_a,
