port_type.keys,port_type.rt,participant,session,date,expName,psychopyVersion,OS,frameRate
space,2.229,5fd97d5b40332e276ea58209,001,2022-09-19_16h25.21.379,rothman_exp,2022.2.3,Win32,30.0120048
