port_type.keys,port_type.rt,participant,session,date,expName,psychopyVersion,OS,frameRate
space,4.8663,61400d8ffcc5d04fd6b1a842,001,2022-09-19_23h20.01.802,rothman_exp,2022.2.3,Win32,170.2997275
