port_type.keys,port_type.rt,participant,session,date,expName,psychopyVersion,OS,frameRate
space,1.7066,5e8f77c1d73dcd0a79257d3c,001,2022-09-19_22h18.07.039,rothman_exp,2022.2.3,Win32,143.9677512
