port_type.keys,port_type.rt,participant,session,date,expName,psychopyVersion,OS,frameRate,choice.keys,choice.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,prompt,opt_a,opt_b,correct,pre_post,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,key_resp_4.keys,key_resp_4.rt
space,35.107,615170131b8bd04f62c3d508,001,2022-09-19_23h19.32.047,rothman_exp,2022.2.3,Win32,144.2377037,,,,,,,,,,,,,,,,,,,,,,,
,,615170131b8bd04f62c3d508,001,2022-09-19_23h19.32.047,rothman_exp,2022.2.3,Win32,144.2377037,1,12.5672,0,0,0,8,1,"Entre los alumnos, siempre hay un equilibrio de inteligencia y estupidez en una escuela. Los _______________ siempre están en las clases de ‘honor.’ (estudioso)",estudiantes estudiosos,estudiosos estudiantes,opt_a,post,,,,,,,,,,,
,,615170131b8bd04f62c3d508,001,2022-09-19_23h19.32.047,rothman_exp,2022.2.3,Win32,144.2377037,0,4.24,0,1,1,4,1,"Era solo una persona, no dos personas. Era la _______________ .",persona misma,misma persona,opt_b,pre,,,,,,,,,,,
,,615170131b8bd04f62c3d508,001,2022-09-19_23h19.32.047,rothman_exp,2022.2.3,Win32,144.2377037,1,4.0003,0,2,2,9,1,Mis amigos no tienen dinero. Son _______________.,amigos pobres,pobres amigos,opt_a,post,,,,,,,,,,,
,,615170131b8bd04f62c3d508,001,2022-09-19_23h19.32.047,rothman_exp,2022.2.3,Win32,144.2377037,0,3.5446,0,3,3,3,1,El profesor enseña dos cursos que puedes tomar. Hay _______________. ,opciones varias,varias opciones,opt_b,pre,,,,,,,,,,,
,,615170131b8bd04f62c3d508,001,2022-09-19_23h19.32.047,rothman_exp,2022.2.3,Win32,144.2377037,0,9.3639,0,4,4,2,1,He conocido a ella por muchos años. Es una _______________.,amiga vieja,vieja amiga,opt_b,pre,,,,,,,,,,,
,,615170131b8bd04f62c3d508,001,2022-09-19_23h19.32.047,rothman_exp,2022.2.3,Win32,144.2377037,1,13.1382,0,5,5,6,1,"No todo chico en mi escuela es atlético, pero los _______________ chicos corren 7 millas cada día.",chicos fuertes,fuertes chicos,opt_a,post,,,,,,,,,,,
,,615170131b8bd04f62c3d508,001,2022-09-19_23h19.32.047,rothman_exp,2022.2.3,Win32,144.2377037,1,9.941,0,6,6,5,1,Algunos padres son más involucrados en la vida de sus hijos que otros. Los _______________ juegan con sus hijos por la noche antes de que se duerman. (cariñosos),padres cariñosos,cariñosos padres,opt_a,post,,,,,,,,,,,
,,615170131b8bd04f62c3d508,001,2022-09-19_23h19.32.047,rothman_exp,2022.2.3,Win32,144.2377037,0,10.3212,0,7,7,0,1,"No hay super-héroe que no sea conocido por su bondad, coraje y fuerza. Los  _______________ del mundo no tienen miedo de nada. (valientes)",super-héroes valientes,valientes super-héroes,opt_b,pre,,,,,,,,,,,
,,615170131b8bd04f62c3d508,001,2022-09-19_23h19.32.047,rothman_exp,2022.2.3,Win32,144.2377037,0,4.3349,0,8,8,1,1,Ese libro es la edición del año pasado - necesitamos el ________,libro nuevo,nuevo libro,opt_b,pre,,,,,,,,,,,
,,615170131b8bd04f62c3d508,001,2022-09-19_23h19.32.047,rothman_exp,2022.2.3,Win32,144.2377037,1,9.6877,0,9,9,7,1,"Hay muchos padres en la audiencia del partido. Hay niños que juegan muy bien, pero los que juegan mal son una vergüenza a sus padres. Los _______________ aplauden y gritan por sus hijos. (orgulloso)",padres orgullosos,orgullosos padres,opt_a,post,,,,,,,,,,,
,,615170131b8bd04f62c3d508,001,2022-09-19_23h19.32.047,rothman_exp,2022.2.3,Win32,144.2377037,,,,,,,,,,,,,space,2.5792,,,,,,,,,
,,615170131b8bd04f62c3d508,001,2022-09-19_23h19.32.047,rothman_exp,2022.2.3,Win32,144.2377037,,,,,,,,Mi abuela tiene dos lámparas antiguas en el salón.,Tiene dos lámparas viejas en el salón.,Tiene dos lámparas del salón que reliquías.,opt_a,,,,1,7.0179,0,0,0,6,1,,
,,615170131b8bd04f62c3d508,001,2022-09-19_23h19.32.047,rothman_exp,2022.2.3,Win32,144.2377037,,,,,,,,Sus padres hablan una rara lengua.,Hablan una lengua que muy poca gente habla.,Hablan una lengua extraña.,opt_b,,,,0,5.7092,0,1,1,3,1,,
,,615170131b8bd04f62c3d508,001,2022-09-19_23h19.32.047,rothman_exp,2022.2.3,Win32,144.2377037,,,,,,,,Santiago compró una nueva computadora.,La computadora era 100% nueva.,Compró otra computadora.,opt_a,,,,1,12.9884,0,2,2,5,1,,
,,615170131b8bd04f62c3d508,001,2022-09-19_23h19.32.047,rothman_exp,2022.2.3,Win32,144.2377037,,,,,,,,Las grandes obras son impresionantes.,Las obras no son pequeñas.,Las obras son grandiosas.,opt_b,,,,0,9.8926,0,3,3,2,1,,
